round,agg_method,n_clients,byzantine_f,l2_to_benign_mean,cos_to_benign_mean,coord_median_agree_pct,update_norm_mean,update_norm_std,t_aggregate_ms,t_round_ms,pairwise_cosine_mean,pairwise_cosine_std,l2_dispersion_mean,l2_dispersion_std
1,bulyan,6,,0.9889490537090594,0.9934080839157104,61.30542589395457,8.93880033493042,0.03216174406775282,13.393500004895031,33106.2786669936,0.8784796992937723,0.02326579170268287,2.8276747862497964,0.3113273229389843
2,bulyan,6,,0.6578440733056561,0.9977247714996338,68.0222520621523,9.895037651062012,0.22641907966017089,15.001541993115097,17232.74183299509,0.9673524618148803,0.01999735357819599,1.5627005100250244,0.5639679249284246
3,bulyan,6,,0.4308248166351143,0.999118983745575,71.49292012134904,10.332543849945068,0.0758758345106365,6.639125000219792,10579.506708018016,0.9829714457194011,0.003119598576801218,1.2255189617474873,0.1456610148611118
4,bulyan,6,,0.42743062977889845,0.9991937279701233,73.54832292488153,10.704296429951986,0.10364893975039614,5.254332994809374,9823.453458026052,0.9838892777760824,0.0040566067225547295,1.2287626266479492,0.20803292769276957
5,bulyan,6,,0.4469605632025461,0.9991551637649536,75.57743817095438,10.938273429870605,0.10919026050688568,4.928582988213748,9635.177666001255,0.9861225763956706,0.006301331695877046,1.1447927455107372,0.30416832131150956
6,bulyan,6,,0.4937017109067847,0.9990072846412659,76.27512415542341,11.156314373016357,0.08355048156245583,4.703707993030548,9423.3574999962,0.9843430201212565,0.004961495828575534,1.2547230819861095,0.24570892581484274
7,bulyan,6,,0.5982025740643698,0.9986314177513123,77.55539925115986,11.502810955047607,0.2180526606222491,5.054583016317338,9503.494167001918,0.9752998987833659,0.007860363442538923,1.6294891436894734,0.3663580939501977
8,bulyan,6,,0.3786592837737988,0.9994634389877319,78.01223437133662,11.610475063323975,0.04131530081463695,5.366166005842388,9477.070374996401,0.9889788230260214,0.0015952098036754263,1.1086870431900024,0.10479890435859213
9,bulyan,6,,0.4170450060144017,0.9993657469749451,78.6516614446789,11.767358620961508,0.03398864507900234,4.60737498360686,9507.532292016549,0.9880613923072815,0.002580313204060264,1.1649358073870342,0.14851595645737176
10,bulyan,6,,0.3441728473401011,0.9995812773704529,79.20583157490888,11.935459931691488,0.047769171033088774,5.333416978828609,9433.21062499308,0.9915698885917663,0.001708797218280056,0.9943973620732626,0.12247810044249495
11,bulyan,6,,0.5350308648267197,0.9990103244781494,79.50423087580195,12.112197558085123,0.0882692290818567,4.87691699527204,9308.3453750005,0.9834873119990031,0.00711337711507352,1.3762217164039612,0.3738216105244718
12,bulyan,6,,0.5682560573309755,0.998914897441864,79.57243643029179,12.281177202860514,0.11590417002299438,5.242290993919596,9253.118916996755,0.9843873937924703,0.010628021556990278,1.3163824677467346,0.5085757335980339
13,bulyan,6,,0.34035473109724057,0.9996185302734375,79.6498781536188,12.363592306772867,0.02700813014964623,5.362458003219217,9323.642125003971,0.9924467444419861,0.0012142209945696183,0.97647691766421,0.09799919735018325
14,bulyan,6,,0.4080066843500012,0.9994668364524841,80.057690531506,12.540574391682943,0.04209710306287638,6.46708402200602,9382.686291995924,0.9913295984268189,0.0027469008601000394,1.0479344725608826,0.20308683598016422
15,bulyan,6,,0.39255595871159454,0.999514639377594,80.0321134485723,12.645229657491049,0.035408129269572174,6.518625013995916,9370.027249999112,0.9910026073455811,0.0021118736247270615,1.084537386894226,0.15697802687317755
