condition,agg1,agg2,mean1,mean2,mean_diff,p_value,cohens_d,effect_size,significant
"alpha=1.0, adv_pct=0",fedavg,krum,0.7262565759955047,0.7056808725331096,0.020575703462395123,0.027129075414610022,0.7998901330825184,medium,True
"alpha=1.0, adv_pct=0",fedavg,bulyan,0.7262565759955047,0.7230898520574115,0.003166723938093252,0.6583061918523555,0.16322515059852075,negligible,False
"alpha=1.0, adv_pct=0",fedavg,median,0.7262565759955047,0.7137337046462605,0.012522871349244236,0.02158788221426333,0.8886096871021879,large,True
"alpha=1.0, adv_pct=0",krum,bulyan,0.7056808725331096,0.7230898520574115,-0.01740897952430187,0.08816945241913984,-0.6074876054090893,medium,False
"alpha=1.0, adv_pct=0",krum,median,0.7056808725331096,0.7137337046462605,-0.008052832113150887,0.372932928769816,-0.3121174565943579,small,False
"alpha=1.0, adv_pct=0",bulyan,median,0.7230898520574115,0.7137337046462605,0.009356147411150983,0.19991956928053256,0.4793553025383818,small,False
