round,agg_method,n_clients,byzantine_f,l2_to_benign_mean,cos_to_benign_mean,coord_median_agree_pct,update_norm_mean,update_norm_std,t_aggregate_ms,t_round_ms,pairwise_cosine_mean,pairwise_cosine_std,l2_dispersion_mean,l2_dispersion_std
1,fedavg,6,,1.142477353249334,0.9894523620605469,0.0,8.326030651728312,0.3400693118461455,0.11700000322889537,48404.251040992676,0.8481780489285787,0.04745366185923676,2.9479133685429892,0.5372001693348899
2,fedavg,6,,0.706265441606183,0.9973868131637573,0.0,9.948480129241943,0.14537200280816684,0.09595800656825304,1211.0058329999447,0.957598869005839,0.012837759116969645,1.8544237812360127,0.2839249708627684
3,fedavg,6,,0.5514471937289883,0.9986761212348938,0.0,10.84383742014567,0.11666555278085769,0.09041700104717165,613.9530410000589,0.9725932677586874,0.004656581628067309,1.6366422176361084,0.14024213628457796
4,fedavg,6,,0.5370587995678757,0.9988816380500793,0.0,11.476620515187582,0.08926037172133494,0.10558300709817559,743.9831250085263,0.9750710447629293,0.004510137381446553,1.6468943357467651,0.18394651551143942
5,fedavg,6,,0.4878749508538509,0.999173104763031,0.0,12.06323512395223,0.062033730434946636,0.09033300739247352,713.3624160051113,0.9784261345863342,0.0028616307226318294,1.614039162794749,0.1258012059791633
6,fedavg,6,,0.5002954525891031,0.9991906881332397,0.0,12.520516395568848,0.05171952547367744,0.09420799324288964,1349.688917005551,0.9817987044652303,0.002662631983170578,1.538320541381836,0.12178723026681673
7,fedavg,6,,0.5773918341879861,0.9990005493164062,0.0,12.97314977645874,0.08248010869858578,0.10270799975842237,903.5812920046737,0.9812008460362752,0.004299884001425847,1.612418532371521,0.2159063473325025
8,fedavg,6,,0.5098427852660588,0.9992665648460388,0.0,13.416566054026285,0.06547366798562608,0.0932080001803115,662.8169159957906,0.9812085747718811,0.001740748868096035,1.6782288551330566,0.08075178701389348
9,fedavg,6,,0.527393216444501,0.9992597699165344,0.0,13.801609516143799,0.09397574241158586,0.09891600348055363,976.4456659904681,0.9820212125778198,0.0019455660098683905,1.68975563844045,0.09111289961999339
10,fedavg,6,,0.536322726923546,0.9992706179618835,0.0,14.109523137410482,0.05581412791401539,0.09299999510403723,1015.2195830014534,0.9851598739624023,0.0028503754738753635,1.5612178842226665,0.17054920566287865
11,fedavg,6,,0.5131911652421135,0.9993693828582764,0.0,14.515538533528646,0.052310667686750405,0.08770800195634365,652.0071249979082,0.9851647019386292,0.0019615618113114686,1.610006074110667,0.1278053863623807
12,fedavg,6,,0.5149346412332417,0.9993950724601746,0.0,14.884426434834799,0.04300908012871629,0.09808399772737175,608.1633750000037,0.9856448173522949,0.002552601476731792,1.619129518667857,0.17735127407294826
13,fedavg,6,,0.5123073779711572,0.9994305372238159,0.0,15.18899933497111,0.06920416417257268,0.08445800631307065,566.6800000035437,0.9861824830373128,0.002215024763935968,1.6232816775639851,0.16525834996367328
14,fedavg,6,,0.4693242548417419,0.9995394349098206,0.0,15.539822896321615,0.06832240833480774,0.0940409954637289,621.6520000016317,0.9876098910967509,0.0016406791722565215,1.5754284262657166,0.12655293280892269
15,fedavg,6,,0.5852499950284767,0.9993099570274353,0.0,15.843672116597494,0.054816134529926036,0.09066599886864424,563.7823750003008,0.9864913860956828,0.003353031792108951,1.6636885404586792,0.24930055588289507
16,fedavg,6,,0.5253620986391081,0.999464213848114,0.0,16.132300694783527,0.06818349197111827,0.09458299609832466,914.5433749945369,0.9874325633049011,0.0021670915271382496,1.6449382106463115,0.1589978911686257
17,fedavg,6,,0.46251908708496453,0.9995996356010437,0.0,16.413014094034832,0.018204476594644435,0.09566699736751616,757.775624995702,0.990235710144043,0.0014082842703316847,1.4747014840443928,0.1322090858143314
18,fedavg,6,,0.4905374811007078,0.9995649456977844,0.0,16.685415267944336,0.05480244035664514,0.1359169982606545,1245.4953330015996,0.9881808241208394,0.0018343096837195086,1.6491750876108806,0.1600009663595839
19,fedavg,6,,0.5086683521499745,0.9995471835136414,0.0,16.976730346679688,0.027872816322621986,0.09545899229124188,917.4275419936748,0.9887015620867411,0.0015936695174885813,1.6419201890627544,0.1360849820003574
20,fedavg,6,,0.4983664464418962,0.9995805025100708,0.0,17.268676439921062,0.05029790105069479,0.0923750048968941,697.5094160006847,0.990310804049174,0.0013670710335093568,1.547153373559316,0.124959504299036
1,fedavg,6,,1.1424773675149513,0.9894524216651917,0.0,8.326030651728312,0.3400693118461455,0.11595799878705293,5123.90208299621,0.8481780489285787,0.04745366185923676,2.947913328806559,0.5372002055561776
2,fedavg,6,,0.7062654592844415,0.9973868131637573,0.0,9.948480288187662,0.14537186153911802,0.09949998639058322,1114.3610409926623,0.9575988372166951,0.012837766658769022,1.8544238011042278,0.28392495806927914
3,fedavg,6,,0.5514472086649314,0.9986762404441833,0.0,10.843837261199951,0.11666576069325459,0.12358400272205472,873.8344590092311,0.9725932955741883,0.00465658859621459,1.636642595132192,0.14024175704369327
4,fedavg,6,,0.5376475800491884,0.9988791942596436,0.0,11.476319471995035,0.08952540243386778,0.09529100498184562,949.9980419932399,0.9750476797421773,0.004529397496969059,1.6475780606269836,0.1845220687716875
5,fedavg,6,,0.4822373633393775,0.9991915225982666,0.0,12.060665130615234,0.06425374897687051,0.1067080011125654,785.4902920080349,0.9786299268404642,0.002901125977242273,1.6059377988179524,0.12879595218918322
6,fedavg,6,,0.4894923072444848,0.9992255568504333,0.0,12.52074909210205,0.046036676961149714,0.09612500434741378,703.7734159966931,0.9821855107943217,0.0023597630221708077,1.522961417833964,0.1030457130463883
7,fedavg,6,,0.5744599496488112,0.9990105628967285,0.0,12.969923337300619,0.0920397779468928,0.09879100252874196,717.3104169924045,0.9814170797665914,0.004201744533155586,1.6036999225616455,0.21148400710801044
8,fedavg,6,,0.49899235976694406,0.9993014931678772,0.0,13.439206759134928,0.06912877976496809,0.09349999891128391,726.1855420074426,0.9817646185557047,0.0014607051269019532,1.6568663120269775,0.06540784671827503
9,fedavg,6,,0.5239569512189383,0.9992733597755432,0.0,13.836003939310709,0.08447257506100336,0.08787499973550439,781.4752499980386,0.9823406418164571,0.0019419574254323647,1.677642822265625,0.10527639169480237
10,fedavg,6,,0.5408504734087852,0.9992616772651672,0.0,14.14290714263916,0.06528030454127594,0.08966699533630162,731.2972910003737,0.9845624764760336,0.00276034545903831,1.597758134206136,0.1623542615669
11,fedavg,6,,0.4995323701963566,0.9994060397148132,0.0,14.548816204071045,0.057822536328965606,0.094292001449503,751.224125007866,0.9854595343271891,0.0014948419523972132,1.600295066833496,0.08793825415031299
12,fedavg,6,,0.5210971542652726,0.9993842244148254,0.0,14.906829833984375,0.062464671277453546,0.09533300180919468,668.0069580033887,0.9863579710324605,0.0029300467998785475,1.5773230989774067,0.209479648102865
13,fedavg,6,,0.5127968862369765,0.9994313716888428,0.0,15.241184075673422,0.05215420553763473,0.09241700172424316,800.8144999912474,0.9863707979520162,0.002108446207616692,1.6179649829864502,0.15420359179957704
14,fedavg,6,,0.47704764067886013,0.9995256066322327,0.0,15.564388434092203,0.05738497789096604,0.09720900561660528,694.9980829958804,0.9875820318857829,0.00139275092057377,1.580919881661733,0.10184635432374292
15,fedavg,6,,0.5482835631433519,0.9993962049484253,0.0,15.864656130472818,0.04640825638703061,0.08841700037010014,754.7324999904959,0.9868015249570211,0.002630315070771588,1.6524736682573955,0.20129429163091664
16,fedavg,6,,0.520540185761665,0.9994763731956482,0.0,16.17340660095215,0.06914519923437182,0.09104199125431478,596.7046660080086,0.9877076307932536,0.0018659172975436192,1.6328170696894329,0.13789864537031044
17,fedavg,6,,0.502734259428572,0.999528706073761,0.0,16.443323135375977,0.014916979102437493,0.09295799827668816,994.0670000069076,0.9899274508158366,0.0019995268687507364,1.4958253304163616,0.180001883402259
18,fedavg,6,,0.5383652526366884,0.9994779825210571,0.0,16.739748001098633,0.04593661637530285,0.10104199463967234,970.6855840049684,0.9874926090240479,0.002041837241447863,1.7010729511578877,0.17263264349849244
19,fedavg,6,,0.5080440656365105,0.9995513558387756,0.0,17.029773712158203,0.039029789788595885,0.09645899990573525,1276.0885839961702,0.9890685598055522,0.001599402660602014,1.6198212107022603,0.14209244181588154
20,fedavg,6,,0.502112488668175,0.9995763897895813,0.0,17.309353192647297,0.043479371465075294,0.09370900806970894,946.8969169975026,0.9910332043965657,0.0014906150942266847,1.4906416336695354,0.13365344765302123
