client_id,round,dataset_size,n_classes,loss_before,acc_before,loss_after,acc_after,macro_f1_before,macro_f1_after,macro_f1_argmax,benign_fpr_argmax,f1_per_class_after,fpr_after,pr_auc_after,threshold_tau,f1_bin_tau,benign_fpr_bin_tau,tau_bin,seed,weight_norm_before,weight_norm_after,weight_update_norm,grad_norm_l2,t_fit_ms,epochs_completed,lr,batch_size
5,1,1000,2,0.035098893858958036,0.985,0.02169667830457911,0.99,0.9849996249906248,0.99,0.99,0.010000000000000009,"{""0"": 0.01, ""1"": 0.99}",0.05,0.9996087378640777,0.016993343830108643,0.975609756097561,0.05,0.016993343830108643,,7.666492221620015,7.789187496513381,0.0,0.0,2305.6951649999746,1,0.01,64
5,2,1000,2,0.02088234352413565,0.99,0.021299405809259042,0.995,0.99,0.9949998749968749,0.9949998749968749,0.0,"{""0"": 0.0, ""1"": 0.9949748743718593}",0.02,0.9998039215686274,0.21318590641021729,0.9850746268656716,0.02,0.21318590641021729,,7.784815131215745,8.376048697972347,0.0,0.0,95.75341699996898,1,0.01,64
5,3,1000,2,0.01905956628615968,0.995,0.017005222149919064,0.99,0.9949998749968749,0.99,0.99,0.010000000000000009,"{""0"": 0.01, ""1"": 0.99}",0.02,0.9999009900990099,0.45357173681259155,0.9900990099009901,0.02,0.45357173681259155,,8.301041041740602,9.013331600964923,0.0,0.0,201.83104099999127,1,0.01,64
5,4,1000,2,0.015635291459318523,0.99,0.02813137503105878,0.995,0.99,0.9949998749968749,0.9949998749968749,0.010000000000000009,"{""0"": 0.009950248756218905, ""1"": 0.9950248756218906}",0.03,0.9998009900990099,0.0014072060585021973,0.9852216748768473,0.03,0.0014072060585021973,,8.93134153488549,9.456720235136839,0.0,0.0,483.99949200000947,1,0.01,64
5,5,1000,2,0.019874151795995942,0.995,0.04382653660923097,0.99,0.9949998749968749,0.9899989998999901,0.9899989998999901,0.0,"{""0"": 0.0, ""1"": 0.98989898989899}",0.02,0.9998009900990099,0.0010273456573486328,0.9900990099009901,0.02,0.0010273456573486328,,9.416002871946455,10.042783684288425,0.0,0.0,154.12770000000364,1,0.01,64
5,6,1000,2,0.04133640846657727,0.99,0.060624223157560664,0.985,0.9899989998999901,0.9849996249906248,0.9849996249906248,0.010000000000000009,"{""0"": 0.010050251256281407, ""1"": 0.9849246231155779}",0.02,0.9997039215686274,0.0015718936920166016,0.9850746268656716,0.02,0.0015718936920166016,,9.961602915248278,10.466326479121259,0.0,0.0,187.84172099998386,1,0.01,64
5,7,1000,2,0.05113843816761232,0.985,0.02042139425248002,0.995,0.9849996249906248,0.9949998749968749,0.9949998749968749,0.0,"{""0"": 0.0, ""1"": 0.9949748743718593}",0.01,0.9999009900990099,0.3970333933830261,0.99,0.01,0.3970333933830261,,10.460044586360734,10.934470803197337,0.0,0.0,195.27564800000619,1,0.01,64
5,8,1000,2,0.01938732631606399,0.995,0.013209703596658073,0.995,0.9949998749968749,0.9949998749968749,0.9949998749968749,0.0,"{""0"": 0.0, ""1"": 0.9949748743718593}",0.02,0.9999009900990099,0.054810285568237305,0.9900990099009901,0.02,0.054810285568237305,,10.98726466963891,11.239410743191652,0.0,0.0,137.6730619999762,1,0.01,64
5,9,1000,2,0.018532582282205112,0.99,0.047078384746328084,0.985,0.9899989998999901,0.9849996249906248,0.9849996249906248,0.010000000000000009,"{""0"": 0.010050251256281407, ""1"": 0.9849246231155779}",1.0,0.9998009900990099,0.0,0.6666666666666666,1.0,0.0,,11.234982781904339,11.70375641436046,0.0,0.0,325.53314699998737,1,0.01,64
5,10,1000,2,0.04235515098389442,0.985,0.07828725528270297,0.99,0.9849996249906248,0.9899989998999901,0.9899989998999901,0.0,"{""0"": 0.0, ""1"": 0.98989898989899}",0.02,0.9949,0.00046122074127197266,0.9850746268656716,0.02,0.00046122074127197266,,11.62713058905119,11.77990083335252,0.0,0.0,188.44216700000516,1,0.01,64
