client_id,round,dataset_size,n_classes,loss_before,acc_before,loss_after,acc_after,weight_norm_before,weight_norm_after,weight_update_norm,t_fit_ms,epochs_completed,lr,batch_size
0,1,4847,2,0.688431654125452,0.5195876288659794,0.5043047405779362,0.8855670103092783,5.742919168114253,5.760310288603035,0.33363092588602083,1218.7506249902071,1,0.01,64
0,2,4847,2,0.5349268913269043,0.8855670103092783,0.42240727320313454,0.8855670103092783,5.755837682185411,5.784471721190878,0.26090571781815486,156.4134170039324,1,0.01,64
0,3,4847,2,0.44323247484862804,0.8855670103092783,0.37227501161396503,0.8855670103092783,5.777868240618232,5.809096387088862,0.20786256347344717,156.58283399534412,1,0.01,64
0,4,4847,2,0.3866710066795349,0.8855670103092783,0.3409014753997326,0.8855670103092783,5.801580200661457,5.831085546792321,0.1669888705208603,141.1812500009546,1,0.01,64
0,5,4847,2,0.35109641402959824,0.8855670103092783,0.32026647962629795,0.8855670103092783,5.823283946226462,5.849669002426477,0.1362509252800195,142.85208299406804,1,0.01,64
0,1,4847,2,0.688431654125452,0.5195876288659794,0.010960247719594918,0.9948453608247423,5.742919168114253,11.816992983792728,10.231348806350539,1343.9358750038082,1,0.01,64
0,2,4847,2,0.007085205957992002,0.9989690721649485,0.004713449152404792,0.9979381443298969,10.432050966863969,14.59441764200857,6.61166124348532,191.0368329990888,1,0.01,64
0,3,4847,2,0.008168044379999628,0.9958762886597938,0.026489780691690612,0.9958762886597938,13.824331420138561,16.94631511950244,5.772310776519873,218.12833299918566,1,0.01,64
0,4,4847,2,0.034942483542181435,0.9969072164948454,1.6496513131070145e-05,1.0,16.382430640851616,18.741552863322177,5.485695899465862,170.79495899088215,1,0.01,64
0,5,4847,2,0.0002501813295765487,1.0,0.042270769222048525,0.9979381443298969,18.305358482042728,19.787778322123433,4.209403885216663,210.27537500776816,1,0.01,64
