round,agg_method,n_clients,byzantine_f,l2_to_benign_mean,cos_to_benign_mean,coord_median_agree_pct,update_norm_mean,update_norm_std,t_aggregate_ms,t_round_ms
1,fedavg,2,,0.14558620834192654,0.9996803998947144,21.695811305408704,5.752334833145142,0.007975339889526367,0.06741700053680688,8499.632792008924
2,fedavg,2,,0.12707468618131548,0.9997602105140686,24.06127151958791,5.767996549606323,0.016475439071655273,0.06683399260509759,238.25224999745842
3,fedavg,2,,0.11397094712262237,0.999809980392456,24.38660702182459,5.788660764694214,0.020435571670532227,0.053459007176570594,230.20725000242237
4,fedavg,2,,0.10468858330047362,0.9998418688774109,23.73593601735123,5.809084177017212,0.022001981735229492,0.054917007219046354,218.61829100816976
5,fedavg,2,,0.09547352725786808,0.9998696446418762,23.59360173512268,5.828174114227295,0.02149486541748047,0.04562499816529453,217.8798340028152
1,fedavg,2,,4.106886763209884,0.9340366721153259,13.684424562830419,9.765705585479736,2.0512871742248535,0.0816670071799308,5756.986250009504
2,fedavg,2,,2.5629195079226514,0.9874062538146973,18.896570421580588,12.723485946655273,1.870931625366211,0.05400000372901559,294.5326670014765
3,fedavg,2,,2.1233532990569257,0.9935050010681152,20.47580317202115,15.497988224029541,1.4483275413513184,0.04020800406578928,347.29279098974075
4,fedavg,2,,2.042950837009088,0.9945815205574036,19.879354751253896,17.679606437683105,1.061945915222168,0.03545799700077623,254.76324999181088
5,fedavg,2,,1.5822768141462447,0.996972382068634,27.32818218788125,19.14723300933838,0.6405458450317383,0.03879099676851183,296.2687920080498
1,fedavg,2,,0.0,1.0,100.0,7.329768657684326,0.0,0.07391600229311734,2987.2694999939995,1.0,0.0,0.0,0.0
2,fedavg,2,,0.0,0.9999999403953552,100.0,7.23741340637207,0.0,0.03358299727551639,75.45320800272748,0.9999999403953552,0.0,0.0,0.0
1,fedavg,2,,0.0,1.0,100.0,7.329768657684326,0.0,0.07729200297035277,864.9602499936009,1.0,0.0,0.0,0.0
2,fedavg,2,,0.0,0.9999999403953552,100.0,7.23741340637207,0.0,0.03174999437760562,70.41666700388305,0.9999999403953552,0.0,0.0,0.0
1,fedavg,2,,0.0,1.0,100.0,7.329768657684326,0.0,0.06125000072643161,881.4873329974944,1.0,0.0,0.0,0.0
2,fedavg,2,,0.0,0.9999999403953552,100.0,7.23741340637207,0.0,0.03320799442008138,66.99666600616183,0.9999999403953552,0.0,0.0,0.0
1,fedavg,2,,0.0,1.0,100.0,7.329768657684326,0.0,0.07137500506360084,861.2598750041798,1.0,0.0,0.0,0.0
2,fedavg,2,,0.0,0.9999999403953552,100.0,7.23741340637207,0.0,0.04199999966658652,76.88424999651033,0.9999999403953552,0.0,0.0,0.0
1,fedavg,2,,0.0,1.0000001192092896,100.0,8.240403175354004,0.0,0.06637499609496444,80546.46024999965,1.0000001192092896,0.0,0.0,0.0
2,fedavg,2,,0.0,0.9999998807907104,100.0,8.410237312316895,0.0,0.04979099321644753,148.80066699697636,0.9999998807907104,0.0,0.0,0.0
1,fedavg,2,,0.0,1.0,100.0,7.329769611358643,0.0,0.05891600449103862,930.9967080043862,1.0,0.0,0.0,0.0
2,fedavg,2,,0.0,1.0,100.0,7.23741340637207,0.0,0.0490829988848418,106.56875000859145,1.0,0.0,0.0,0.0
1,fedavg,2,,0.0,1.0,100.0,7.329769611358643,0.0,0.06500000017695129,889.5999579981435,1.0,0.0,0.0,0.0
