client_id,round,dataset_size,n_classes,loss_before,acc_before,loss_after,acc_after,weight_norm_before,weight_norm_after,weight_update_norm,t_fit_ms,epochs_completed,lr,batch_size
0,1,1986,2,0.6836022564343044,0.592964824120603,10.317929812840053,0.010050251256281407,5.742919168114253,9.070294558624806,6.867558462101668,1175.4555419993267,1,0.01,64
0,2,1986,2,4.499720505305699,0.13819095477386933,10.163560322352819,0.005025125628140704,7.334639988788381,9.753034517200946,5.005227841239134,105.30345799998031,1,0.01,64
0,3,1986,2,0.35315872515950886,0.8341708542713567,4.036567858287266,0.14824120603015076,8.296975533456436,9.96485642402827,7.049692457343856,98.41941599916026,1,0.01,64
0,4,1986,2,0.4869654136044638,0.7688442211055276,4.591188430786133,0.14321608040201006,9.55132351878525,11.095405026678446,6.508180345536683,90.65970799929346,1,0.01,64
0,5,1986,2,0.05828097090125084,0.9798994974874372,4.116474526269095,0.0,10.781745212694885,12.640103964211118,7.201253559703556,94.40237499984505,1,0.01,64
0,6,1986,2,0.42028974635260447,0.8291457286432161,6.25274201801845,0.005025125628140704,12.058696073228342,13.778409772795149,6.67203664332591,106.00270900067699,1,0.01,64
0,7,1986,2,0.03352264383076025,0.9949748743718593,6.375069413866315,0.01256281407035176,13.30462732598254,14.513505608996576,7.224373648980441,104.36266699980479,1,0.01,64
0,8,1986,2,0.3365731132881982,0.9095477386934674,7.701034205300467,0.010050251256281407,14.463192954499899,15.676730885509581,6.267613952471314,87.41949999966891,1,0.01,64
0,9,1986,2,0.008114307827781886,0.9974874371859297,9.98719528743199,0.002512562814070352,15.93750286219141,17.066798010721715,7.514549036093591,100.3120420009509,1,0.01,64
0,10,1986,2,0.2657350227236748,0.9195979899497487,7.215979031154087,0.002512562814070352,17.164914230272124,18.03804834727578,6.668687010765227,81.51904199985438,1,0.01,64
