round,agg_method,n_clients,byzantine_f,l2_to_benign_mean,cos_to_benign_mean,coord_median_agree_pct,update_norm_mean,update_norm_std,t_aggregate_ms,t_round_ms,pairwise_cosine_mean,pairwise_cosine_std,l2_dispersion_mean,l2_dispersion_std
1,median,11,,0.66532195949532,0.994638979434967,100.0,6.923145987770774,0.2752366361076251,2.295791986398399,3443.922458012821,0.8486467144706032,0.047384348188393204,2.545483415777033,0.447934308361321
2,median,11,,0.33457696807137355,0.9988327026367188,100.0,7.058948776938698,0.18617717011221874,2.1755830093752593,1332.9805829853285,0.9581596006046642,0.020804595087196124,1.3259400996294888,0.42198985594556004
3,median,11,,0.3086144877113639,0.9990866780281067,100.0,7.302727179093794,0.17109833887394363,1.9777920097112656,1372.447874979116,0.9696950370615179,0.014512158978069135,1.1686015020717273,0.3847020725944554
4,median,11,,0.3433221040553989,0.998925507068634,100.0,7.483271945606578,0.18887825174402048,2.0345000084489584,1367.4874999851454,0.9723025647076693,0.012342248786068067,1.151920275254683,0.3698896891693718
5,median,11,,0.33288005075863036,0.999051570892334,100.0,7.541855595328591,0.15511687174177008,2.0307499798946083,1318.7973749882076,0.9814000324769454,0.012729996238703504,0.8960785567760468,0.44672111062746406
6,median,11,,0.2505577946423732,0.9994493126869202,100.0,7.520567200400612,0.1689921672911304,1.9622909894678742,1356.0915410052985,0.9872242255644365,0.01629232975391915,0.6682189161127264,0.5125872776736724
7,median,11,,0.23670137469297148,0.9995089173316956,100.0,7.538266442038796,0.08785186446260722,1.9054579897783697,1371.4835830032825,0.9887973742051558,0.007536582775017492,0.6877662241458893,0.3433662501742856
8,median,11,,0.4172007590858682,0.9985407590866089,100.0,7.688657457178289,0.22200686023948393,1.935375010361895,1360.2297909965273,0.9734431245110252,0.02257127406273637,1.0524388931014321,0.6418397389627906
9,median,11,,0.38125351604836566,0.9988401532173157,100.0,7.721655975688588,0.2694886977387947,1.9064169900957495,1394.1601249971427,0.9781522089784795,0.022498533610913623,0.927925088188865,0.6711241902730676
10,median,11,,0.3194235057700665,0.9991694092750549,100.0,7.704570683566007,0.2060444607109024,1.9572500023059547,1723.5190419887658,0.9844191280278293,0.014728417984649746,0.7912615862759677,0.5320373141587554
11,median,11,,0.363529366229385,0.9988782405853271,100.0,7.741218653592196,0.197835873335676,2.0116670057177544,1533.0562080198433,0.9759126619859175,0.02179592966744387,1.0095246054909446,0.6072564884150572
12,median,11,,0.37239968042910426,0.998881459236145,100.0,7.851840756156228,0.18182864753414518,1.8290000152774155,1681.4198750071228,0.9777202086015181,0.0131351321190509,1.0404964929277247,0.4689832240494405
13,median,11,,0.14833911907209424,0.9998190402984619,100.0,7.748739849437367,0.04079461192099751,1.8183749925810844,1317.8645000152756,0.9958315849304199,0.003274246510861436,0.4148331894115968,0.24026179866433542
14,median,11,,0.377119653723789,0.9988719820976257,100.0,7.886975548484108,0.32104473112838544,1.7173749802168459,1284.6995829895604,0.9793578613888133,0.030524924225640748,0.8671293177387931,0.781362886930338
15,median,11,,0.3611233695123045,0.9989509582519531,100.0,7.876550934531472,0.37938514677508334,1.8020000134129077,1310.6463750009425,0.9808979988098144,0.03774081594560761,0.7233120609413494,0.9126139290455454
16,median,11,,0.3381777298978061,0.9991034269332886,100.0,7.8827478235418145,0.26125183412285985,1.7694999987725168,1398.9152499998454,0.9836885268037969,0.02203937279379253,0.7318739999424327,0.7124177775151481
17,median,11,,0.24457031104910623,0.9995259046554565,100.0,7.837064612995494,0.16060145613424204,1.8587080121506006,1366.589124983875,0.9902516202493148,0.014897843358775576,0.551714227958159,0.5366934084098808
18,median,11,,0.21717207797809165,0.9996267557144165,100.0,7.827221090143377,0.15093068411166619,1.873917004559189,1396.6957090015057,0.992200645533475,0.013336534256635424,0.4804360853000121,0.49406985493550315
19,median,11,,0.2103594781169986,0.9996514916419983,100.0,7.836939898404208,0.13659499610086295,1.7314169963356107,1362.6465419947635,0.9917693138122559,0.011203874165943758,0.5277583246881311,0.46229889959283194
20,median,11,,0.22429992930409356,0.9996082782745361,100.0,7.84774602543224,0.18834149521328286,1.826708990847692,1350.8405000029597,0.9918502655896273,0.013463625243144694,0.4994934607635845,0.5157992635962134
