client_id,round,dataset_size,n_classes,loss_before,acc_before,loss_after,acc_after,macro_f1_before,macro_f1_after,macro_f1_argmax,benign_fpr_argmax,f1_per_class_after,fpr_after,pr_auc_after,threshold_tau,f1_bin_tau,benign_fpr_bin_tau,tau_bin,seed,weight_norm_before,weight_norm_after,weight_update_norm,grad_norm_l2,t_fit_ms,epochs_completed,lr,batch_size
4,1,15,2,0.7720143795013428,0.0,0.581151008605957,1.0,0.0,1.0,1.0,,"{""0"": 0.0, ""1"": 1.0}",0.0,1.0,0.5805703997612,0.8,0.0,0.5805703997612,,5.8209539333624445,5.826105344087473,0.0,0.0,1065.4040480000049,1,0.01,64
4,2,15,2,0.2241542935371399,1.0,0.08292098343372345,1.0,1.0,1.0,1.0,,"{""0"": 0.0, ""1"": 1.0}",0.0,1.0,0.7968380451202393,1.0,0.0,0.7968380451202393,,6.186726249616094,6.2048131806938365,0.0,0.0,111.21975800000428,1,0.01,64
4,3,15,2,0.02805429697036743,1.0,0.006920517887920141,1.0,1.0,1.0,1.0,,"{""0"": 0.0, ""1"": 1.0}",0.0,1.0,0.9818011522293091,1.0,0.0,0.9818011522293091,,6.472972245753302,6.503419399941541,0.0,0.0,121.57160300000669,1,0.01,64
4,4,15,2,0.01232874859124422,1.0,0.002003390807658434,1.0,1.0,1.0,1.0,,"{""0"": 0.0, ""1"": 1.0}",0.0,1.0,0.9994087815284729,0.8,0.0,0.9994087815284729,,6.657250424879926,6.692040231337024,0.0,0.0,9.601188999994292,1,0.01,64
4,5,15,2,0.004093341529369354,1.0,0.0007925249519757926,1.0,1.0,1.0,1.0,,"{""0"": 0.0, ""1"": 1.0}",0.0,1.0,0.9999198913574219,0.5,0.0,0.9999198913574219,,6.746732984119805,6.785148355965862,0.0,0.0,84.95592899998883,1,0.01,64
4,6,15,2,0.0020226503256708384,1.0,0.0004417808959260583,1.0,1.0,1.0,1.0,,"{""0"": 0.0, ""1"": 1.0}",0.0,1.0,0.9999706745147705,0.5,0.0,0.9999706745147705,,6.8520290429050394,6.891537931304453,0.0,0.0,17.80551799998875,1,0.01,64
4,7,15,2,0.001173917786218226,1.0,0.0002218249865109101,1.0,1.0,1.0,1.0,,"{""0"": 0.0, ""1"": 1.0}",0.0,1.0,0.999986469745636,0.5,0.0,0.999986469745636,,6.914035608487178,6.970067625077739,0.0,0.0,117.33750100000861,1,0.01,64
4,8,15,2,0.0007739927968941629,1.0,0.0001419122127117589,1.0,1.0,1.0,1.0,,"{""0"": 0.0, ""1"": 1.0}",0.0,1.0,0.9996033906936646,1.0,0.0,0.9996033906936646,,6.945757287397119,7.026733245751529,0.0,0.0,23.84909699998161,1,0.01,64
4,9,15,2,0.0004630794283002615,1.0,7.700154674239457e-05,1.0,1.0,1.0,1.0,,"{""0"": 0.0, ""1"": 1.0}",0.0,1.0,0.999987006187439,0.8,0.0,0.999987006187439,,7.004353513228579,7.054447652112794,0.0,0.0,39.52840700000593,1,0.01,64
4,10,15,2,0.00042043262510560453,1.0,6.965162901906297e-05,1.0,1.0,1.0,1.0,,"{""0"": 0.0, ""1"": 1.0}",0.0,1.0,0.9998054504394531,1.0,0.0,0.9998054504394531,,7.024506782419378,7.0766846294397086,0.0,0.0,8.526950000003808,1,0.01,64
