client_id,round,dataset_size,n_classes,loss_before,acc_before,loss_after,acc_after,macro_f1_before,macro_f1_after,macro_f1_argmax,benign_fpr_argmax,f1_per_class_after,fpr_after,pr_auc_after,threshold_tau,f1_bin_tau,benign_fpr_bin_tau,tau_bin,seed,weight_norm_before,weight_norm_after,weight_update_norm,grad_norm_l2,t_fit_ms,epochs_completed,lr,batch_size
0,1,3535,2,0.7371180852254232,0.20084865629420084,0.1462198986361424,0.9745403111739745,0.16725559481743227,0.9617341415890885,0.9617341415890885,0.014084507042253502,"{""0"": 0.005772005772005772, ""1"": 0.9838709677419355}",0.06338028169014084,0.9994722886966836,0.22801899909973145,0.9912126537785588,0.06338028169014084,0.22801899909973145,,5.8209539333624445,6.3000818906203655,0.0,0.0,1126.7355020000025,1,0.01,64
0,2,3535,2,0.2984955534338951,0.8585572842998586,0.03466595569625497,0.9985855728429985,0.8212479773462784,0.9978027442388078,0.9978027442388078,0.0,"{""0"": 0.0, ""1"": 0.9991142604074402}",0.014084507042253521,0.9999937569259103,0.3904517889022827,0.9973474801061007,0.014084507042253521,0.3904517889022827,,6.186726249616094,6.492050367701928,0.0,0.0,208.3188249999921,1,0.01,64
0,3,3535,2,0.05945731668422619,0.9929278642149929,0.05211603168087701,0.9929278642149929,0.9891272587466359,0.9891272587466359,0.9891272587466359,0.0,"{""0"": 0.0, ""1"": 0.9955555555555555}",0.04929577464788732,0.9993129760335921,0.01763850450515747,0.9920704845814978,0.04929577464788732,0.01763850450515747,,6.472972245753302,6.676473128021701,0.0,0.0,222.28228700001296,1,0.01,64
0,4,3535,2,0.038829991671567164,0.9957567185289957,0.015690670096470665,0.9957567185289957,0.9934425519942865,0.9934082327164235,0.9934082327164235,0.007042253521126751,"{""0"": 0.0028328611898017, ""1"": 0.9973427812223207}",0.028169014084507043,0.9999812596306357,0.04012805223464966,0.9964726631393298,0.028169014084507043,0.04012805223464966,,6.657250424879926,6.777615813805185,0.0,0.0,173.1248570000048,1,0.01,64
0,5,3535,2,0.009312030316020051,1.0,0.0070261833995270235,1.0,1.0,1.0,1.0,0.0,"{""0"": 0.0, ""1"": 1.0}",0.007042253521126761,1.0,0.04336845874786377,0.9991158267020336,0.007042253521126761,0.04336845874786377,,6.746732984119805,6.844407088707248,0.0,0.0,209.98275699997748,1,0.01,64
0,6,3535,2,0.005545996051902573,1.0,0.003272657995694317,1.0,1.0,1.0,1.0,0.0,"{""0"": 0.0, ""1"": 1.0}",0.04225352112676056,1.0,0.004453420639038086,0.9947183098591549,0.04225352112676056,0.004453420639038086,,6.8520290429050394,6.908112796325555,0.0,0.0,187.67756200000463,1,0.01,64
0,7,3535,2,0.003098453914086955,1.0,0.0023566703845669204,1.0,1.0,1.0,1.0,0.0,"{""0"": 0.0, ""1"": 1.0}",0.007042253521126761,1.0,0.05653029680252075,0.9991158267020336,0.007042253521126761,0.05653029680252075,,6.914035608487178,6.94897841777214,0.0,0.0,227.39479200001256,1,0.01,64
0,8,3535,2,0.002519588107437206,1.0,0.0012754511044477113,1.0,1.0,1.0,1.0,0.0,"{""0"": 0.0, ""1"": 1.0}",0.007042253521126761,1.0,0.07083934545516968,0.9991158267020336,0.007042253521126761,0.07083934545516968,,6.945757287397119,6.997466155606121,0.0,0.0,113.70244500000126,1,0.01,64
0,9,3535,2,0.0014652404812901902,1.0,0.001131560347857885,1.0,1.0,1.0,1.0,0.0,"{""0"": 0.0, ""1"": 1.0}",0.02112676056338028,1.0,0.004841268062591553,0.9973521624007061,0.02112676056338028,0.004841268062591553,,7.004353513228579,7.036569153745755,0.0,0.0,136.78923099999452,1,0.01,64
0,10,3535,2,0.0014386573481412295,1.0,0.0011607950073084794,1.0,1.0,1.0,1.0,0.0,"{""0"": 0.0, ""1"": 1.0}",0.014084507042253521,1.0,0.012422919273376465,0.9982332155477032,0.014084507042253521,0.012422919273376465,,7.024506782419378,7.036307831598733,0.0,0.0,91.81862599999135,1,0.01,64
0,11,3535,2,0.0014017099868700218,1.0,0.0009595281917427201,1.0,1.0,1.0,1.0,0.0,"{""0"": 0.0, ""1"": 1.0}",0.028169014084507043,1.0,0.004628479480743408,0.9964726631393298,0.028169014084507043,0.004628479480743408,,7.048304555531751,7.069216640122946,0.0,0.0,260.45828700000584,1,0.01,64
0,12,3535,2,0.0011429792490768402,1.0,0.002259835016351038,0.9985855728429985,1.0,0.9978027442388078,0.9978027442388078,0.0,"{""0"": 0.0, ""1"": 0.9991142604074402}",0.007042253521126761,1.0,0.06642085313796997,0.9991158267020336,0.007042253521126761,0.06642085313796997,,7.069963904475648,7.109807024918473,0.0,0.0,220.17597600000727,1,0.01,64
