client_id,round,dataset_size,n_classes,loss_before,acc_before,loss_after,acc_after,macro_f1_before,macro_f1_after,macro_f1_argmax,benign_fpr_argmax,f1_per_class_after,fpr_after,pr_auc_after,threshold_tau,f1_bin_tau,benign_fpr_bin_tau,tau_bin,seed,weight_norm_before,weight_norm_after,weight_update_norm,grad_norm_l2,t_fit_ms,epochs_completed,lr,batch_size
5,1,127,2,0.7787171602249146,0.0,0.5436670780181885,1.0,0.0,1.0,1.0,0.0,"{""0"": 0.0, ""1"": 0.0}",1.0,-0.0,0.26984941959381104,0.0,1.0,0.26984941959381104,,5.761908665452764,5.8408433924571215,0.0,0.0,796.0834949999764,1,0.01,64
5,2,127,2,0.5786908268928528,1.0,0.19523517787456512,1.0,1.0,1.0,1.0,0.0,"{""0"": 0.0, ""1"": 0.0}",0.8846153846153846,-0.0,0.09861856698989868,0.0,0.8846153846153846,0.09861856698989868,,5.8209539333624445,6.059245435134647,0.0,0.0,25.665295000010246,1,0.01,64
5,3,127,2,0.10602633655071259,1.0,0.007276888471096754,1.0,1.0,1.0,1.0,0.0,"{""0"": 0.0, ""1"": 0.0}",0.8076923076923077,-0.0,0.0017521381378173828,0.0,0.8076923076923077,0.0017521381378173828,,6.186726249616094,6.364721666910337,0.0,0.0,89.64980599998285,1,0.01,64
5,4,127,2,0.02265913598239422,1.0,0.0009147089440375566,1.0,1.0,1.0,1.0,0.0,"{""0"": 0.0, ""1"": 0.0}",0.8076923076923077,-0.0,0.00015294551849365234,0.0,0.8076923076923077,0.00015294551849365234,,6.472972245753302,6.587659678240786,0.0,0.0,59.35344100001316,1,0.01,64
5,5,127,2,0.00457917433232069,1.0,0.00020912608306389302,1.0,1.0,1.0,1.0,0.0,"{""0"": 0.0, ""1"": 0.0}",0.8846153846153846,-0.0,3.528594970703125e-05,0.0,0.8846153846153846,3.528594970703125e-05,,6.657250424879926,6.750203041548397,0.0,0.0,35.037528000003704,1,0.01,64
5,6,127,2,0.00468280166387558,1.0,0.00022082231589592993,1.0,1.0,1.0,1.0,0.0,"{""0"": 0.0, ""1"": 0.0}",0.9230769230769231,-0.0,1.4424324035644531e-05,0.0,0.9230769230769231,1.4424324035644531e-05,,6.746732984119805,6.824281348851347,0.0,0.0,120.16547600001104,1,0.01,64
5,7,127,2,0.0018014766974374652,1.0,0.00022525757958646864,1.0,1.0,1.0,1.0,0.0,"{""0"": 0.0, ""1"": 0.0}",0.9615384615384616,-0.0,8.344650268554688e-06,0.0,0.9615384615384616,8.344650268554688e-06,,6.8520290429050394,6.908191102276004,0.0,0.0,27.827478999995492,1,0.01,64
5,8,127,2,0.001504860003478825,1.0,0.00014165246102493256,1.0,1.0,1.0,1.0,0.0,"{""0"": 0.0, ""1"": 0.0}",1.0,-0.0,1.6689300537109375e-06,0.0,1.0,1.6689300537109375e-06,,6.914035608487178,6.96594870986591,0.0,0.0,20.18415399999185,1,0.01,64
5,9,127,2,0.0015813129721209407,1.0,0.000160484662046656,1.0,1.0,1.0,1.0,0.0,"{""0"": 0.0, ""1"": 0.0}",0.9230769230769231,-0.0,2.396106719970703e-05,0.0,0.9230769230769231,2.396106719970703e-05,,6.945757287397119,6.991750634254329,0.0,0.0,28.70454300000347,1,0.01,64
5,10,127,2,0.000752728374209255,1.0,0.00014472879411187023,1.0,1.0,1.0,1.0,0.0,"{""0"": 0.0, ""1"": 0.0}",0.9615384615384616,-0.0,3.2186508178710938e-06,0.0,0.9615384615384616,3.2186508178710938e-06,,7.004353513228579,7.042319611684923,0.0,0.0,26.344221000016432,1,0.01,64
