client_id,round,dataset_size,n_classes,loss_before,acc_before,loss_after,acc_after,weight_norm_before,weight_norm_after,weight_update_norm,t_fit_ms,epochs_completed,lr,batch_size
4,1,2,2,0.6321552991867065,1.0,0.7155759334564209,0.0,5.742919168114253,5.766076626573521,0.4373758443683672,2400.6927919999725,1,0.01,64
4,2,2,2,6.937739817658439e-05,1.0,0.00025555206229910254,1.0,7.469653427577911,7.443053495257592,0.45199044738651456,6.075375000364147,1,0.01,64
4,3,2,2,3.2186455882765586e-06,1.0,3.6954811548639555e-06,1.0,9.86101409123475,9.911602322993684,0.44330933140142065,4.1476670012343675,1,0.01,64
4,4,2,2,0.0,1.0,0.0,1.0,11.989966697892697,12.01854622306597,0.5360711285125618,4.579083000862738,1,0.01,64
4,5,2,2,0.0,1.0,0.0,1.0,13.246359771418525,13.24647746462646,0.0010296984854041486,5.592792000243207,1,0.01,64
4,6,2,2,0.0,1.0,0.0,1.0,14.223594324339453,14.22361867558896,0.00021118771652243613,4.635792000044603,1,0.01,64
4,7,2,2,0.0,1.0,0.0,1.0,15.322841469597268,15.322841486980352,3.473384730082312e-07,4.249624998919899,1,0.01,64
4,8,2,2,0.0,1.0,0.0,1.0,16.1718989243077,16.171977471635113,0.0011665833675315366,8.458250000330736,1,0.01,64
4,9,2,2,0.0,1.0,0.0,1.0,16.73744664520669,16.737448072673423,2.6752330518475203e-05,6.680000000415021,1,0.01,64
4,10,2,2,0.0,1.0,0.0,1.0,16.887294919396194,16.887294919396194,1.8189894035458565e-12,4.7655420003138715,1,0.01,64
