client_id,round,dataset_size,n_classes,loss_before,acc_before,loss_after,acc_after,weight_norm_before,weight_norm_after,weight_update_norm,t_fit_ms,epochs_completed,lr,batch_size
1,1,654,1,0.6725111206372579,0.7557251908396947,0.00023418520496913212,1.0,5.742919168114253,7.198646142306951,4.236745414345746,1724.6299170001294,1,0.01,64
1,2,654,1,0.008318612760983038,0.9923664122137404,1.984219200797573e-06,1.0,9.032394929146264,9.517897226357176,3.022386974837918,44.17920800005959,1,0.01,64
1,3,654,1,0.000824730383859181,1.0,4.470331764020822e-08,1.0,11.364408725602885,11.79566935384619,2.6641821501416096,37.25029099950916,1,0.01,64
1,4,654,1,3.726123759406619e-05,1.0,1.8626448531714839e-09,1.0,13.551464621240882,13.851007062863694,2.5937640955176455,34.319875001529,1,0.01,64
1,5,654,1,3.290669662684801e-08,1.0,0.0,1.0,14.538204446825782,14.834156279230205,1.8914323314044748,35.30841700012388,1,0.01,64
1,6,654,1,1.3410940150985576e-07,1.0,0.0,1.0,15.544454004374076,15.744168205696104,1.5012170709692292,94.87720800098032,1,0.01,64
1,7,654,1,0.0,1.0,0.0,1.0,16.079902926324248,16.084007204916247,0.09361487882615273,27.32662499875005,1,0.01,64
1,8,654,1,0.0,1.0,0.0,1.0,16.548787276781376,16.65753443884578,1.5141283528304126,30.58966699973098,1,0.01,64
1,9,654,1,0.0,1.0,0.0,1.0,16.594781933772193,16.594829541945685,0.0005382521072653116,29.87116700023762,1,0.01,64
1,10,654,1,0.0,1.0,0.0,1.0,16.59486467785161,16.594907198421012,0.000448199828788819,30.956292001064867,1,0.01,64
1,1,654,1,0.6939913431803385,0.7938931297709924,0.0006611601274926215,1.0,5.742919168114253,7.171528858254845,4.182901330043112,2056.736667000223,1,0.01,64
1,2,654,1,0.02013872005045414,0.9923664122137404,5.414068198206223e-07,1.0,7.469653427577911,8.316732266738489,3.2250232637417886,50.04841599838983,1,0.01,64
1,3,654,1,0.0007128979777917266,1.0,1.8626448531714839e-09,1.0,9.86101409123475,10.508686621905506,2.934068201828867,39.52166700037196,1,0.01,64
1,4,654,1,3.089916162934969e-07,1.0,0.0,1.0,11.989966697892697,12.344611760732699,1.451918695329364,41.633625000031316,1,0.01,64
1,5,654,1,2.001283500400556e-07,1.0,0.0,1.0,13.246359771418525,13.532286162436828,1.8325183336298236,38.085584001237294,1,0.01,64
1,6,654,1,4.180603122942254e-08,1.0,0.0,1.0,14.223594324339453,14.362644336015027,0.7476610152329136,37.89216699988174,1,0.01,64
1,7,654,1,8.423292996440068e-08,1.0,0.0,1.0,15.322841469597268,15.490784320392928,0.8170026652311507,39.411083998857066,1,0.01,64
1,8,654,1,0.0,1.0,0.0,1.0,16.1718989243077,16.23539079383183,0.6046594046055813,56.05891699997301,1,0.01,64
1,9,654,1,1.2417632847909015e-09,1.0,0.0,1.0,16.73744664520669,16.76128565669472,0.2502977685482309,47.44366600061767,1,0.01,64
1,10,654,1,0.0,1.0,0.0,1.0,16.887294919396194,16.909043866327234,0.2632866678992379,44.16200000014214,1,0.01,64
