client_id,round,dataset_size,n_classes,loss_before,acc_before,loss_after,acc_after,weight_norm_before,weight_norm_after,weight_update_norm,t_fit_ms,epochs_completed,lr,batch_size
2,1,4201,2,0.6862652386937823,0.6028537455410226,0.0449086235934999,0.995243757431629,5.742919168114253,10.639368866236234,8.742026776062733,1566.9511659998534,1,0.01,64
2,2,4201,2,0.032036177951210575,0.9869203329369798,0.01031254049355214,0.9964328180737217,9.032394929146264,12.91450288449211,6.741276729019852,228.9317499999015,1,0.01,64
2,3,4201,2,0.00027311875861154737,1.0,0.014551260518991123,0.9976218787158145,11.364408725602885,14.945360442372312,6.06441159213014,225.5557909993513,1,0.01,64
2,4,4201,2,0.007961911713469558,0.9988109393579072,0.003357878806330713,0.9988109393579072,13.551464621240882,15.044064632315262,3.51646811928652,220.1760000007198,1,0.01,64
2,5,4201,2,3.80485952585774e-05,1.0,0.008901835760460537,0.9976218787158145,14.538204446825782,16.16039441912689,3.9416722675400404,201.67562500137137,1,0.01,64
2,6,4201,2,1.350531539775649e-07,1.0,0.0,1.0,15.544454004374076,16.401183172467324,3.4059055485774516,313.2930409992696,1,0.01,64
2,7,4201,2,3.099931482936873e-08,1.0,0.000797710181661891,0.9988109393579072,16.079902926324248,17.07176501894454,3.3577895701571836,167.18058299920813,1,0.01,64
2,8,4201,2,1.3304607415776104e-10,1.0,9.978411493908164e-09,1.0,16.548787276781376,16.59691765466753,0.5582673118263911,166.8524160013476,1,0.01,64
2,9,4201,2,0.0,1.0,0.0,1.0,16.594781933772193,16.594904662088922,0.002227341810972578,178.88825000045472,1,0.01,64
2,10,4201,2,0.0,1.0,0.0,1.0,16.59486467785161,16.594991808338232,0.002407713956191827,173.61179199906474,1,0.01,64
2,1,4201,2,0.30160920401769026,0.8418549346016647,0.002206320159270295,1.0,7.469653427577911,11.18009419237978,6.8095322801000275,2022.64041700073,1,0.01,64
2,2,4201,2,0.0006332534394459799,1.0,0.0350374171066952,0.995243757431629,9.86101409123475,13.279788976416922,5.93341980474699,221.7182500007766,1,0.01,64
2,3,4201,2,0.005045412254945957,0.9988109393579072,0.008045423922636376,0.9976218787158145,11.989966697892697,14.01307479118059,4.933219242445303,226.32037499897706,1,0.01,64
2,4,4201,2,5.1838196078917474e-05,1.0,0.005227368328048344,0.9988109393579072,13.246359771418525,14.801303419384507,3.9256137092149266,223.16824999870732,1,0.01,64
2,5,4201,2,3.237453946195298e-08,1.0,0.010569925892923493,0.9988109393579072,14.223594324339453,16.410556619318967,4.715723209559901,232.7671660004853,1,0.01,64
2,6,4201,2,1.1060408385990936e-07,1.0,0.06225449551050839,0.9964328180737217,15.322841469597268,16.951028657544008,4.257170120392235,232.0255829999951,1,0.01,64
2,7,4201,2,0.005006294381284836,0.9988109393579072,0.0382200943741639,0.9928656361474435,16.1718989243077,17.19474534895841,3.4668618088425482,279.64000000065425,1,0.01,64
2,8,4201,2,1.0169438938247209e-06,1.0,8.495287537305504e-05,1.0,16.73744664520669,17.014098396796772,1.734037996997447,256.9420830004674,1,0.01,64
2,9,4201,2,2.2617811116073685e-09,1.0,7.982762387622902e-10,1.0,16.887294919396194,16.890450647188253,0.05039367416966852,224.5370839991665,1,0.01,64
