client_id,round,dataset_size,n_classes,loss_before,acc_before,loss_after,acc_after,macro_f1_before,macro_f1_after,f1_per_class_after,fpr_after,pr_auc_after,threshold_tau,seed,weight_norm_before,weight_norm_after,weight_update_norm,t_fit_ms,epochs_completed,lr,batch_size
4,1,2,2,0.6321552991867065,1.0,0.7155759334564209,0.0,1.0,0.0,"{""0"": 1.0, ""1"": 0.0}",1.0,0.0,0.5,,5.742919168114253,5.766076626573521,0.4373758443683672,1304.325291999703,1,0.01,64
4,2,2,2,4.887569048150908e-06,1.0,3.0517112463712692e-05,1.0,1.0,1.0,"{""0"": 0.0, ""1"": 0.0}",0.0,0.0,0.5,,8.54538160427985,8.5420716130354,0.5242134894217763,4.021290998935001,1,0.01,64
4,3,2,2,2.264974000354414e-06,1.0,2.861018856492592e-06,1.0,1.0,1.0,"{""0"": 0.0, ""1"": 0.0}",0.0,0.0,0.5,,10.701793881117908,10.734208251284047,0.4327498096731831,4.439958998773363,1,0.01,64
4,4,2,2,1.1920928244535389e-07,1.0,1.1920928244535389e-07,1.0,1.0,1.0,"{""0"": 0.0, ""1"": 0.0}",0.0,0.0,0.5,,12.75036619662111,12.792598638931903,0.4580032199168539,3.874542000630754,1,0.01,64
4,5,2,2,0.0,1.0,0.0,1.0,1.0,1.0,"{""0"": 0.0, ""1"": 0.0}",0.0,0.0,0.5,,14.49888101359942,14.499944434234191,0.008940773960018269,4.958334000548348,1,0.01,64
4,6,2,2,0.0,1.0,0.0,1.0,1.0,1.0,"{""0"": 0.0, ""1"": 0.0}",0.0,0.0,0.5,,15.469472125566393,15.469619877636836,0.0013997688398457997,4.153750000114087,1,0.01,64
4,7,2,2,0.0,1.0,0.0,1.0,1.0,1.0,"{""0"": 0.0, ""1"": 0.0}",0.0,0.0,0.5,,16.06141152965957,16.096512500922497,0.4249556094535896,3.9377920002152678,1,0.01,64
4,8,2,2,0.0,1.0,0.0,1.0,1.0,1.0,"{""0"": 0.0, ""1"": 0.0}",0.0,0.0,0.5,,16.81203284266023,16.81203284266023,0.0,3.4490840007492807,1,0.01,64
4,9,2,2,0.0,1.0,0.0,1.0,1.0,1.0,"{""0"": 0.0, ""1"": 0.0}",0.0,0.0,0.5,,17.177666618989925,17.177666618989925,0.0,5.757250000897329,1,0.01,64
4,10,2,2,0.0,1.0,0.0,1.0,1.0,1.0,"{""0"": 0.0, ""1"": 0.0}",0.0,0.0,0.5,,17.199017604116925,17.199017604116925,0.0,5.795457998829079,1,0.01,64
