client_id,round,dataset_size,n_classes,loss_before,acc_before,loss_after,acc_after,macro_f1_before,macro_f1_after,f1_per_class_after,fpr_after,pr_auc_after,threshold_tau,seed,weight_norm_before,weight_norm_after,weight_update_norm,t_fit_ms,epochs_completed,lr,batch_size
3,1,1286,2,0.6968855500221253,0.7403100775193798,0.06751799760386348,0.9612403100775194,0.6639253426655001,0.945064304573716,"{""0"": 0.0, ""1"": 0.9152542372881356}",0.005154639175257732,1.0,0.24123531579971313,,5.742919168114253,7.888500898160697,5.207668824387488,1107.4142920006125,1,0.01,64
3,2,1286,2,0.03121816981583834,0.9961240310077519,0.0003051742678053415,1.0,0.9947776450822825,1.0,"{""0"": 0.0, ""1"": 1.0}",0.005154639175257732,1.0,0.01835721731185913,,8.54538160427985,9.965777284640513,3.6374727796414685,61.46920900027908,1,0.01,64
3,3,1286,2,0.0005970331141725183,1.0,1.3001183700733777e-07,1.0,1.0,1.0,"{""0"": 0.0, ""1"": 1.0}",0.005154639175257732,1.0,2.1457672119140625e-06,,10.701793881117908,12.487934821433461,4.191358818210663,58.65204200017615,1,0.01,64
3,4,1286,2,0.004318240924840211,1.0,5.639898881781847e-06,1.0,1.0,1.0,"{""0"": 0.0, ""1"": 1.0}",0.005154639175257732,1.0,0.0010803937911987305,,12.75036619662111,13.99805908314367,3.2331287116679075,54.80454099961207,1,0.01,64
3,5,1286,2,2.0066512185223928e-05,1.0,1.4416777815995374e-07,1.0,1.0,1.0,"{""0"": 0.0, ""1"": 1.0}",0.005154639175257732,1.0,2.3484230041503906e-05,,14.49888101359942,14.867103175256387,2.0018203960481604,57.1612500007177,1,0.01,64
3,6,1286,2,6.779975363357948e-08,1.0,0.0,1.0,1.0,1.0,"{""0"": 0.0, ""1"": 1.0}",1.0,1.0,0.0,,15.469472125566393,15.695019279316726,1.0253386436638088,77.62445799926354,1,0.01,64
3,7,1286,2,0.009012047946453005,1.0,0.0,1.0,1.0,1.0,"{""0"": 0.0, ""1"": 1.0}",1.0,1.0,0.0,,16.06141152965957,16.47683829949007,1.8785551454966753,62.104790999001125,1,0.01,64
3,8,1286,2,3.8034420867028017e-06,1.0,0.0,1.0,1.0,1.0,"{""0"": 0.0, ""1"": 1.0}",1.0,1.0,0.0,,16.81203284266023,16.8732665158378,1.189963584254153,74.31637500121724,1,0.01,64
3,9,1286,2,1.192092824453539e-08,1.0,0.0,1.0,1.0,1.0,"{""0"": 0.0, ""1"": 1.0}",1.0,1.0,0.0,,17.177666618989925,17.298447432802437,1.4073203540045078,53.95958299959602,1,0.01,64
3,10,1286,2,0.0,1.0,0.0,1.0,1.0,1.0,"{""0"": 0.0, ""1"": 1.0}",1.0,1.0,0.0,,17.199017604116925,17.19905620905781,0.0005231143147978036,56.18970800060197,1,0.01,64
