exp_dir,aggregator,alpha,adv_percent,mu,seed,attack_mode,round,macro_f1,macro_f1_val,n_test_total,config_key
dsedge-iiotset-full_comp_krum_alpha0.2_adv20_dp0_pers0_mu0.0_seed42_datasetedge-iiotset-full,krum,0.2,20,0.0,42,none,20,0.4116786358744118,,306570,krum_alpha0.2_adv20_mu0.0
dsedge-iiotset-full_comp_fedavg_alpha0.5_adv30_dp0_pers0_mu0.0_modelabel_flip_seed47_datasetedge-iiotset-full,fedavg,0.5,30,0.0,47,label,20,0.3678962428129718,,306569,fedavg_alpha0.5_adv30_mu0.0
dsedge-iiotset-full_comp_fedprox_alpha0.05_adv0_dp0_pers0_mu0.01_seed45_datasetedge-iiotset-full,fedprox,0.05,0,0.01,45,none,20,0.0,0.0,0,fedprox_alpha0.05_adv0_mu0.01
dsedge-iiotset-full_comp_median_alpha0.2_adv10_dp0_pers0_mu0.0_seed51_datasetedge-iiotset-full,median,0.2,10,0.0,51,none,20,0.5488220913326882,,306571,median_alpha0.2_adv10_mu0.0
dsedge-iiotset-full_comp_bulyan_alpha0.1_adv0_dp0_pers0_mu0.0_seed61_datasetedge-iiotset-full,bulyan,0.1,0,0.0,61,none,20,0.5347533968811893,,306571,bulyan_alpha0.1_adv0_mu0.0
dsedge-iiotset-full_comp_median_alpha0.05_adv20_dp0_pers0_mu0.0_seed43_datasetedge-iiotset-full,median,0.05,20,0.0,43,none,20,0.600070047623532,,306568,median_alpha0.05_adv20_mu0.0
dsedge-iiotset-full_comp_fedavg_alpha0.05_adv30_dp0_pers0_mu0.0_seed45_datasetedge-iiotset-full,fedavg,0.05,30,0.0,45,none,20,0.0498632916174404,,306568,fedavg_alpha0.05_adv30_mu0.0
dsedge-iiotset-full_comp_bulyan_alpha0.1_adv0_dp0_pers0_mu0.0_seed56_datasetedge-iiotset-full,bulyan,0.1,0,0.0,56,none,20,0.6161688118566048,,306569,bulyan_alpha0.1_adv0_mu0.0
dsedge-iiotset-full_comp_krum_alphainf_adv0_dp0_pers0_mu0.1_modenone_seed45_datasetedge-iiotset-full,krum,inf,0,0.1,45,none,20,0.5768024733326534,,306570,krum_alphainf_adv0_mu0.1
dsedge-iiotset-full_comp_fedprox_alpha0.5_adv0_dp0_pers0_mu0.5_seed46_datasetedge-iiotset-full,fedprox,0.5,0,0.5,46,none,20,0.6784499693926725,0.6677993316991765,229934,fedprox_alpha0.5_adv0_mu0.5
dsedge-iiotset-full_comp_median_alpha0.5_adv30_dp0_pers0_mu0.0_modelabel_flip_seed42_datasetedge-iiotset-full,median,0.5,30,0.0,42,label,20,0.5041023467091975,,306568,median_alpha0.5_adv30_mu0.0
dsedge-iiotset-full_comp_fedavg_alpha0.5_adv10_dp0_pers0_mu0.0_seed45_datasetedge-iiotset-full,fedavg,0.5,10,0.0,45,none,20,0.0030220156546758,,306571,fedavg_alpha0.5_adv10_mu0.0
dsedge-iiotset-full_comp_bulyan_alpha0.5_adv10_dp0_pers0_mu0.0_modelabel_flip_seed49_datasetedge-iiotset-full,bulyan,0.5,10,0.0,49,label,20,0.6338991506603288,,306570,bulyan_alpha0.5_adv10_mu0.0
dsedge-iiotset-full_comp_bulyan_alpha1.0_adv0_dp0_pers0_mu0.0_seed47_datasetedge-iiotset-full,bulyan,1.0,0,0.0,47,none,20,0.6907155823000316,,306570,bulyan_alpha1.0_adv0_mu0.0
dsedge-iiotset-full_comp_bulyan_alpha0.2_adv0_dp0_pers0_mu0.0_seed58_datasetedge-iiotset-full,bulyan,0.2,0,0.0,58,none,20,0.6581064219030638,,306570,bulyan_alpha0.2_adv0_mu0.0
dsedge-iiotset-full_comp_median_alpha0.02_adv30_dp0_pers0_mu0.0_seed51_datasetedge-iiotset-full,median,0.02,30,0.0,51,none,20,0.3146131708186052,,306570,median_alpha0.02_adv30_mu0.0
dsedge-iiotset-full_comp_fedavg_alpha0.02_adv20_dp0_pers0_mu0.0_seed57_datasetedge-iiotset-full,fedavg,0.02,20,0.0,57,none,20,0.166981287379761,,306570,fedavg_alpha0.02_adv20_mu0.0
dsedge-iiotset-full_comp_fedavg_alpha0.5_adv10_dp0_pers0_mu0.0_modetargeted_label_seed43_datasetedge-iiotset-full,fedavg,0.5,10,0.0,43,targeted,20,0.6669511809213129,,306570,fedavg_alpha0.5_adv10_mu0.0
dsedge-iiotset-full_comp_median_alpha0.1_adv10_dp0_pers0_mu0.0_seed49_datasetedge-iiotset-full,median,0.1,10,0.0,49,none,20,0.586094017496886,,306569,median_alpha0.1_adv10_mu0.0
dsedge-iiotset-full_comp_krum_alpha1.0_adv10_dp0_pers0_mu0.1_modelabel_flip_seed42_datasetedge-iiotset-full,krum,1.0,10,0.1,42,label,20,0.5162776976385349,,306568,krum_alpha1.0_adv10_mu0.1
dsedge-iiotset-full_comp_fedprox_alpha0.1_adv30_dp0_pers0_mu0.05_modelabel_flip_seed44_datasetedge-iiotset-full,fedprox,0.1,30,0.05,44,label,20,0.361098449928834,,306570,fedprox_alpha0.1_adv30_mu0.05
dsedge-iiotset-full_comp_bulyan_alpha0.05_adv10_dp0_pers0_mu0.0_seed48_datasetedge-iiotset-full,bulyan,0.05,10,0.0,48,none,20,0.5528460832259424,,306570,bulyan_alpha0.05_adv10_mu0.0
dsedge-iiotset-full_comp_krum_alpha0.5_adv30_dp0_pers0_mu0.0_seed50_datasetedge-iiotset-full,krum,0.5,30,0.0,50,none,20,0.2652670673405164,,306569,krum_alpha0.5_adv30_mu0.0
dsedge-iiotset-full_comp_fedprox_alphainf_adv10_dp0_pers0_mu0.01_modetargeted_label_seed46_datasetedge-iiotset-full,fedprox,inf,10,0.01,46,targeted,20,0.6501970286011204,,306570,fedprox_alphainf_adv10_mu0.01
dsedge-iiotset-full_comp_krum_alpha0.5_adv0_dp0_pers0_mu0.0_seed49_datasetedge-iiotset-full,krum,0.5,0,0.0,49,none,20,0.6206079245525851,,306570,krum_alpha0.5_adv0_mu0.0
dsedge-iiotset-full_comp_krum_alpha0.02_adv0_dp0_pers0_mu0.0_seed52_datasetedge-iiotset-full,krum,0.02,0,0.0,52,none,20,0.3175432063320152,,306571,krum_alpha0.02_adv0_mu0.0
dsedge-iiotset-full_comp_fedavg_alpha0.02_adv20_dp0_pers0_mu0.0_seed60_datasetedge-iiotset-full,fedavg,0.02,20,0.0,60,none,20,0.0026458484345137,,306572,fedavg_alpha0.02_adv20_mu0.0
dsedge-iiotset-full_comp_fedprox_alpha0.05_adv0_dp0_pers0_mu0.5_seed44_datasetedge-iiotset-full,fedprox,0.05,0,0.5,44,none,20,0.5385202396377365,0.5325219958127196,229933,fedprox_alpha0.05_adv0_mu0.5
dsedge-iiotset-full_comp_krum_alpha1.0_adv30_dp0_pers0_mu0.0_seed54_datasetedge-iiotset-full,krum,1.0,30,0.0,54,none,20,0.3986235570299573,,306570,krum_alpha1.0_adv30_mu0.0
dsedge-iiotset-full_comp_median_alpha0.02_adv20_dp0_pers0_mu0.0_seed48_datasetedge-iiotset-full,median,0.02,20,0.0,48,none,20,0.4846046022431873,,306570,median_alpha0.02_adv20_mu0.0
dsedge-iiotset-full_comp_krum_alpha0.05_adv20_dp0_pers0_mu0.0_seed47_datasetedge-iiotset-full,krum,0.05,20,0.0,47,none,20,0.2641852813855684,,306568,krum_alpha0.05_adv20_mu0.0
dsedge-iiotset-full_comp_bulyan_alpha0.5_adv0_dp0_pers0_mu0.0_seed44_datasetedge-iiotset-full,bulyan,0.5,0,0.0,44,none,20,0.654865434357379,,306571,bulyan_alpha0.5_adv0_mu0.0
dsedge-iiotset-full_comp_fedavg_alpha0.1_adv10_dp0_pers0_mu0.0_seed56_datasetedge-iiotset-full,fedavg,0.1,10,0.0,56,none,20,0.6207536212164995,,306569,fedavg_alpha0.1_adv10_mu0.0
dsedge-iiotset-full_comp_krum_alpha0.1_adv30_dp0_pers0_mu0.0_seed43_datasetedge-iiotset-full,krum,0.1,30,0.0,43,none,20,0.2110614021575074,,306568,krum_alpha0.1_adv30_mu0.0
dsedge-iiotset-full_comp_krum_alpha0.5_adv10_dp0_pers0_mu0.0_modelabel_flip_seed43_datasetedge-iiotset-full,krum,0.5,10,0.0,43,label,20,0.6326373618284588,,306570,krum_alpha0.5_adv10_mu0.0
dsedge-iiotset-full_comp_krum_alpha0.2_adv0_dp0_pers0_mu0.0_seed55_datasetedge-iiotset-full,krum,0.2,0,0.0,55,none,20,0.5737185646510662,,306569,krum_alpha0.2_adv0_mu0.0
dsedge-iiotset-full_comp_fedavg_alpha0.1_adv10_dp0_pers0_mu0.0_seed61_datasetedge-iiotset-full,fedavg,0.1,10,0.0,61,none,20,0.3465678691773259,,306571,fedavg_alpha0.1_adv10_mu0.0
dsedge-iiotset-full_comp_krum_alpha0.5_adv20_dp0_pers0_mu0.01_modegrad_ascent_seed42_datasetedge-iiotset-full,krum,0.5,20,0.01,42,grad,20,0.5392807252299879,,306568,krum_alpha0.5_adv20_mu0.01
dsedge-iiotset-full_comp_krum_alpha0.5_adv20_dp0_pers0_mu0.0_seed49_datasetedge-iiotset-full,krum,0.5,20,0.0,49,none,20,0.6136606943361347,,306570,krum_alpha0.5_adv20_mu0.0
dsedge-iiotset-full_comp_median_alphainf_adv10_dp0_pers0_mu0.0_seed55_datasetedge-iiotset-full,median,inf,10,0.0,55,none,20,0.6435778941407424,,306570,median_alphainf_adv10_mu0.0
dsedge-iiotset-full_comp_krum_alpha0.5_adv20_dp0_pers0_mu0.0_modelabel_flip_seed47_datasetedge-iiotset-full,krum,0.5,20,0.0,47,label,20,0.4800766788800682,,306569,krum_alpha0.5_adv20_mu0.0
dsedge-iiotset-full_comp_fedprox_alphainf_adv20_dp0_pers0_mu0.01_modesign_flip_topk_seed42_datasetedge-iiotset-full,fedprox,inf,20,0.01,42,sign,20,0.0471014578691403,,306570,fedprox_alphainf_adv20_mu0.01
dsedge-iiotset-full_comp_krum_alphainf_adv20_dp0_pers0_mu0.0_seed46_datasetedge-iiotset-full,krum,inf,20,0.0,46,none,20,0.5851318398016195,,306570,krum_alphainf_adv20_mu0.0
dsedge-iiotset-full_comp_bulyan_alpha0.02_adv10_dp0_pers0_mu0.0_seed43_datasetedge-iiotset-full,bulyan,0.02,10,0.0,43,none,20,0.3116575123470662,,306572,bulyan_alpha0.02_adv10_mu0.0
dsedge-iiotset-full_comp_fedavg_alpha0.2_adv0_dp0_pers0_mu0.0_seed51_datasetedge-iiotset-full,fedavg,0.2,0,0.0,51,none,20,0.653557358050012,,306571,fedavg_alpha0.2_adv0_mu0.0
dsedge-iiotset-full_comp_bulyan_alpha0.1_adv10_dp0_pers0_mu0.0_seed52_datasetedge-iiotset-full,bulyan,0.1,10,0.0,52,none,20,0.5566393223496786,,306570,bulyan_alpha0.1_adv10_mu0.0
dsedge-iiotset-full_comp_fedprox_alphainf_adv10_dp0_pers0_mu0.1_modelabel_flip_seed42_datasetedge-iiotset-full,fedprox,inf,10,0.1,42,label,20,0.5082039945342278,,306570,fedprox_alphainf_adv10_mu0.1
dsedge-iiotset-full_comp_bulyan_alpha1.0_adv10_dp0_pers0_mu0.0_seed45_datasetedge-iiotset-full,bulyan,1.0,10,0.0,45,none,20,0.6145540716326715,,306570,bulyan_alpha1.0_adv10_mu0.0
dsedge-iiotset-full_comp_median_alpha0.5_adv10_dp0_pers0_mu0.0_modetargeted_label_seed43_datasetedge-iiotset-full,median,0.5,10,0.0,43,targeted,20,0.6647129000690749,,306570,median_alpha0.5_adv10_mu0.0
dsedge-iiotset-full_comp_krum_alpha0.02_adv30_dp0_pers0_mu0.0_seed55_datasetedge-iiotset-full,krum,0.02,30,0.0,55,none,20,0.2361728163573803,,306570,krum_alpha0.02_adv30_mu0.0
dsedge-iiotset-full_comp_median_alpha1.0_adv0_dp0_pers0_mu0.0_seed59_datasetedge-iiotset-full,median,1.0,0,0.0,59,none,20,0.6930220581484954,,306572,median_alpha1.0_adv0_mu0.0
dsedge-iiotset-full_comp_krum_alpha0.5_adv20_dp0_pers0_mu0.0_modesign_flip_topk_seed46_datasetedge-iiotset-full,krum,0.5,20,0.0,46,sign,20,0.5013648212274118,,306568,krum_alpha0.5_adv20_mu0.0
dsedge-iiotset-full_comp_krum_alpha0.5_adv10_dp0_pers0_mu0.0_modetargeted_label_seed45_datasetedge-iiotset-full,krum,0.5,10,0.0,45,targeted,20,0.4201372635261765,,306571,krum_alpha0.5_adv10_mu0.0
dsedge-iiotset-full_comp_krum_alpha0.5_adv20_dp0_pers0_mu0.0_modetargeted_label_seed50_datasetedge-iiotset-full,krum,0.5,20,0.0,50,targeted,20,0.4682440908178658,,306569,krum_alpha0.5_adv20_mu0.0
dsedge-iiotset-full_comp_fedprox_alphainf_adv0_dp0_pers0_mu0.5_seed43_datasetedge-iiotset-full,fedprox,inf,0,0.5,43,none,20,0.7236530657635303,0.7048434504015573,229930,fedprox_alphainf_adv0_mu0.5
dsedge-iiotset-full_comp_fedavg_alphainf_adv30_dp0_pers0_mu0.0_seed46_datasetedge-iiotset-full,fedavg,inf,30,0.0,46,none,20,0.0343574905277136,,306570,fedavg_alphainf_adv30_mu0.0
dsedge-iiotset-full_comp_fedavg_alpha0.05_adv10_dp0_pers0_mu0.0_seed49_datasetedge-iiotset-full,fedavg,0.05,10,0.0,49,none,20,0.2853860696639729,,306572,fedavg_alpha0.05_adv10_mu0.0
dsedge-iiotset-full_comp_median_alpha0.2_adv0_dp0_pers0_mu0.0_seed46_datasetedge-iiotset-full,median,0.2,0,0.0,46,none,20,0.6027844064543287,,306568,median_alpha0.2_adv0_mu0.0
dsedge-iiotset-full_comp_krum_alphainf_adv10_dp0_pers0_mu0.0_seed53_datasetedge-iiotset-full,krum,inf,10,0.0,53,none,20,0.6318748075597818,,306570,krum_alphainf_adv10_mu0.0
dsedge-iiotset-full_comp_fedavg_alphainf_adv0_dp0_pers0_mu0.0_seed48_datasetedge-iiotset-full,fedavg,inf,0,0.0,48,none,20,0.7176319688385024,,306570,fedavg_alphainf_adv0_mu0.0
dsedge-iiotset-full_comp_krum_alpha1.0_adv10_dp0_pers0_mu0.01_modetargeted_label_seed45_datasetedge-iiotset-full,krum,1.0,10,0.01,45,targeted,20,0.5710927564469606,,306570,krum_alpha1.0_adv10_mu0.01
dsedge-iiotset-full_comp_fedavg_alpha1.0_adv20_dp0_pers0_mu0.0_seed54_datasetedge-iiotset-full,fedavg,1.0,20,0.0,54,none,20,0.0740052741182634,,306570,fedavg_alpha1.0_adv20_mu0.0
dsedge-iiotset-full_comp_median_alpha0.1_adv30_dp0_pers0_mu0.0_seed45_datasetedge-iiotset-full,median,0.1,30,0.0,45,none,20,0.1170405379139878,,306569,median_alpha0.1_adv30_mu0.0
dsedge-iiotset-full_comp_bulyan_alpha0.5_adv0_dp0_pers0_mu0.1_modenone_seed42_datasetedge-iiotset-full,bulyan,0.5,0,0.1,42,none,20,0.5862314872058295,,306568,bulyan_alpha0.5_adv0_mu0.1
dsedge-iiotset-full_comp_median_alpha0.05_adv0_dp0_pers0_mu0.0_seed48_datasetedge-iiotset-full,median,0.05,0,0.0,48,none,20,0.5279449351632597,,306570,median_alpha0.05_adv0_mu0.0
dsedge-iiotset-full_comp_fedprox_alphainf_adv30_dp0_pers0_mu0.05_modegrad_ascent_seed44_datasetedge-iiotset-full,fedprox,inf,30,0.05,44,grad,20,0.0641116242008298,,306570,fedprox_alphainf_adv30_mu0.05
dsedge-iiotset-full_comp_fedavg_alpha0.5_adv30_dp0_pers0_mu0.0_seed49_datasetedge-iiotset-full,fedavg,0.5,30,0.0,49,none,20,0.0015224180331898,,306570,fedavg_alpha0.5_adv30_mu0.0
dsedge-iiotset-full_comp_fedavg_alpha0.1_adv20_dp0_pers0_mu0.0_seed43_datasetedge-iiotset-full,fedavg,0.1,20,0.0,43,none,20,0.4023787949557199,,306568,fedavg_alpha0.1_adv20_mu0.0
dsedge-iiotset-full_comp_median_alpha1.0_adv30_dp0_pers0_mu0.0_seed52_datasetedge-iiotset-full,median,1.0,30,0.0,52,none,20,0.4893797337522688,,306570,median_alpha1.0_adv30_mu0.0
dsedge-iiotset-full_comp_krum_alpha0.05_adv10_dp0_pers0_mu0.0_seed52_datasetedge-iiotset-full,krum,0.05,10,0.0,52,none,20,0.2922413105708661,,306570,krum_alpha0.05_adv10_mu0.0
dsedge-iiotset-full_comp_median_alpha0.1_adv0_dp0_pers0_mu0.0_seed48_datasetedge-iiotset-full,median,0.1,0,0.0,48,none,20,0.6042151116444163,,306570,median_alpha0.1_adv0_mu0.0
dsedge-iiotset-full_comp_krum_alpha0.2_adv10_dp0_pers0_mu0.0_seed53_datasetedge-iiotset-full,krum,0.2,10,0.0,53,none,20,0.475659931129648,,306570,krum_alpha0.2_adv10_mu0.0
dsedge-iiotset-full_comp_fedprox_alphainf_adv30_dp0_pers0_mu0.01_modelabel_flip_seed42_datasetedge-iiotset-full,fedprox,inf,30,0.01,42,label,20,0.5161359009316989,,306570,fedprox_alphainf_adv30_mu0.01
dsedge-iiotset-full_comp_krum_alpha1.0_adv0_dp0_pers0_mu0.01_modenone_seed42_datasetedge-iiotset-full,krum,1.0,0,0.01,42,none,20,0.6553322543822744,,306568,krum_alpha1.0_adv0_mu0.01
dsedge-iiotset-full_comp_bulyan_alpha0.05_adv0_dp0_pers0_mu0.0_seed57_datasetedge-iiotset-full,bulyan,0.05,0,0.0,57,none,20,0.4450517465135977,,306570,bulyan_alpha0.05_adv0_mu0.0
dsedge-iiotset-full_comp_median_alpha0.05_adv10_dp0_pers0_mu0.0_seed52_datasetedge-iiotset-full,median,0.05,10,0.0,52,none,20,0.419478737671253,,306570,median_alpha0.05_adv10_mu0.0
dsedge-iiotset-full_comp_krum_alpha0.1_adv0_dp0_pers0_mu0.01_modenone_seed46_datasetedge-iiotset-full,krum,0.1,0,0.01,46,none,20,0.4415376446986369,,306570,krum_alpha0.1_adv0_mu0.01
dsedge-iiotset-full_comp_fedavg_alpha0.2_adv30_dp0_pers0_mu0.0_seed46_datasetedge-iiotset-full,fedavg,0.2,30,0.0,46,none,20,0.0646081406526594,,306568,fedavg_alpha0.2_adv30_mu0.0
dsedge-iiotset-full_comp_bulyan_alpha0.05_adv0_dp0_pers0_mu0.0_seed60_datasetedge-iiotset-full,bulyan,0.05,0,0.0,60,none,20,0.3282064426471643,,306571,bulyan_alpha0.05_adv0_mu0.0
dsedge-iiotset-full_comp_fedavg_alpha0.02_adv10_dp0_pers0_mu0.0_seed46_datasetedge-iiotset-full,fedavg,0.02,10,0.0,46,none,20,0.3272217548471977,,306570,fedavg_alpha0.02_adv10_mu0.0
dsedge-iiotset-full_comp_bulyan_alphainf_adv0_dp0_pers0_mu0.0_seed45_datasetedge-iiotset-full,bulyan,inf,0,0.0,45,none,20,0.7058834083580383,,306570,bulyan_alphainf_adv0_mu0.0
dsedge-iiotset-full_comp_fedprox_alpha0.02_adv0_dp0_pers0_mu1.0_seed43_datasetedge-iiotset-full,fedprox,0.02,0,1.0,43,none,20,0.3447210696270911,0.4196039220438416,229932,fedprox_alpha0.02_adv0_mu1.0
dsedge-iiotset-full_comp_fedavg_alpha0.5_adv20_dp0_pers0_mu0.0_seed54_datasetedge-iiotset-full,fedavg,0.5,20,0.0,54,none,20,0.0679800320307009,,306569,fedavg_alpha0.5_adv20_mu0.0
dsedge-iiotset-full_comp_fedavg_alpha0.05_adv0_dp0_pers0_mu0.0_seed53_datasetedge-iiotset-full,fedavg,0.05,0,0.0,53,none,20,0.3838489340004876,,306570,fedavg_alpha0.05_adv0_mu0.0
dsedge-iiotset-full_comp_median_alpha0.02_adv0_dp0_pers0_mu0.0_seed50_datasetedge-iiotset-full,median,0.02,0,0.0,50,none,20,0.3489462933565515,,306569,median_alpha0.02_adv0_mu0.0
dsedge-iiotset-full_comp_median_alpha0.5_adv30_dp0_pers0_mu0.0_seed52_datasetedge-iiotset-full,median,0.5,30,0.0,52,none,20,0.339962954719981,,306571,median_alpha0.5_adv30_mu0.0
dsedge-iiotset-full_comp_median_alpha0.1_adv20_dp0_pers0_mu0.0_seed58_datasetedge-iiotset-full,median,0.1,20,0.0,58,none,20,0.5495879775819373,,306569,median_alpha0.1_adv20_mu0.0
dsedge-iiotset-full_comp_fedavg_alpha1.0_adv30_dp0_pers0_mu0.0_seed49_datasetedge-iiotset-full,fedavg,1.0,30,0.0,49,none,20,0.2027362417483506,,306570,fedavg_alpha1.0_adv30_mu0.0
dsedge-iiotset-full_comp_fedprox_alpha0.02_adv0_dp0_pers0_mu0.05_seed44_datasetedge-iiotset-full,fedprox,0.02,0,0.05,44,none,20,0.4094149334708687,0.4168524432613575,229933,fedprox_alpha0.02_adv0_mu0.05
dsedge-iiotset-full_comp_krum_alpha0.02_adv0_dp0_pers0_mu0.0_seed56_datasetedge-iiotset-full,krum,0.02,0,0.0,56,none,20,0.3182805095430153,,306570,krum_alpha0.02_adv0_mu0.0
dsedge-iiotset-full_comp_krum_alpha0.5_adv30_dp0_pers0_mu0.0_seed54_datasetedge-iiotset-full,krum,0.5,30,0.0,54,none,20,0.4991581879528886,,306569,krum_alpha0.5_adv30_mu0.0
dsedge-iiotset-full_comp_fedavg_alpha0.5_adv20_dp0_pers0_mu0.0_modesign_flip_topk_seed44_datasetedge-iiotset-full,fedavg,0.5,20,0.0,44,sign,20,0.1659242339822322,,306571,fedavg_alpha0.5_adv20_mu0.0
dsedge-iiotset-full_comp_fedavg_alpha0.5_adv10_dp0_pers0_mu0.0_modesign_flip_topk_seed51_datasetedge-iiotset-full,fedavg,0.5,10,0.0,51,sign,20,0.0670394886529466,,306570,fedavg_alpha0.5_adv10_mu0.0
dsedge-iiotset-full_comp_fedprox_alphainf_adv10_dp0_pers0_mu0.01_modetargeted_label_seed42_datasetedge-iiotset-full,fedprox,inf,10,0.01,42,targeted,20,0.6494217944435675,,306570,fedprox_alphainf_adv10_mu0.01
dsedge-iiotset-full_comp_krum_alpha1.0_adv10_dp0_pers0_mu0.1_modelabel_flip_seed46_datasetedge-iiotset-full,krum,1.0,10,0.1,46,label,20,0.5330851360138948,,306571,krum_alpha1.0_adv10_mu0.1
dsedge-iiotset-full_comp_fedavg_alpha0.5_adv10_dp0_pers0_mu0.0_modetargeted_label_seed47_datasetedge-iiotset-full,fedavg,0.5,10,0.0,47,targeted,20,0.5179496385677008,,306569,fedavg_alpha0.5_adv10_mu0.0
dsedge-iiotset-full_comp_median_alpha0.02_adv30_dp0_pers0_mu0.0_seed55_datasetedge-iiotset-full,median,0.02,30,0.0,55,none,20,0.1988479623190036,,306570,median_alpha0.02_adv30_mu0.0
dsedge-iiotset-full_comp_krum_alpha1.0_adv20_dp0_pers0_mu0.0_seed49_datasetedge-iiotset-full,krum,1.0,20,0.0,49,none,20,0.5490349433109186,,306570,krum_alpha1.0_adv20_mu0.0
dsedge-iiotset-full_comp_krum_alpha0.02_adv0_dp0_pers0_mu0.0_seed61_datasetedge-iiotset-full,krum,0.02,0,0.0,61,none,20,0.2819808187137887,,306569,krum_alpha0.02_adv0_mu0.0
dsedge-iiotset-full_comp_fedavg_alpha0.02_adv20_dp0_pers0_mu0.0_seed53_datasetedge-iiotset-full,fedavg,0.02,20,0.0,53,none,20,0.1996135267046619,,306570,fedavg_alpha0.02_adv20_mu0.0
dsedge-iiotset-full_comp_fedprox_alpha0.1_adv0_dp0_pers0_mu0.01_seed46_datasetedge-iiotset-full,fedprox,0.1,0,0.01,46,none,20,0.0,0.0,0,fedprox_alpha0.1_adv0_mu0.01
dsedge-iiotset-full_comp_bulyan_alpha1.0_adv0_dp0_pers0_mu0.0_seed43_datasetedge-iiotset-full,bulyan,1.0,0,0.0,43,none,20,0.6865112305575906,,306569,bulyan_alpha1.0_adv0_mu0.0
dsedge-iiotset-full_comp_median_alpha0.5_adv30_dp0_pers0_mu0.0_modelabel_flip_seed46_datasetedge-iiotset-full,median,0.5,30,0.0,46,label,20,0.5108165651876866,,306568,median_alpha0.5_adv30_mu0.0
dsedge-iiotset-full_comp_fedprox_alpha0.5_adv0_dp0_pers0_mu0.5_seed42_datasetedge-iiotset-full,fedprox,0.5,0,0.5,42,none,20,0.6911708330851558,0.7047238493987218,229933,fedprox_alpha0.5_adv0_mu0.5
dsedge-iiotset-full_comp_krum_alpha0.02_adv20_dp0_pers0_mu0.0_seed48_datasetedge-iiotset-full,krum,0.02,20,0.0,48,none,20,0.1539994931387778,,306570,krum_alpha0.02_adv20_mu0.0
dsedge-iiotset-full_comp_median_alpha0.05_adv20_dp0_pers0_mu0.0_seed47_datasetedge-iiotset-full,median,0.05,20,0.0,47,none,20,0.477081449527498,,306568,median_alpha0.05_adv20_mu0.0
dsedge-iiotset-full_comp_bulyan_alpha0.1_adv0_dp0_pers0_mu0.0_seed52_datasetedge-iiotset-full,bulyan,0.1,0,0.0,52,none,20,0.5778944574064022,,306570,bulyan_alpha0.1_adv0_mu0.0
dsedge-iiotset-full_comp_median_alpha0.2_adv10_dp0_pers0_mu0.0_seed55_datasetedge-iiotset-full,median,0.2,10,0.0,55,none,20,0.3923461033664545,,306569,median_alpha0.2_adv10_mu0.0
dsedge-iiotset-full_comp_fedavg_alpha0.5_adv30_dp0_pers0_mu0.0_modelabel_flip_seed43_datasetedge-iiotset-full,fedavg,0.5,30,0.0,43,label,20,0.6548936895246742,,306570,fedavg_alpha0.5_adv30_mu0.0
dsedge-iiotset-full_comp_krum_alpha0.2_adv20_dp0_pers0_mu0.0_seed46_datasetedge-iiotset-full,krum,0.2,20,0.0,46,none,20,0.3864929765331638,,306568,krum_alpha0.2_adv20_mu0.0
dsedge-iiotset-full_comp_fedavg_alpha0.5_adv0_dp0_pers0_mu0.0_seed49_datasetedge-iiotset-full,fedavg,0.5,0,0.0,49,none,20,0.6377227234613833,,306570,fedavg_alpha0.5_adv0_mu0.0
dsedge-iiotset-full_comp_bulyan_alpha0.1_adv0_dp0_pers0_mu0.1_modenone_seed43_datasetedge-iiotset-full,bulyan,0.1,0,0.1,43,none,20,0.3475067002140053,,306568,bulyan_alpha0.1_adv0_mu0.1
dsedge-iiotset-full_comp_fedprox_alpha0.5_adv30_dp0_pers0_mu0.05_modegrad_ascent_seed46_datasetedge-iiotset-full,fedprox,0.5,30,0.05,46,grad,20,0.1549626994232476,,306568,fedprox_alpha0.5_adv30_mu0.05
dsedge-iiotset-full_comp_bulyan_alpha0.5_adv10_dp0_pers0_mu0.0_seed45_datasetedge-iiotset-full,bulyan,0.5,10,0.0,45,none,20,0.410490470528043,,306571,bulyan_alpha0.5_adv10_mu0.0
dsedge-iiotset-full_comp_median_alpha0.5_adv10_dp0_pers0_mu0.0_modesign_flip_topk_seed45_datasetedge-iiotset-full,median,0.5,10,0.0,45,sign,20,0.4089956127421171,,306571,median_alpha0.5_adv10_mu0.0
dsedge-iiotset-full_comp_median_alpha0.5_adv20_dp0_pers0_mu0.0_modesign_flip_topk_seed50_datasetedge-iiotset-full,median,0.5,20,0.0,50,sign,20,0.4751424096042967,,306569,median_alpha0.5_adv20_mu0.0
dsedge-iiotset-full_comp_krum_alphainf_adv20_dp0_pers0_mu0.0_seed61_datasetedge-iiotset-full,krum,inf,20,0.0,61,none,20,0.5296076403443412,,306570,krum_alphainf_adv20_mu0.0
dsedge-iiotset-full_comp_bulyan_alpha1.0_adv10_dp0_pers0_mu0.0_seed55_datasetedge-iiotset-full,bulyan,1.0,10,0.0,55,none,20,0.5956893856706873,,306571,bulyan_alpha1.0_adv10_mu0.0
dsedge-iiotset-full_comp_fedavg_alpha0.5_adv30_dp0_pers0_mu0.0_modesign_flip_topk_seed49_datasetedge-iiotset-full,fedavg,0.5,30,0.0,49,sign,20,0.0015224180331898,,306570,fedavg_alpha0.5_adv30_mu0.0
