exp_dir,aggregator,alpha,adv_percent,mu,seed,attack_mode,round,macro_f1,macro_f1_val,n_test_total,config_key
dsedge-iiotset-full_comp_bulyan_alpha0.1_adv0_dp0_pers0_mu0.1_modenone_seed46_datasetedge-iiotset-full,bulyan,0.1,0,0.1,46,none,20,0.3459156898521284,,306570,bulyan_alpha0.1_adv0_mu0.1
dsedge-iiotset-full_comp_fedavg_alpha0.5_adv30_dp0_pers0_mu0.0_modelabel_flip_seed46_datasetedge-iiotset-full,fedavg,0.5,30,0.0,46,label,20,0.549040040369843,,306568,fedavg_alpha0.5_adv30_mu0.0
dsedge-iiotset-full_comp_krum_alpha0.2_adv20_dp0_pers0_mu0.0_seed43_datasetedge-iiotset-full,krum,0.2,20,0.0,43,none,20,0.4929768123106027,,306570,krum_alpha0.2_adv20_mu0.0
dsedge-iiotset-full_comp_fedprox_alpha0.5_adv30_dp0_pers0_mu0.01_modetargeted_label_seed46_datasetedge-iiotset-full,fedprox,0.5,30,0.01,46,targeted,20,0.5501517483332758,,306568,fedprox_alpha0.5_adv30_mu0.01
dsedge-iiotset-full_comp_median_alpha0.2_adv10_dp0_pers0_mu0.0_seed50_datasetedge-iiotset-full,median,0.2,10,0.0,50,none,20,0.5062182045884376,,306568,median_alpha0.2_adv10_mu0.0
dsedge-iiotset-full_comp_bulyan_alpha0.1_adv0_dp0_pers0_mu0.0_seed60_datasetedge-iiotset-full,bulyan,0.1,0,0.0,60,none,20,0.6497735591577213,,306571,bulyan_alpha0.1_adv0_mu0.0
dsedge-iiotset-full_comp_median_alpha0.05_adv20_dp0_pers0_mu0.0_seed42_datasetedge-iiotset-full,median,0.05,20,0.0,42,none,20,0.5440714205828078,,306570,median_alpha0.05_adv20_mu0.0
dsedge-iiotset-full_comp_fedavg_alpha0.05_adv30_dp0_pers0_mu0.0_seed44_datasetedge-iiotset-full,fedavg,0.05,30,0.0,44,none,20,0.2279022388628819,,306570,fedavg_alpha0.05_adv30_mu0.0
dsedge-iiotset-full_comp_bulyan_alpha0.1_adv0_dp0_pers0_mu0.0_seed57_datasetedge-iiotset-full,bulyan,0.1,0,0.0,57,none,20,0.5530057493155198,,306570,bulyan_alpha0.1_adv0_mu0.0
dsedge-iiotset-full_comp_fedprox_alpha0.5_adv0_dp0_pers0_mu0.5_seed47_datasetedge-iiotset-full,fedprox,0.5,0,0.5,47,none,20,0.688711355108644,0.7091024720682662,229934,fedprox_alpha0.5_adv0_mu0.5
dsedge-iiotset-full_comp_krum_alphainf_adv0_dp0_pers0_mu0.1_modenone_seed44_datasetedge-iiotset-full,krum,inf,0,0.1,44,none,20,0.5678606090982725,,306570,krum_alphainf_adv0_mu0.1
dsedge-iiotset-full_comp_median_alpha0.5_adv30_dp0_pers0_mu0.0_modelabel_flip_seed43_datasetedge-iiotset-full,median,0.5,30,0.0,43,label,20,0.6018586970927001,,306570,median_alpha0.5_adv30_mu0.0
dsedge-iiotset-full_comp_fedavg_alpha0.5_adv10_dp0_pers0_mu0.0_seed44_datasetedge-iiotset-full,fedavg,0.5,10,0.0,44,none,20,0.1890417327720294,,306571,fedavg_alpha0.5_adv10_mu0.0
dsedge-iiotset-full_comp_bulyan_alpha0.5_adv10_dp0_pers0_mu0.0_modelabel_flip_seed48_datasetedge-iiotset-full,bulyan,0.5,10,0.0,48,label,20,0.6468575278899508,,306569,bulyan_alpha0.5_adv10_mu0.0
dsedge-iiotset-full_comp_bulyan_alpha1.0_adv0_dp0_pers0_mu0.0_seed46_datasetedge-iiotset-full,bulyan,1.0,0,0.0,46,none,20,0.6868987214011602,,306571,bulyan_alpha1.0_adv0_mu0.0
dsedge-iiotset-full_comp_bulyan_alpha0.2_adv0_dp0_pers0_mu0.0_seed59_datasetedge-iiotset-full,bulyan,0.2,0,0.0,59,none,20,0.6589946573991394,,306569,bulyan_alpha0.2_adv0_mu0.0
dsedge-iiotset-full_comp_median_alpha0.02_adv30_dp0_pers0_mu0.0_seed50_datasetedge-iiotset-full,median,0.02,30,0.0,50,none,20,0.2770990506055016,,306569,median_alpha0.02_adv30_mu0.0
dsedge-iiotset-full_comp_fedavg_alpha0.02_adv20_dp0_pers0_mu0.0_seed56_datasetedge-iiotset-full,fedavg,0.02,20,0.0,56,none,20,0.3562309581522876,,306570,fedavg_alpha0.02_adv20_mu0.0
dsedge-iiotset-full_comp_fedavg_alpha0.5_adv10_dp0_pers0_mu0.0_modetargeted_label_seed42_datasetedge-iiotset-full,fedavg,0.5,10,0.0,42,targeted,20,0.6739972317877594,,306568,fedavg_alpha0.5_adv10_mu0.0
dsedge-iiotset-full_comp_median_alpha0.1_adv10_dp0_pers0_mu0.0_seed48_datasetedge-iiotset-full,median,0.1,10,0.0,48,none,20,0.576174637169691,,306570,median_alpha0.1_adv10_mu0.0
dsedge-iiotset-full_comp_bulyan_alpha0.05_adv10_dp0_pers0_mu0.0_seed49_datasetedge-iiotset-full,bulyan,0.05,10,0.0,49,none,20,0.5178253789918619,,306572,bulyan_alpha0.05_adv10_mu0.0
dsedge-iiotset-full_comp_krum_alpha0.5_adv30_dp0_pers0_mu0.0_seed51_datasetedge-iiotset-full,krum,0.5,30,0.0,51,none,20,0.3261763740810116,,306570,krum_alpha0.5_adv30_mu0.0
dsedge-iiotset-full_comp_krum_alpha0.5_adv0_dp0_pers0_mu0.0_seed48_datasetedge-iiotset-full,krum,0.5,0,0.0,48,none,20,0.6260122729284152,,306569,krum_alpha0.5_adv0_mu0.0
dsedge-iiotset-full_comp_fedavg_alpha0.02_adv20_dp0_pers0_mu0.0_seed61_datasetedge-iiotset-full,fedavg,0.02,20,0.0,61,none,20,0.1861177617789449,,306569,fedavg_alpha0.02_adv20_mu0.0
dsedge-iiotset-full_comp_krum_alpha0.02_adv0_dp0_pers0_mu0.0_seed53_datasetedge-iiotset-full,krum,0.02,0,0.0,53,none,20,0.3288591664561169,,306570,krum_alpha0.02_adv0_mu0.0
dsedge-iiotset-full_comp_fedavg_alpha0.05_adv0_dp0_pers0_mu0.0_seed61_datasetedge-iiotset-full,fedavg,0.05,0,0.0,61,none,20,0.5599730534245915,,306570,fedavg_alpha0.05_adv0_mu0.0
dsedge-iiotset-full_comp_krum_alpha0.5_adv30_dp0_pers0_mu0.0_modetargeted_label_seed48_datasetedge-iiotset-full,krum,0.5,30,0.0,48,targeted,20,0.3930739591117815,,306569,krum_alpha0.5_adv30_mu0.0
dsedge-iiotset-full_comp_median_alpha0.5_adv30_dp0_pers0_mu0.0_seed57_datasetedge-iiotset-full,median,0.5,30,0.0,57,none,20,0.4462914895483587,,306571,median_alpha0.5_adv30_mu0.0
dsedge-iiotset-full_comp_median_alpha0.02_adv0_dp0_pers0_mu0.0_seed55_datasetedge-iiotset-full,median,0.02,0,0.0,55,none,20,0.2749668747117144,,306570,median_alpha0.02_adv0_mu0.0
dsedge-iiotset-full_comp_fedavg_alpha0.5_adv20_dp0_pers0_mu0.0_seed51_datasetedge-iiotset-full,fedavg,0.5,20,0.0,51,none,20,0.0030857413137061,,306570,fedavg_alpha0.5_adv20_mu0.0
dsedge-iiotset-full_comp_fedavg_alpha0.05_adv0_dp0_pers0_mu0.0_seed56_datasetedge-iiotset-full,fedavg,0.05,0,0.0,56,none,20,0.5508499487602102,,306569,fedavg_alpha0.05_adv0_mu0.0
dsedge-iiotset-full_comp_krum_alpha1.0_adv10_dp0_pers0_mu0.0_seed59_datasetedge-iiotset-full,krum,1.0,10,0.0,59,none,20,0.5352189625468451,,306572,krum_alpha1.0_adv10_mu0.0
dsedge-iiotset-full_comp_fedavg_alpha0.02_adv10_dp0_pers0_mu0.0_seed43_datasetedge-iiotset-full,fedavg,0.02,10,0.0,43,none,20,0.2002116706091941,,306572,fedavg_alpha0.02_adv10_mu0.0
dsedge-iiotset-full_comp_median_alpha0.5_adv30_dp0_pers0_mu0.0_seed60_datasetedge-iiotset-full,median,0.5,30,0.0,60,none,20,0.5899668792648706,,306570,median_alpha0.5_adv30_mu0.0
dsedge-iiotset-full_comp_fedprox_alphainf_adv20_dp0_pers0_mu0.05_modetargeted_label_seed42_datasetedge-iiotset-full,fedprox,inf,20,0.05,42,targeted,20,0.4731901035724956,,306570,fedprox_alphainf_adv20_mu0.05
dsedge-iiotset-full_comp_fedavg_alpha0.2_adv30_dp0_pers0_mu0.0_seed43_datasetedge-iiotset-full,fedavg,0.2,30,0.0,43,none,20,0.3146907746813569,,306570,fedavg_alpha0.2_adv30_mu0.0
dsedge-iiotset-full_comp_krum_alpha0.02_adv10_dp0_pers0_mu0.0_seed58_datasetedge-iiotset-full,krum,0.02,10,0.0,58,none,20,0.1924361425203925,,306570,krum_alpha0.02_adv10_mu0.0
dsedge-iiotset-full_comp_krum_alpha0.1_adv0_dp0_pers0_mu0.01_modenone_seed43_datasetedge-iiotset-full,krum,0.1,0,0.01,43,none,20,0.3211679867248703,,306568,krum_alpha0.1_adv0_mu0.01
dsedge-iiotset-full_comp_krum_alpha0.2_adv10_dp0_pers0_mu0.0_seed61_datasetedge-iiotset-full,krum,0.2,10,0.0,61,none,20,0.5140693061419758,,306568,krum_alpha0.2_adv10_mu0.0
dsedge-iiotset-full_comp_median_alpha0.05_adv10_dp0_pers0_mu0.0_seed57_datasetedge-iiotset-full,median,0.05,10,0.0,57,none,20,0.3791363325268074,,306570,median_alpha0.05_adv10_mu0.0
dsedge-iiotset-full_comp_median_alphainf_adv30_dp0_pers0_mu0.0_seed58_datasetedge-iiotset-full,median,inf,30,0.0,58,none,20,0.4781635721013503,,306570,median_alphainf_adv30_mu0.0
dsedge-iiotset-full_comp_bulyan_alpha0.05_adv0_dp0_pers0_mu0.0_seed52_datasetedge-iiotset-full,bulyan,0.05,0,0.0,52,none,20,0.4637844801699998,,306570,bulyan_alpha0.05_adv0_mu0.0
dsedge-iiotset-full_comp_krum_alphainf_adv10_dp0_pers0_mu0.01_modetargeted_label_seed43_datasetedge-iiotset-full,krum,inf,10,0.01,43,targeted,20,0.6467932620754554,,306570,krum_alphainf_adv10_mu0.01
dsedge-iiotset-full_comp_median_alpha0.2_adv20_dp0_pers0_mu0.0_seed45_datasetedge-iiotset-full,median,0.2,20,0.0,45,none,20,0.2655694690426458,,306571,median_alpha0.2_adv20_mu0.0
dsedge-iiotset-full_comp_median_alpha0.05_adv10_dp0_pers0_mu0.0_seed60_datasetedge-iiotset-full,median,0.05,10,0.0,60,none,20,0.1670306903764037,,306571,median_alpha0.05_adv10_mu0.0
dsedge-iiotset-full_comp_krum_alpha0.2_adv10_dp0_pers0_mu0.0_seed56_datasetedge-iiotset-full,krum,0.2,10,0.0,56,none,20,0.5322669541319041,,306570,krum_alpha0.2_adv10_mu0.0
dsedge-iiotset-full_comp_median_alpha0.02_adv10_dp0_pers0_mu0.0_seed58_datasetedge-iiotset-full,median,0.02,10,0.0,58,none,20,0.2265329350293403,,306570,median_alpha0.02_adv10_mu0.0
dsedge-iiotset-full_comp_bulyan_alpha1.0_adv0_dp0_pers0_mu0.1_modenone_seed42_datasetedge-iiotset-full,bulyan,1.0,0,0.1,42,none,20,0.5608818567520433,,306568,bulyan_alpha1.0_adv0_mu0.1
dsedge-iiotset-full_comp_fedavg_alpha0.1_adv20_dp0_pers0_mu0.0_seed46_datasetedge-iiotset-full,fedavg,0.1,20,0.0,46,none,20,0.2203250650969163,,306570,fedavg_alpha0.1_adv20_mu0.0
dsedge-iiotset-full_comp_krum_alpha0.05_adv10_dp0_pers0_mu0.0_seed57_datasetedge-iiotset-full,krum,0.05,10,0.0,57,none,20,0.2518834032980204,,306570,krum_alpha0.05_adv10_mu0.0
dsedge-iiotset-full_comp_median_alpha1.0_adv30_dp0_pers0_mu0.0_seed57_datasetedge-iiotset-full,median,1.0,30,0.0,57,none,20,0.4690047431909478,,306571,median_alpha1.0_adv30_mu0.0
dsedge-iiotset-full_comp_krum_alpha0.5_adv10_dp0_pers0_mu0.0_seed59_datasetedge-iiotset-full,krum,0.5,10,0.0,59,none,20,0.616810581378691,,306571,krum_alpha0.5_adv10_mu0.0
dsedge-iiotset-full_comp_krum_alpha0.05_adv10_dp0_pers0_mu0.0_seed60_datasetedge-iiotset-full,krum,0.05,10,0.0,60,none,20,0.1087712896284457,,306571,krum_alpha0.05_adv10_mu0.0
dsedge-iiotset-full_comp_median_alpha1.0_adv30_dp0_pers0_mu0.0_seed60_datasetedge-iiotset-full,median,1.0,30,0.0,60,none,20,0.4412785751844326,,306570,median_alpha1.0_adv30_mu0.0
dsedge-iiotset-full_comp_fedprox_alphainf_adv30_dp0_pers0_mu0.1_modetargeted_label_seed42_datasetedge-iiotset-full,fedprox,inf,30,0.1,42,targeted,20,0.3713884921535558,,306570,fedprox_alphainf_adv30_mu0.1
dsedge-iiotset-full_comp_krum_alphainf_adv0_dp0_pers0_mu0.0_seed49_datasetedge-iiotset-full,krum,inf,0,0.0,49,none,20,0.688206043980309,,306570,krum_alphainf_adv0_mu0.0
dsedge-iiotset-full_comp_fedavg_alpha1.0_adv20_dp0_pers0_mu0.0_seed51_datasetedge-iiotset-full,fedavg,1.0,20,0.0,51,none,20,0.2124545212212453,,306569,fedavg_alpha1.0_adv20_mu0.0
dsedge-iiotset-full_comp_bulyan_alpha0.5_adv10_dp0_pers0_mu0.0_modesign_flip_topk_seed45_datasetedge-iiotset-full,bulyan,0.5,10,0.0,45,sign,20,0.410490470528043,,306571,bulyan_alpha0.5_adv10_mu0.0
dsedge-iiotset-full_comp_median_alpha0.2_adv30_dp0_pers0_mu0.0_seed58_datasetedge-iiotset-full,median,0.2,30,0.0,58,none,20,0.5807392466768848,,306570,median_alpha0.2_adv30_mu0.0
dsedge-iiotset-full_comp_median_alphainf_adv20_dp0_pers0_mu0.0_seed45_datasetedge-iiotset-full,median,inf,20,0.0,45,none,20,0.5518594526972443,,306570,median_alphainf_adv20_mu0.0
dsedge-iiotset-full_comp_krum_alphainf_adv10_dp0_pers0_mu0.0_seed56_datasetedge-iiotset-full,krum,inf,10,0.0,56,none,20,0.6276180974519909,,306570,krum_alphainf_adv10_mu0.0
dsedge-iiotset-full_comp_fedprox_alpha0.1_adv0_dp0_pers0_mu0.02_seed46_datasetedge-iiotset-full,fedprox,0.1,0,0.02,46,none,20,0.0,0.0,0,fedprox_alpha0.1_adv0_mu0.02
dsedge-iiotset-full_comp_median_alpha0.2_adv0_dp0_pers0_mu0.0_seed43_datasetedge-iiotset-full,median,0.2,0,0.0,43,none,20,0.6639170005433294,,306570,median_alpha0.2_adv0_mu0.0
dsedge-iiotset-full_comp_fedprox_alphainf_adv0_dp0_pers0_mu0.5_seed46_datasetedge-iiotset-full,fedprox,inf,0,0.5,46,none,20,0.7207581467767049,0.7218434309072459,229930,fedprox_alphainf_adv0_mu0.5
dsedge-iiotset-full_comp_fedavg_alphainf_adv30_dp0_pers0_mu0.0_seed43_datasetedge-iiotset-full,fedavg,inf,30,0.0,43,none,20,0.0389416170526262,,306570,fedavg_alphainf_adv30_mu0.0
dsedge-iiotset-full_comp_krum_alphainf_adv10_dp0_pers0_mu0.0_seed61_datasetedge-iiotset-full,krum,inf,10,0.0,61,none,20,0.6327142732782416,,306570,krum_alphainf_adv10_mu0.0
dsedge-iiotset-full_comp_krum_alpha0.5_adv20_dp0_pers0_mu0.0_modesign_flip_topk_seed43_datasetedge-iiotset-full,krum,0.5,20,0.0,43,sign,20,0.5884926124602242,,306570,krum_alpha0.5_adv20_mu0.0
dsedge-iiotset-full_comp_krum_alpha0.02_adv30_dp0_pers0_mu0.0_seed50_datasetedge-iiotset-full,krum,0.02,30,0.0,50,none,20,0.3147691542681152,,306569,krum_alpha0.02_adv30_mu0.0
dsedge-iiotset-full_comp_fedprox_alpha0.5_adv10_dp0_pers0_mu0.1_modegrad_ascent_seed43_datasetedge-iiotset-full,fedprox,0.5,10,0.1,43,grad,20,0.4842505904838953,,306570,fedprox_alpha0.5_adv10_mu0.1
dsedge-iiotset-full_comp_fedavg_alpha0.05_adv20_dp0_pers0_mu0.0_seed59_datasetedge-iiotset-full,fedavg,0.05,20,0.0,59,none,20,0.3163548850204619,,306570,fedavg_alpha0.05_adv20_mu0.0
dsedge-iiotset-full_comp_bulyan_alpha0.1_adv10_dp0_pers0_mu0.0_seed60_datasetedge-iiotset-full,bulyan,0.1,10,0.0,60,none,20,0.2595770818523257,,306571,bulyan_alpha0.1_adv10_mu0.0
dsedge-iiotset-full_comp_median_alpha0.5_adv10_dp0_pers0_mu0.0_modetargeted_label_seed46_datasetedge-iiotset-full,median,0.5,10,0.0,46,targeted,20,0.6506072521969027,,306568,median_alpha0.5_adv10_mu0.0
dsedge-iiotset-full_comp_fedprox_alpha0.1_adv20_dp0_pers0_mu0.01_modetargeted_label_seed46_datasetedge-iiotset-full,fedprox,0.1,20,0.01,46,targeted,20,0.3850778521487342,,306570,fedprox_alpha0.1_adv20_mu0.01
dsedge-iiotset-full_comp_median_alpha0.5_adv20_dp0_pers0_mu0.0_modesign_flip_topk_seed45_datasetedge-iiotset-full,median,0.5,20,0.0,45,sign,20,0.3743923784897547,,306571,median_alpha0.5_adv20_mu0.0
dsedge-iiotset-full_comp_median_alpha0.5_adv10_dp0_pers0_mu0.0_modesign_flip_topk_seed50_datasetedge-iiotset-full,median,0.5,10,0.0,50,sign,20,0.5559442381397304,,306569,median_alpha0.5_adv10_mu0.0
dsedge-iiotset-full_comp_fedavg_alpha0.2_adv0_dp0_pers0_mu0.0_seed54_datasetedge-iiotset-full,fedavg,0.2,0,0.0,54,none,20,0.6914583392762549,,306570,fedavg_alpha0.2_adv0_mu0.0
dsedge-iiotset-full_comp_bulyan_alpha0.1_adv10_dp0_pers0_mu0.0_seed57_datasetedge-iiotset-full,bulyan,0.1,10,0.0,57,none,20,0.5222050525527328,,306570,bulyan_alpha0.1_adv10_mu0.0
dsedge-iiotset-full_comp_bulyan_alpha0.5_adv0_dp0_pers0_mu0.01_modenone_seed45_datasetedge-iiotset-full,bulyan,0.5,0,0.01,45,none,20,0.6841661568487641,,306571,bulyan_alpha0.5_adv0_mu0.01
dsedge-iiotset-full_comp_bulyan_alpha0.02_adv10_dp0_pers0_mu0.0_seed46_datasetedge-iiotset-full,bulyan,0.02,10,0.0,46,none,20,0.2763355719486682,,306570,bulyan_alpha0.02_adv10_mu0.0
dsedge-iiotset-full_comp_krum_alpha0.5_adv20_dp0_pers0_mu0.0_modelabel_flip_seed42_datasetedge-iiotset-full,krum,0.5,20,0.0,42,label,20,0.5409443142512078,,306568,krum_alpha0.5_adv20_mu0.0
dsedge-iiotset-full_comp_krum_alphainf_adv20_dp0_pers0_mu0.0_seed43_datasetedge-iiotset-full,krum,inf,20,0.0,43,none,20,0.5504067092294613,,306570,krum_alphainf_adv20_mu0.0
dsedge-iiotset-full_comp_median_alphainf_adv10_dp0_pers0_mu0.0_seed50_datasetedge-iiotset-full,median,inf,10,0.0,50,none,20,0.6445553993499961,,306570,median_alphainf_adv10_mu0.0
dsedge-iiotset-full_comp_fedprox_alphainf_adv30_dp0_pers0_mu0.01_modegrad_ascent_seed45_datasetedge-iiotset-full,fedprox,inf,30,0.01,45,grad,20,0.0399576115399249,,306570,fedprox_alphainf_adv30_mu0.01
dsedge-iiotset-full_comp_krum_alpha0.2_adv0_dp0_pers0_mu0.0_seed50_datasetedge-iiotset-full,krum,0.2,0,0.0,50,none,20,0.6100000473658312,,306568,krum_alpha0.2_adv0_mu0.0
dsedge-iiotset-full_comp_krum_alpha0.1_adv30_dp0_pers0_mu0.0_seed46_datasetedge-iiotset-full,krum,0.1,30,0.0,46,none,20,0.3179589997321778,,306570,krum_alpha0.1_adv30_mu0.0
dsedge-iiotset-full_comp_krum_alpha0.5_adv10_dp0_pers0_mu0.0_modelabel_flip_seed46_datasetedge-iiotset-full,krum,0.5,10,0.0,46,label,20,0.5607408975686612,,306568,krum_alpha0.5_adv10_mu0.0
dsedge-iiotset-full_comp_fedavg_alpha1.0_adv10_dp0_pers0_mu0.0_seed44_datasetedge-iiotset-full,fedavg,1.0,10,0.0,44,none,20,0.4163221860791125,,306570,fedavg_alpha1.0_adv10_mu0.0
dsedge-iiotset-full_comp_krum_alpha0.05_adv20_dp0_pers0_mu0.0_seed42_datasetedge-iiotset-full,krum,0.05,20,0.0,42,none,20,0.3512137305058053,,306570,krum_alpha0.05_adv20_mu0.0
dsedge-iiotset-full_comp_krum_alphainf_adv30_dp0_pers0_mu0.01_modelabel_flip_seed45_datasetedge-iiotset-full,krum,inf,30,0.01,45,label,20,0.5087408646377578,,306570,krum_alphainf_adv30_mu0.01
dsedge-iiotset-full_comp_fedavg_alpha0.1_adv10_dp0_pers0_mu0.0_seed53_datasetedge-iiotset-full,fedavg,0.1,10,0.0,53,none,20,0.3235903424345097,,306571,fedavg_alpha0.1_adv10_mu0.0
dsedge-iiotset-full_comp_krum_alpha1.0_adv30_dp0_pers0_mu0.0_seed51_datasetedge-iiotset-full,krum,1.0,30,0.0,51,none,20,0.4839829139919304,,306569,krum_alpha1.0_adv30_mu0.0
dsedge-iiotset-full_comp_fedprox_alphainf_adv20_dp0_pers0_mu0.1_modelabel_flip_seed43_datasetedge-iiotset-full,fedprox,inf,20,0.1,43,label,20,0.5178182296766115,,306570,fedprox_alphainf_adv20_mu0.1
dsedge-iiotset-full_comp_fedavg_alpha0.02_adv30_dp0_pers0_mu0.0_seed55_datasetedge-iiotset-full,fedavg,0.02,30,0.0,55,none,20,0.1052372427178289,,306570,fedavg_alpha0.02_adv30_mu0.0
dsedge-iiotset-full_comp_median_alpha0.02_adv20_dp0_pers0_mu0.0_seed53_datasetedge-iiotset-full,median,0.02,20,0.0,53,none,20,0.3192482923270066,,306570,median_alpha0.02_adv20_mu0.0
dsedge-iiotset-full_comp_fedprox_alpha1.0_adv30_dp0_pers0_mu0.1_modetargeted_label_seed43_datasetedge-iiotset-full,fedprox,1.0,30,0.1,43,targeted,20,0.3466359835171017,,306569,fedprox_alpha1.0_adv30_mu0.1
dsedge-iiotset-full_comp_krum_alpha0.05_adv0_dp0_pers0_mu0.0_seed55_datasetedge-iiotset-full,krum,0.05,0,0.0,55,none,20,0.2909475949522982,,306570,krum_alpha0.05_adv0_mu0.0
dsedge-iiotset-full_comp_krum_alpha0.5_adv20_dp0_pers0_mu0.0_seed52_datasetedge-iiotset-full,krum,0.5,20,0.0,52,none,20,0.5115730470826826,,306571,krum_alpha0.5_adv20_mu0.0
dsedge-iiotset-full_comp_bulyan_alpha0.2_adv10_dp0_pers0_mu0.0_seed51_datasetedge-iiotset-full,bulyan,0.2,10,0.0,51,none,20,0.5479636539688242,,306571,bulyan_alpha0.2_adv10_mu0.0
dsedge-iiotset-full_comp_krum_alpha1.0_adv0_dp0_pers0_mu0.0_seed51_datasetedge-iiotset-full,krum,1.0,0,0.0,51,none,20,0.6602877898809778,,306569,krum_alpha1.0_adv0_mu0.0
dsedge-iiotset-full_comp_krum_alpha0.1_adv30_dp0_pers0_mu0.0_seed58_datasetedge-iiotset-full,krum,0.1,30,0.0,58,none,20,0.2211327492633371,,306569,krum_alpha0.1_adv30_mu0.0
dsedge-iiotset-full_comp_bulyan_alpha0.02_adv10_dp0_pers0_mu0.0_seed58_datasetedge-iiotset-full,bulyan,0.02,10,0.0,58,none,20,0.2287149669592843,,306570,bulyan_alpha0.02_adv10_mu0.0
dsedge-iiotset-full_comp_bulyan_alpha0.1_adv10_dp0_pers0_mu0.0_seed49_datasetedge-iiotset-full,bulyan,0.1,10,0.0,49,none,20,0.5943882127249461,,306569,bulyan_alpha0.1_adv10_mu0.0
dsedge-iiotset-full_comp_fedavg_alpha1.0_adv0_dp0_pers0_mu0.0_seed55_datasetedge-iiotset-full,fedavg,1.0,0,0.0,55,none,20,0.698810440202507,,306571,fedavg_alpha1.0_adv0_mu0.0
dsedge-iiotset-full_comp_fedavg_alpha1.0_adv0_dp0_pers0_mu0.0_seed43,fedavg,1.0,0,0.0,43,none,15,0.0,0.0,0,fedavg_alpha1.0_adv0_mu0.0
dsedge-iiotset-full_comp_fedavg_alpha0.05_adv20_dp0_pers0_mu0.0_seed47_datasetedge-iiotset-full,fedavg,0.05,20,0.0,47,none,20,0.1069033065185595,,306568,fedavg_alpha0.05_adv20_mu0.0
dsedge-iiotset-full_comp_median_alphainf_adv0_dp0_pers0_mu0.0_seed44_datasetedge-iiotset-full,median,inf,0,0.0,44,none,20,0.6522854176301627,,306570,median_alphainf_adv0_mu0.0
dsedge-iiotset-full_comp_fedavg_alpha0.2_adv10_dp0_pers0_mu0.0_seed55_datasetedge-iiotset-full,fedavg,0.2,10,0.0,55,none,20,0.0019308062243795,,306569,fedavg_alpha0.2_adv10_mu0.0
dsedge-iiotset-full_comp_krum_alpha1.0_adv20_dp0_pers0_mu0.01_modegrad_ascent_seed44_datasetedge-iiotset-full,krum,1.0,20,0.01,44,grad,20,0.5925636295042005,,306570,krum_alpha1.0_adv20_mu0.01
dsedge-iiotset-full_comp_fedprox_alphainf_adv0_dp0_pers0_mu0.01_seed45_datasetedge-iiotset-full,fedprox,inf,0,0.01,45,none,20,0.0,0.0,0,fedprox_alphainf_adv0_mu0.01
dsedge-iiotset-full_comp_fedavg_alpha0.5_adv30_dp0_pers0_mu0.0_modesign_flip_topk_seed42_datasetedge-iiotset-full,fedavg,0.5,30,0.0,42,sign,20,0.050318460855472,,306568,fedavg_alpha0.5_adv30_mu0.0
dsedge-iiotset-full_comp_fedprox_alpha0.1_adv20_dp0_pers0_mu0.1_modesign_flip_topk_seed43_datasetedge-iiotset-full,fedprox,0.1,20,0.1,43,sign,20,0.2542125541597939,,306568,fedprox_alpha0.1_adv20_mu0.1
dsedge-iiotset-full_comp_fedavg_alpha0.05_adv10_dp0_pers0_mu0.0_seed52_datasetedge-iiotset-full,fedavg,0.05,10,0.0,52,none,20,0.3160347943462092,,306570,fedavg_alpha0.05_adv10_mu0.0
dsedge-iiotset-full_comp_median_alpha1.0_adv0_dp0_pers0_mu0.0_seed42_datasetedge-iiotset-full,median,1.0,0,0.0,42,none,20,0.687508038432994,,306568,median_alpha1.0_adv0_mu0.0
dsedge-iiotset-full_comp_krum_alpha0.5_adv10_dp0_pers0_mu0.0_modesign_flip_topk_seed48_datasetedge-iiotset-full,krum,0.5,10,0.0,48,sign,20,0.6128152556790156,,306569,krum_alpha0.5_adv10_mu0.0
dsedge-iiotset-full_comp_median_alpha0.2_adv30_dp0_pers0_mu0.0_seed46_datasetedge-iiotset-full,median,0.2,30,0.0,46,none,20,0.4585976694756383,,306568,median_alpha0.2_adv30_mu0.0
dsedge-iiotset-full_comp_fedavg_alphainf_adv0_dp0_pers0_mu0.0_seed53_datasetedge-iiotset-full,fedavg,inf,0,0.0,53,none,20,0.7119786559242948,,306570,fedavg_alphainf_adv0_mu0.0
dsedge-iiotset-full_comp_bulyan_alpha0.02_adv0_dp0_pers0_mu0.0_seed54_datasetedge-iiotset-full,bulyan,0.02,0,0.0,54,none,20,0.4624792984764674,,306570,bulyan_alpha0.02_adv0_mu0.0
dsedge-iiotset-full_comp_krum_alphainf_adv10_dp0_pers0_mu0.0_seed48_datasetedge-iiotset-full,krum,inf,10,0.0,48,none,20,0.6238776024863674,,306570,krum_alphainf_adv10_mu0.0
dsedge-iiotset-full_comp_median_alpha0.5_adv20_dp0_pers0_mu0.0_seed54_datasetedge-iiotset-full,median,0.5,20,0.0,54,none,20,0.5134970244297278,,306569,median_alpha0.5_adv20_mu0.0
dsedge-iiotset-full_comp_median_alpha0.05_adv0_dp0_pers0_mu0.0_seed53_datasetedge-iiotset-full,median,0.05,0,0.0,53,none,20,0.4606036695827396,,306570,median_alpha0.05_adv0_mu0.0
