experiment,aggregation,alpha,seed,mu,dataset,num_clients,num_rounds,final_round,num_clients_reporting,macro_f1_mean,macro_f1_std,macro_f1_min,macro_f1_max,acc_mean,acc_std
dsedge-iiotset-nightly_comp_bulyan_alpha1.0_adv0_dp0_pers0_mu0.0_seed43,bulyan,1.0,43,0.0,edge-iiotset-nightly,6,15,15,6,0.6789139867660706,0.036990074001260184,0.616883461255305,0.7235661888766731,0.9635708649973008,0.002274529313543208
dsedge-iiotset-nightly_p0b1bacd1_comp_fedavg_alpha1.0_adv0_dp0_pers0_mu0.0_seed47_datasetedge-iiotset-nightly,fedavg,1.0,47,0.0,edge-iiotset-nightly,6,20,20,6,0.7142699242694494,0.033917657454304695,0.6620600158372841,0.7450335144728034,0.965498641107031,0.002130248038487158
dsedge-iiotset-nightly_p0b1bacd1_comp_bulyan_alpha1.0_adv0_dp0_pers0_mu0.0_seed43_datasetedge-iiotset-nightly,bulyan,1.0,43,0.0,edge-iiotset-nightly,6,20,20,6,0.6974549389651701,0.02117743624025174,0.6615748372347791,0.7206270003418916,0.9642953465695733,0.003327022920110234
dsedge-iiotset-nightly_comp_fedprox_alpha0.05_adv0_dp0_pers0_mu0.05_seed44,unknown,0.05,44,0.05,edge-iiotset-nightly,6,15,15,6,0.3711651701411973,0.06135492410957068,0.29572510678482977,0.46256536774464135,0.9793231500110838,0.02267205550286625
dsedge-iiotset-nightly_p0b1bacd1_comp_bulyan_alpha1.0_adv0_dp0_pers0_mu0.0_seed46_datasetedge-iiotset-nightly,bulyan,1.0,46,0.0,edge-iiotset-nightly,6,20,20,6,0.7115242271962144,0.03201557357703715,0.6737360892145682,0.7671809569179915,0.9671894773967344,0.0020942107685071425
dsedge-iiotset-nightly_comp_fedprox_alpha0.2_adv0_dp0_pers0_mu0.01_seed44,unknown,0.2,44,0.01,edge-iiotset-nightly,6,15,15,6,0.6133375504463732,0.057091337407479084,0.5086881110393765,0.6601910833505158,0.9755818169813568,0.03075789342365206
dsedge-iiotset-nightly_comp_fedavg_alpha0.05_adv0_dp0_pers0_mu0.0_seed43,fedavg,0.05,43,0.0,edge-iiotset-nightly,6,15,15,6,0.47991822460585815,0.08241140712380692,0.3652600217326586,0.5849994461522079,0.9732047349724976,0.03379703121739817
dsedge-iiotset-nightly_comp_fedprox_alpha0.2_adv0_dp0_pers0_mu0.1_seed43,unknown,0.2,43,0.1,edge-iiotset-nightly,6,15,15,6,0.46436955883172903,0.05410298552357597,0.38125554400280487,0.5275770319773768,0.9841190612064367,0.00980867577642298
dsedge-iiotset-nightly_comp_fedavg_alpha0.05_adv0_dp0_pers0_mu0.0_seed45,fedavg,0.05,45,0.0,edge-iiotset-nightly,6,15,15,6,0.4357122109326455,0.05206556950070545,0.3743925626003024,0.5085021467781288,0.987670410507552,0.022784321772978556
dsedge-iiotset-nightly_comp_fedprox_alpha0.1_adv0_dp0_sigma0.0_pers0_mu0.05_cf1.0_le1_idx21_seed48,unknown,0.1,48,0.05,edge-iiotset-nightly,6,15,15,6,0.48745761024721007,0.05273613788429004,0.4168936250008812,0.5542081652295276,0.9499954613345322,0.061560058741672474
dsedge-iiotset-nightly_comp_fedavg_alpha0.05_adv0_dp0_pers0_mu0.0_seed44,fedavg,0.05,44,0.0,edge-iiotset-nightly,6,15,15,6,0.5010310875131263,0.08917220219821671,0.3976815815113825,0.6259086689731872,0.9829038174241845,0.021430919913769535
dsedge-iiotset-nightly_comp_bulyan_alpha0.1_adv0_dp0_sigma0.0_pers0_mu0.0_cf1.0_le1_idx5_seed47,bulyan,0.1,47,0.0,edge-iiotset-nightly,6,15,15,6,0.5550388307276624,0.05229472592701247,0.4916458051896427,0.6168675812564924,0.959849867029152,0.05311336486051699
dsedge-iiotset-nightly_comp_fedprox_alpha0.2_adv0_dp0_sigma0.0_pers0_mu0.05_cf1.0_le1_idx37_seed49,unknown,0.2,49,0.05,edge-iiotset-nightly,6,15,15,6,0.5844349700622193,0.036347362409689665,0.5431650083314274,0.6255586094455772,0.9626608872478479,0.023286127882840756
dsedge-iiotset-nightly_comp_fedprox_alpha0.1_adv0_dp0_sigma0.0_pers0_mu0.0_cf1.0_le1_idx16_seed48,unknown,0.1,48,0.0,edge-iiotset-nightly,6,15,15,6,0.5992805762936325,0.03394454638527764,0.5631620676227136,0.659499369570636,0.9653914854301366,0.034809699787714664
dsedge-iiotset-nightly_comp_krum_alpha1.0_adv0_dp0_pers0_mu0.0_seed46,krum,1.0,46,0.0,edge-iiotset-nightly,6,15,15,6,0.6752663261428015,0.03227336494419404,0.6374688109175958,0.7177711522758928,0.9643598687762136,0.0012804551144873124
dsedge-iiotset-nightly_comp_fedprox_alpha0.2_adv0_dp0_pers0_mu0.1_seed44,unknown,0.2,44,0.1,edge-iiotset-nightly,6,15,15,6,0.4704542928367166,0.04166534235560846,0.4276753594076867,0.5446903355313253,0.9645974617475601,0.03977947353660181
dsedge-iiotset-full_comp_median_alpha1.0_adv0_dp0_pers0_mu0.0_seed42,median,1.0,42,0.0,edge-iiotset-full,6,15,15,6,0.6757009162217774,0.030946874390750473,0.647610361412222,0.7306087620054739,0.9607137032325407,0.0048538880208178
dsedge-iiotset-nightly_comp_fedavg_alpha0.5_adv0_dp1_pers3_mu0.0_seed50,fedavg,0.5,50,0.0,edge-iiotset-nightly,6,15,15,6,0.6753560868507803,0.06511958458367355,0.6064495318658565,0.7541914878902763,0.9703156516391436,0.023817609181356825
dsedge-iiotset-nightly_p0b1bacd1_comp_bulyan_alpha1.0_adv0_dp0_pers0_mu0.0_seed47_datasetedge-iiotset-nightly,bulyan,1.0,47,0.0,edge-iiotset-nightly,6,20,20,6,0.6913867875687462,0.030035645806795346,0.6553364589335751,0.7288837113873875,0.9628223480840646,0.006928298055928329
dsedge-iiotset-nightly_comp_fedavg_alpha0.5_adv0_dp1_pers0_mu0.0_seed42,fedavg,0.5,42,0.0,edge-iiotset-nightly,6,15,15,6,0.5958592309547799,0.0783022904630099,0.5008493737218453,0.6871375250865506,0.9577677628270574,0.035463757456107026
dsedge-iiotset-nightly_comp_fedprox_alphainf_adv0_dp0_pers0_mu0.01_seed43,unknown,,43,0.01,edge-iiotset-nightly,6,15,15,6,0.6765033433966887,0.027605377395496837,0.6547641088312868,0.7137126467719676,0.9627091898176986,0.0018623148763820903
dsedge-iiotset-nightly_comp_fedprox_alpha0.05_adv0_dp0_sigma0.0_pers0_mu0.05_cf1.0_le1_idx9_seed51,unknown,0.05,51,0.05,edge-iiotset-nightly,6,15,15,6,0.38153157351830236,0.07188877815590068,0.28862813638868307,0.4905354954373396,0.9759639898061142,0.046088316431005846
dsedge-iiotset-nightly_comp_median_alpha1.0_adv0_dp0_pers0_mu0.0_seed46,median,1.0,46,0.0,edge-iiotset-nightly,6,15,15,6,0.6831750735506474,0.025906373912754275,0.6568396704661478,0.727303557034923,0.9643806320335534,0.004127968460349894
dsedge-iiotset-nightly_comp_fedprox_alpha0.1_adv0_dp0_pers0_mu0.05_seed46,unknown,0.1,46,0.05,edge-iiotset-nightly,6,15,15,6,0.4744340915412552,0.0771933066140144,0.37916534987264483,0.5883110332114331,0.9820245959041662,0.020472307980225275
dsedge-iiotset-nightly_comp_fedprox_alpha0.2_adv0_dp0_pers0_mu0.01_seed43,unknown,0.2,43,0.01,edge-iiotset-nightly,6,15,15,6,0.6356120830546246,0.027827140302905,0.5992107951395276,0.6765299788552315,0.9856109589204651,0.012016897256599721
dsedge-iiotset-nightly_comp_fedprox_alpha0.5_adv0_dp0_pers0_mu0.01_seed46,unknown,0.5,46,0.01,edge-iiotset-nightly,6,15,15,6,0.6678860100011295,0.024183288391289852,0.6375037242459989,0.7070611586770175,0.9703911579818371,0.022542925044889504
dsedge-iiotset-nightly_comp_fedprox_alpha1.0_adv0_dp0_pers0_mu0.01_seed42,unknown,1.0,42,0.01,edge-iiotset-nightly,6,15,15,6,0.6956804147983501,0.01691407486369995,0.669252698094123,0.7203488764894477,0.9614683301875445,0.018355237925288405
dsedge-iiotset-nightly_comp_fedavg_alpha0.5_adv0_dp0_pers3_mu0.0_seed48,fedavg,0.5,48,0.0,edge-iiotset-nightly,6,15,15,6,0.667719625616033,0.035715712503443915,0.630445225106692,0.7195248803604923,0.9696283788389277,0.019592390634881437
dsedge-iiotset-nightly_comp_fedprox_alpha0.2_adv0_dp0_pers0_mu0.01_seed42,unknown,0.2,42,0.01,edge-iiotset-nightly,6,15,15,6,0.6065552089558907,0.04125098139827948,0.5689536341729242,0.6775615772521933,0.9711205938416574,0.03946218986661314
dsedge-iiotset-nightly_p0b1bacd1_comp_krum_alpha1.0_adv0_dp0_pers0_mu0.0_seed46_datasetedge-iiotset-nightly,krum,1.0,46,0.0,edge-iiotset-nightly,6,20,20,6,0.6912800966869814,0.014401579563333837,0.6663592920128616,0.7089945679714728,0.9659239434866497,0.0014256756707901625
dsedge-iiotset-nightly_p0b1bacd1_comp_median_alpha1.0_adv0_dp0_pers0_mu0.0_seed47_datasetedge-iiotset-nightly,median,1.0,47,0.0,edge-iiotset-nightly,6,20,20,6,0.7114644888274837,0.03518481070171283,0.6565343555011666,0.7538280605866974,0.9660276757743615,0.0032819492596630503
dsedge-iiotset-nightly_comp_fedprox_alphainf_adv0_dp0_pers0_mu0.1_seed46,unknown,,46,0.1,edge-iiotset-nightly,6,15,15,6,0.5837257386004978,0.01827673067823902,0.5572927166670872,0.6143238843675508,0.9619201860387857,0.003396858747595895
dsedge-iiotset-nightly_p0b1bacd1_comp_fedavg_alpha1.0_adv0_dp0_pers0_mu0.0_seed42_datasetedge-iiotset-nightly,fedavg,1.0,42,0.0,edge-iiotset-nightly,6,20,20,6,0.7021614182760086,0.023018121489964263,0.6694066744002093,0.7289549855784344,0.9644405717723699,0.004669474106068537
dsedge-iiotset-nightly_p0b1bacd1_comp_krum_alpha1.0_adv0_dp0_pers0_mu0.0_seed42_datasetedge-iiotset-nightly,krum,1.0,42,0.0,edge-iiotset-nightly,6,20,20,6,0.6948408290118536,0.02950147428205081,0.6562526467014694,0.7339340812194398,0.9634654882678783,0.0031937956829786764
dsedge-iiotset-nightly_comp_fedprox_alphainf_adv0_dp0_pers0_mu0.1_seed42,unknown,,42,0.1,edge-iiotset-nightly,6,15,15,6,0.5761680121889541,0.026334021193374916,0.545968807929779,0.6210156945597604,0.9594493584153482,0.005643742098106149
dsedge-iiotset-nightly_comp_fedavg_alpha1.0_adv0_dp0_pers3_mu0.0_seed46,fedavg,1.0,46,0.0,edge-iiotset-nightly,12,15,15,12,0.6705897706050937,0.037108830797339724,0.6069139806909747,0.706961945601327,0.9654914663012334,0.0014381936920519803
dsedge-iiotset-nightly_comp_fedprox_alpha0.5_adv0_dp0_pers0_mu0.01_seed45,unknown,0.5,45,0.01,edge-iiotset-nightly,6,15,15,6,0.655676669129323,0.024049546596354127,0.6387373593627224,0.7035123392777015,0.9688072957630808,0.045465889013884896
dsedge-iiotset-nightly_comp_fedprox_alpha0.2_adv0_dp0_sigma0.0_pers0_mu0.0_cf1.0_le1_idx34_seed51,unknown,0.2,51,0.0,edge-iiotset-nightly,6,15,15,6,0.6181872764159673,0.08074832082511967,0.4622768277860023,0.6764684110033774,0.9539122290424603,0.06459294284087687
dsedge-iiotset-nightly_comp_bulyan_alpha0.05_adv0_dp0_sigma0.0_pers0_mu0.0_cf1.0_le1_idx52_seed44,bulyan,0.05,44,0.0,edge-iiotset-nightly,6,15,15,6,0.5813605083326783,0.09226413744478199,0.4531441020400946,0.6931762289548844,0.9836893066429847,0.021978953592746476
dsedge-iiotset-nightly_comp_fedavg_alpha0.5_adv0_dp0_pers0_mu0.0_seed43,fedavg,0.5,43,0.0,edge-iiotset-nightly,6,15,15,6,0.6646971876883239,0.035522298580185546,0.6194430627109158,0.7138879015040637,0.947433155899546,0.04788445192341235
dsedge-iiotset-nightly_comp_fedprox_alpha0.05_adv0_dp0_sigma0.0_pers0_mu0.05_cf1.0_le1_idx7_seed49,unknown,0.05,49,0.05,edge-iiotset-nightly,6,15,15,6,0.4214918052071952,0.04709839926344894,0.3691714485801331,0.4976125862723667,0.9879605829539673,0.012609022499460573
dsedge-iiotset-nightly_comp_fedavg_alpha1.0_adv0_dp0_pers1_mu0.0_seed43,fedavg,1.0,43,0.0,edge-iiotset-nightly,12,15,15,12,0.6899645929735987,0.029734689578554036,0.6472801290043789,0.7393124719184841,0.9655433744445828,0.00319585585662364
dsedge-iiotset-nightly_comp_fedavg_alpha1.0_adv0_dp0_pers1_mu0.0_seed45,fedavg,1.0,45,0.0,edge-iiotset-nightly,12,15,15,12,0.6833803573392185,0.02445472407718271,0.6500071401765264,0.7287136902973684,0.9657717702753208,0.002276851708289176
dsedge-iiotset-nightly_comp_fedprox_alpha0.05_adv0_dp0_pers0_mu0.05_seed46,unknown,0.05,46,0.05,edge-iiotset-nightly,6,15,15,6,0.37847143206922623,0.09410195919326085,0.272130907003482,0.5059203669861455,0.9467409068539405,0.06798479799744336
dsedge-iiotset-nightly_comp_bulyan_alpha0.2_adv0_dp0_sigma0.0_pers0_mu0.0_cf1.0_le1_idx12_seed49,bulyan,0.2,49,0.0,edge-iiotset-nightly,6,15,15,6,0.6457462485168332,0.014841745544113265,0.6230863125852413,0.6692100331677414,0.969086494929458,0.021088350396351263
dsedge-iiotset-nightly_comp_fedavg_alpha1.0_adv0_dp0_pers1_mu0.0_seed42,fedavg,1.0,42,0.0,edge-iiotset-nightly,12,15,15,12,0.6950495106712309,0.03995179275072653,0.6208211998511542,0.7643484174819724,0.9649308583530584,0.00554305796339964
dsedge-iiotset-nightly_comp_fedprox_alpha0.2_adv0_dp0_sigma0.0_pers0_mu0.05_cf1.0_le1_idx39_seed51,unknown,0.2,51,0.05,edge-iiotset-nightly,6,15,15,6,0.5450701637417853,0.06578693210024852,0.4210507674860756,0.605885454312759,0.9440523011482137,0.08706217008730498
dsedge-iiotset-nightly_comp_fedprox_alpha0.05_adv0_dp0_sigma0.0_pers0_mu0.05_cf1.0_le1_idx6_seed48,unknown,0.05,48,0.05,edge-iiotset-nightly,6,15,15,6,0.5169138075360528,0.07004271470957603,0.3863551860961016,0.5934580976064171,0.9637709747944613,0.036719804836155716
dsedge-iiotset-nightly_comp_fedavg_alpha0.5_adv0_dp1_pers5_mu0.0_seed50,fedavg,0.5,50,0.0,edge-iiotset-nightly,6,15,15,6,0.668919571389321,0.06498081831067008,0.5853147510964958,0.7284881559320394,0.9693343236049553,0.024968156762569
dsedge-iiotset-nightly_comp_fedprox_alpha0.5_adv0_dp0_pers0_mu0.05_seed46,unknown,0.5,46,0.05,edge-iiotset-nightly,6,15,15,6,0.6100708299116319,0.02947231979013879,0.5820141908377537,0.6657216902524524,0.9649168602586736,0.023162638075854315
dsedge-iiotset-nightly_comp_fedavg_alphainf_adv0_dp0_pers0_mu0.0_seed46,fedavg,,46,0.0,edge-iiotset-nightly,6,15,15,6,0.6949395050559941,0.032927468967145906,0.6611627807184575,0.7459770368595575,0.9654084132718741,0.0011691023037488791
dsedge-iiotset-nightly_comp_fedprox_alpha0.2_adv0_dp0_pers0_mu0.1_seed45,unknown,0.2,45,0.1,edge-iiotset-nightly,6,15,15,6,0.4799521791310162,0.037297464882334555,0.4298139344492275,0.5217823347565759,0.9630827815316034,0.07011057818435641
dsedge-iiotset-nightly_comp_fedprox_alpha0.2_adv0_dp0_pers0_mu0.05_seed46,unknown,0.2,46,0.05,edge-iiotset-nightly,6,15,15,6,0.513356233852165,0.05252182774434468,0.4195992517469217,0.5581157119403408,0.9569960533795567,0.037557453909120964
dsedge-iiotset-nightly_comp_fedprox_alpha0.1_adv0_dp0_pers0_mu0.1_seed46,unknown,0.1,46,0.1,edge-iiotset-nightly,6,15,15,6,0.4322640058612317,0.07583897050380699,0.3312333264643005,0.5302654759977158,0.9787405660196509,0.021436741678245972
dsedge-iiotset-nightly_comp_fedprox_alphainf_adv0_dp0_pers0_mu0.01_seed44,unknown,,44,0.01,edge-iiotset-nightly,6,15,15,6,0.7087459918892086,0.044095302454653304,0.6534726996129377,0.7664295128917157,0.96475437066567,0.0023648520658968667
dsedge-iiotset-nightly_comp_fedprox_alpha0.1_adv0_dp0_pers0_mu0.1_seed43,unknown,0.1,43,0.1,edge-iiotset-nightly,6,15,15,6,0.41822619226103125,0.05289466915070499,0.3408789503711936,0.46076021850073345,0.9480969565571224,0.0608871430566917
dsedge-iiotset-nightly_comp_fedprox_alpha1.0_adv0_dp0_pers0_mu0.01_seed46_datasetedge-iiotset-nightly,unknown,1.0,46,0.01,edge-iiotset-nightly,6,20,20,6,0.7206841062936338,0.025187503587799448,0.6877974104867943,0.748126547023836,0.9684709937294963,0.0014299087170558103
dsedge-iiotset-nightly_comp_fedavg_alpha0.1_adv0_dp0_pers0_mu0.0_seed42,fedavg,0.1,42,0.0,edge-iiotset-nightly,6,15,15,6,0.5710020769498247,0.08017919718533585,0.44143790849673203,0.6509237297359188,0.9780545674406312,0.03184358854743397
dsedge-iiotset-nightly_comp_fedprox_alpha1.0_adv0_dp0_pers0_mu0.01_seed46,unknown,1.0,46,0.01,edge-iiotset-nightly,6,15,15,6,0.6690661354651107,0.020549215200826122,0.6355090194296292,0.6957280186251237,0.9746733211242047,0.01654429193735076
dsedge-iiotset-nightly_comp_fedprox_alpha0.5_adv0_dp0_sigma0.0_pers0_mu0.05_cf1.0_le1_idx46_seed48,unknown,0.5,48,0.05,edge-iiotset-nightly,6,15,15,6,0.6233042854247441,0.06454597146197977,0.5467588228006671,0.6991772281225183,0.9642611530275601,0.026341491494337562
dsedge-iiotset-nightly_comp_fedprox_alpha0.05_adv0_dp0_pers0_mu0.01_seed42,unknown,0.05,42,0.01,edge-iiotset-nightly,6,15,15,6,0.49356196115674245,0.05259812889007615,0.4303692700714489,0.5785945130100258,0.977603286237574,0.03645270780936674
dsedge-iiotset-nightly_comp_fedprox_alpha0.1_adv0_dp0_sigma0.0_pers0_mu0.1_cf1.0_le1_idx25_seed47,unknown,0.1,47,0.1,edge-iiotset-nightly,6,15,15,6,0.40092654439059633,0.05614350970131334,0.3168751619189223,0.46474192505560113,0.9512865501846517,0.06199048555634391
dsedge-iiotset-nightly_comp_fedprox_alpha1.0_adv0_dp0_pers0_mu0.1_seed42_datasetedge-iiotset-nightly,unknown,1.0,42,0.1,edge-iiotset-nightly,6,20,20,6,0.7009155906341701,0.03402281099933735,0.6477761752051152,0.7397884080043721,0.9656679539886217,0.0028182020510294403
dsedge-iiotset-nightly_comp_bulyan_alpha0.05_adv0_dp0_sigma0.0_pers0_mu0.0_cf1.0_le1_idx3_seed50,bulyan,0.05,50,0.0,edge-iiotset-nightly,6,15,15,6,0.5890445562292389,0.0660628101061621,0.5135599313134752,0.7105314009661837,0.9895115025628602,0.01981671380857267
dsedge-iiotset-nightly_comp_fedavg_alpha0.5_adv0_dp1_pers0_mu0.0_seed50,fedavg,0.5,50,0.0,edge-iiotset-nightly,6,15,15,6,0.6066564236886004,0.06536748744030918,0.5245427404072155,0.6792820486418738,0.9608032629506187,0.02686542945356128
dsedge-iiotset-nightly_comp_bulyan_alpha0.1_adv0_dp0_sigma0.0_pers0_mu0.0_cf1.0_le1_idx6_seed48,bulyan,0.1,48,0.0,edge-iiotset-nightly,6,15,15,6,0.6567537879660956,0.06111588575159009,0.5640342153002842,0.7294466068855546,0.9611160133528381,0.046298861685947525
dsedge-iiotset-nightly_comp_fedprox_alpha0.1_adv0_dp0_pers0_mu0.05_seed44,unknown,0.1,44,0.05,edge-iiotset-nightly,6,15,15,6,0.46751897370287426,0.11184791513716948,0.3199794636455405,0.6480059431681359,0.9791817022456912,0.019226885698613583
dsedge-iiotset-nightly_comp_fedavg_alpha0.5_adv0_dp0_pers0_mu0.0_seed46,fedavg,0.5,46,0.0,edge-iiotset-nightly,6,15,15,6,0.6574691841737637,0.048809436423759546,0.5769276991783308,0.7077678997255238,0.9704364013797159,0.021407191444400127
dsedge-iiotset-nightly_comp_fedprox_alpha0.05_adv0_dp0_pers0_mu0.1_seed42,unknown,0.05,42,0.1,edge-iiotset-nightly,6,15,15,6,0.29787553497774716,0.05108797647948379,0.2542487051103331,0.3868818251938457,0.9694917067575137,0.041056506268842274
dsedge-iiotset-nightly_comp_fedprox_alphainf_adv0_dp0_pers0_mu0.05_seed44,unknown,,44,0.05,edge-iiotset-nightly,6,15,15,6,0.6163271597497364,0.047233630770348124,0.5567863240210518,0.6807982880404194,0.9609339313151447,0.005991410510310297
dsedge-iiotset-nightly_p0b1bacd1_comp_bulyan_alpha1.0_adv0_dp0_pers0_mu0.0_seed50_datasetedge-iiotset-nightly,bulyan,1.0,50,0.0,edge-iiotset-nightly,6,20,20,6,0.7126347321686491,0.012979686785839023,0.6937108319550747,0.7307274210824899,0.9661729009771581,0.0031315126627483292
dsedge-iiotset-nightly_comp_fedprox_alpha0.05_adv0_dp0_pers0_mu0.1_seed45,unknown,0.05,45,0.1,edge-iiotset-nightly,6,15,15,6,0.28053814533445576,0.035781332138129895,0.2453879331510975,0.3274458493057367,0.9853111283894772,0.022737869814557308
dsedge-iiotset-nightly_comp_bulyan_alpha1.0_adv0_dp0_pers0_mu0.0_seed45,bulyan,1.0,45,0.0,edge-iiotset-nightly,6,15,15,6,0.6763719105485493,0.009352598345104374,0.6675116095711231,0.6929016860693122,0.9643287238902039,0.0034465256021512574
dsedge-iiotset-full_comp_fedavg_alpha1.0_adv0_dp0_pers0_mu0.0_seed46,fedavg,1.0,46,0.0,edge-iiotset-full,6,15,15,6,0.6994166854956758,0.014328611292405605,0.680364869158679,0.7244745287136123,0.9637603157517043,0.0028047283410947816
dsedge-iiotset-nightly_comp_median_alpha1.0_adv0_dp0_pers0_mu0.0_seed46_datasetedge-iiotset-nightly,median,1.0,46,0.0,edge-iiotset-nightly,6,20,20,6,0.7011755611693299,0.024047047470999963,0.6691457234944,0.7319567929928902,0.9668306963996511,0.0009452870544459542
dsedge-iiotset-nightly_comp_fedprox_alpha0.5_adv0_dp0_pers0_mu0.01_seed42,unknown,0.5,42,0.01,edge-iiotset-nightly,6,15,15,6,0.6515039355157479,0.04262481531186146,0.5940469457197636,0.7197519993151327,0.9662740628916603,0.03340121759323383
dsedge-iiotset-nightly_comp_krum_alpha1.0_adv0_dp0_pers0_mu0.0_seed45,krum,1.0,45,0.0,edge-iiotset-nightly,6,15,15,6,0.6723858938391754,0.00804743327959063,0.6622484857777099,0.684340647202906,0.9638407873427183,0.0025536527532184724
dsedge-iiotset-nightly_comp_fedavg_alpha0.5_adv0_dp1_pers5_mu0.0_seed47,fedavg,0.5,47,0.0,edge-iiotset-nightly,6,15,15,6,0.6052720135724621,0.0746406119994266,0.49183969815334144,0.6937485785021581,0.9706377857751046,0.0325077546221778
dsedge-iiotset-nightly_comp_fedavg_alpha0.1_adv0_dp0_pers0_mu0.0_seed44,fedavg,0.1,44,0.0,edge-iiotset-nightly,6,15,15,6,0.5643653325655882,0.08836376666647952,0.3959077107980763,0.6571468358680234,0.9829151426030877,0.016426720438548724
dsedge-iiotset-nightly_comp_fedprox_alpha1.0_adv0_dp0_pers0_mu0.1_seed45_datasetedge-iiotset-nightly,unknown,1.0,45,0.1,edge-iiotset-nightly,6,20,20,6,0.6918542038179955,0.03280868324369579,0.6485571215254551,0.7331096681222085,0.9662077986794568,0.003655884308304021
dsedge-iiotset-nightly_comp_fedprox_alpha0.1_adv0_dp0_sigma0.0_pers0_mu0.0_cf1.0_le1_idx17_seed49,unknown,0.1,49,0.0,edge-iiotset-nightly,6,15,15,6,0.5641883524689439,0.011719465015245982,0.5521063645908683,0.5830388401150144,0.9721624415594579,0.04221285522542107
dsedge-iiotset-nightly_comp_krum_alpha1.0_adv0_dp0_pers0_mu0.0_seed45_datasetedge-iiotset-nightly,krum,1.0,45,0.0,edge-iiotset-nightly,6,20,20,6,0.6995719648330122,0.023414042813964198,0.665544814587652,0.7211269917176488,0.9664881026535443,0.0029399188712248545
dsedge-iiotset-nightly_comp_fedavg_alpha1.0_adv0_dp0_pers0_mu0.0_seed44,fedavg,1.0,44,0.0,edge-iiotset-nightly,6,15,15,6,0.6740684237648501,0.05665914464245919,0.6006694048986108,0.7459631010306239,0.9703872576470494,0.018562052289268754
dsedge-iiotset-nightly_comp_bulyan_alpha0.2_adv0_dp0_sigma0.0_pers0_mu0.0_cf1.0_le1_idx13_seed50,bulyan,0.2,50,0.0,edge-iiotset-nightly,6,15,15,6,0.6239549392819052,0.0478795628451937,0.5561822421648283,0.6616065959544302,0.9729650098512184,0.03035512616772936
dsedge-iiotset-nightly_p0b1bacd1_comp_fedavg_alpha1.0_adv0_dp0_pers0_mu0.0_seed45_datasetedge-iiotset-nightly,fedavg,1.0,45,0.0,edge-iiotset-nightly,6,20,20,6,0.7354614639894448,0.02913340111709237,0.6860179557612842,0.7648336052308448,0.9668471608472853,0.003357389679647227
dsedge-iiotset-nightly_comp_bulyan_alpha0.05_adv0_dp0_sigma0.0_pers0_mu0.0_cf1.0_le1_idx50_seed42,bulyan,0.05,42,0.0,edge-iiotset-nightly,6,15,15,6,0.5905486072551189,0.055714012200969866,0.5148062339952759,0.6822222222222222,0.9776563083187139,0.0382175164173473
dsedge-iiotset-nightly_comp_fedprox_alpha0.05_adv0_dp0_sigma0.0_pers0_mu0.1_cf1.0_le1_idx12_seed49,unknown,0.05,49,0.1,edge-iiotset-nightly,6,15,15,6,0.38843645766844415,0.05927506788374245,0.30318554762775446,0.46419823611897404,0.9804664550965235,0.012912724160473166
dsedge-iiotset-nightly_p0b1bacd1_comp_median_alpha1.0_adv0_dp0_pers0_mu0.0_seed51_datasetedge-iiotset-nightly,median,1.0,51,0.0,edge-iiotset-nightly,6,20,20,6,0.7055512757072329,0.025965276278268938,0.6683050094540626,0.7299449764622472,0.9633617559801664,0.002523779059951737
dsedge-iiotset-nightly_comp_fedprox_alpha0.1_adv0_dp0_sigma0.0_pers0_mu0.0_cf1.0_le1_idx18_seed50,unknown,0.1,50,0.0,edge-iiotset-nightly,6,15,15,6,0.5556639681684223,0.05161245822915146,0.5074843228222704,0.6501580323057967,0.9740378982406632,0.03694493072550188
dsedge-iiotset-nightly_comp_fedprox_alpha0.5_adv0_dp0_pers0_mu0.1_seed44,unknown,0.5,44,0.1,edge-iiotset-nightly,6,15,15,6,0.5480956458545867,0.02919297255981248,0.5138273042147851,0.5895744911955533,0.9659150440487876,0.038458799545641596
dsedge-iiotset-nightly_comp_fedprox_alpha0.05_adv0_dp0_pers0_mu0.05_seed42,unknown,0.05,42,0.05,edge-iiotset-nightly,6,15,15,6,0.326284889525575,0.07478975041417853,0.2607881691675181,0.45441575827117997,0.9711417043223475,0.042451747311770545
dsedge-iiotset-nightly_comp_fedprox_alpha1.0_adv0_dp0_pers0_mu0.1_seed43,unknown,1.0,43,0.1,edge-iiotset-nightly,6,15,15,6,0.5627552517476387,0.024793160536731064,0.5398666918639156,0.6017810142629835,0.9572506280201206,0.023035878818511282
dsedge-iiotset-nightly_comp_fedavg_alpha0.5_adv0_dp0_pers0_mu0.0_seed42,fedavg,0.5,42,0.0,edge-iiotset-nightly,6,15,15,6,0.6495822608983348,0.03563107606222868,0.6046878670039466,0.7102401480113332,0.9653265439521266,0.03474148866868567
dsedge-iiotset-nightly_comp_fedavg_alpha0.5_adv0_dp1_pers0_mu0.0_seed43,fedavg,0.5,43,0.0,edge-iiotset-nightly,6,15,15,6,0.6144759895401916,0.015917698632624305,0.5938351103334366,0.6330556745665262,0.9303142799092357,0.06081776645035023
dsedge-iiotset-nightly_comp_fedavg_alpha0.5_adv0_dp1_pers0_mu0.0_seed45,fedavg,0.5,45,0.0,edge-iiotset-nightly,6,15,15,6,0.6042854733791846,0.023623469926306578,0.5714808982403841,0.6348339123585721,0.9610024384564906,0.0460269476599108
