client_id,round,dataset_size,n_classes,loss_before,acc_before,loss_after,acc_after,macro_f1_before,macro_f1_after,macro_f1_argmax,benign_fpr_argmax,f1_per_class_after,fpr_after,pr_auc_after,threshold_tau,f1_bin_tau,benign_fpr_bin_tau,tau_bin,seed,weight_norm_before,weight_norm_after,weight_update_norm,grad_norm_l2,t_fit_ms,epochs_completed,lr,batch_size
9,1,1000,2,0.03260990447597578,0.985,0.021794711472466588,0.99,0.9849996249906248,0.99,0.99,0.010000000000000009,"{""0"": 0.01, ""1"": 0.99}",0.05,0.9997087378640778,0.0151711106300354,0.975609756097561,0.05,0.0151711106300354,,7.354375238442281,7.4313335387211135,0.0,0.0,2201.792181999991,1,0.01,64
9,2,1000,2,0.021494258719030768,0.99,0.015049633919261396,0.995,0.99,0.9949998749968749,0.9949998749968749,0.0,"{""0"": 0.0, ""1"": 0.9949748743718593}",0.02,0.9998039215686274,0.18524044752120972,0.9850746268656716,0.02,0.18524044752120972,,7.43673273901601,7.665264239693111,0.0,0.0,146.43952800000193,1,0.01,64
9,3,1000,2,0.01421128719812259,0.995,0.010766140796476975,0.99,0.9949998749968749,0.99,0.99,0.010000000000000009,"{""0"": 0.01, ""1"": 0.99}",0.02,0.9999009900990099,0.25789058208465576,0.9900990099009901,0.02,0.25789058208465576,,7.65672112080989,7.814940596654648,0.0,0.0,195.91441199997917,1,0.01,64
9,4,1000,2,0.011695022411004175,0.99,0.024911285183407017,0.99,0.99,0.9899989998999901,0.9899989998999901,0.0,"{""0"": 0.0, ""1"": 0.98989898989899}",0.03,0.9998009900990099,0.0007155537605285645,0.9852216748768473,0.03,0.0007155537605285645,,7.83136266984476,8.064946102966172,0.0,0.0,340.9701729999881,1,0.01,64
9,5,1000,2,0.02331089955441712,0.99,0.021790445220631227,0.99,0.9899989998999901,0.9899989998999901,0.9899989998999901,0.0,"{""0"": 0.0, ""1"": 0.98989898989899}",0.02,0.9999009900990099,0.024104773998260498,0.9900990099009901,0.02,0.024104773998260498,,8.052348368324079,8.320089142895235,0.0,0.0,314.9483669999995,1,0.01,64
9,6,1000,2,0.023278220103748026,0.99,0.011235891606673931,0.99,0.9899989998999901,0.99,0.99,0.010000000000000009,"{""0"": 0.01, ""1"": 0.99}",0.02,0.9998009900990099,0.2591957449913025,0.9900990099009901,0.02,0.2591957449913025,,8.305682755729007,8.403771073222869,0.0,0.0,213.9940809999814,1,0.01,64
9,7,1000,2,0.012249365971115367,0.985,0.019115261542992812,0.99,0.9849996249906248,0.9899989998999901,0.9899989998999901,0.0,"{""0"": 0.0, ""1"": 0.98989898989899}",0.01,1.0,0.05581676959991455,0.9950248756218906,0.01,0.05581676959991455,,8.402841434321655,8.459703564925936,0.0,0.0,287.03049899999655,1,0.01,64
9,8,1000,2,0.019263146664343367,0.99,0.020399078610289223,0.985,0.9899989998999901,0.9849996249906248,0.9849996249906248,0.010000000000000009,"{""0"": 0.010050251256281407, ""1"": 0.9849246231155779}",0.05,0.9997039215686274,1.9550323486328125e-05,0.975609756097561,0.05,1.9550323486328125e-05,,8.459604238557436,8.506223578708958,0.0,0.0,221.77256800000578,1,0.01,64
9,9,1000,2,0.021664370084138795,0.985,0.032625772932007635,0.985,0.9849996249906248,0.9849996249906248,0.9849996249906248,0.010000000000000009,"{""0"": 0.010050251256281407, ""1"": 0.9849246231155779}",0.03,0.9997039215686274,0.0004801750183105469,0.9852216748768473,0.03,0.0004801750183105469,,8.515930148440649,8.548737841992878,0.0,0.0,442.1702300000163,1,0.01,64
9,10,1000,2,0.03170597023557775,0.985,0.028465135022955224,0.985,0.9849996249906248,0.9849996249906248,0.9849996249906248,0.010000000000000009,"{""0"": 0.010050251256281407, ""1"": 0.9849246231155779}",0.02,0.9997039215686274,0.22415131330490112,0.9850746268656716,0.02,0.22415131330490112,,8.555379091192654,8.551064509071546,0.0,0.0,103.30479000000992,1,0.01,64
9,11,1000,2,0.029214840265851194,0.985,0.03184951160799443,0.985,0.9849996249906248,0.9849996249906248,0.9849996249906248,0.010000000000000009,"{""0"": 0.010050251256281407, ""1"": 0.9849246231155779}",0.03,0.9996059017666472,8.273124694824219e-05,0.9852216748768473,0.03,8.273124694824219e-05,,8.560473524663209,8.582059917480205,0.0,0.0,511.14847200000213,1,0.01,64
9,12,1000,2,0.03159357095133686,0.985,0.017374296789055776,0.99,0.9849996249906248,0.99,0.99,0.010000000000000009,"{""0"": 0.01, ""1"": 0.99}",0.03,0.9998039215686274,0.00014483928680419922,0.9852216748768473,0.03,0.00014483928680419922,,8.575644828319112,8.625617774133877,0.0,0.0,464.5450920000087,1,0.01,64
9,13,1000,2,0.0192255435395019,0.99,0.020842021447602832,0.99,0.99,0.99,0.99,0.010000000000000009,"{""0"": 0.01, ""1"": 0.99}",0.05,0.9997039215686274,8.225440979003906e-06,0.975609756097561,0.05,8.225440979003906e-06,,8.613137465637099,8.609175792265605,0.0,0.0,369.4962900000007,1,0.01,64
9,14,1000,2,0.02052683796500432,0.99,0.025037431798408782,0.99,0.99,0.99,0.99,0.010000000000000009,"{""0"": 0.01, ""1"": 0.99}",0.07,0.9997039215686274,6.9141387939453125e-06,0.966183574879227,0.07,6.9141387939453125e-06,,8.608423267508284,8.61257654792189,0.0,0.0,421.48019999999065,1,0.01,64
9,15,1000,2,0.02507230400806204,0.99,0.027465101273263848,0.99,0.99,0.99,0.99,0.010000000000000009,"{""0"": 0.01, ""1"": 0.99}",0.05,0.9997039215686274,1.7881393432617188e-05,0.975609756097561,0.05,1.7881393432617188e-05,,8.615510238499985,8.613806862104475,0.0,0.0,510.62646300002257,1,0.01,64
9,16,1000,2,0.027399230923037088,0.99,0.03122478711884291,0.985,0.99,0.9849996249906248,0.9849996249906248,0.010000000000000009,"{""0"": 0.010050251256281407, ""1"": 0.9849246231155779}",0.02,0.9997039215686274,0.12174159288406372,0.9850746268656716,0.02,0.12174159288406372,,8.612457880361285,8.605627111563523,0.0,0.0,535.6312020000189,1,0.01,64
9,17,1000,2,0.030811533157247162,0.985,0.03152128984220148,0.985,0.9849996249906248,0.9849996249906248,0.9849996249906248,0.010000000000000009,"{""0"": 0.010050251256281407, ""1"": 0.9849246231155779}",0.03,0.9997039215686274,7.534027099609375e-05,0.9852216748768473,0.03,7.534027099609375e-05,,8.607505828551002,8.602987754943301,0.0,0.0,69.15863400001854,1,0.01,64
9,18,1000,2,0.03162770660128267,0.985,0.029310178884769833,0.985,0.9849996249906248,0.9849996249906248,0.9849996249906248,0.010000000000000009,"{""0"": 0.010050251256281407, ""1"": 0.9849246231155779}",0.03,0.9997039215686274,8.20159912109375e-05,0.9852216748768473,0.03,8.20159912109375e-05,,8.600758872963313,8.596684868626939,0.0,0.0,199.65536800000905,1,0.01,64
9,19,1000,2,0.030273686279541856,0.985,0.031342196976764214,0.985,0.9849996249906248,0.9849996249906248,0.9849996249906248,0.010000000000000009,"{""0"": 0.010050251256281407, ""1"": 0.9849246231155779}",0.03,0.9997039215686274,8.177757263183594e-05,0.9852216748768473,0.03,8.177757263183594e-05,,8.595832377343735,8.584165980443608,0.0,0.0,347.72574400000167,1,0.01,64
