round,agg_method,n_clients,byzantine_f,l2_to_benign_mean,cos_to_benign_mean,coord_median_agree_pct,update_norm_mean,update_norm_std,t_aggregate_ms,t_round_ms,pairwise_cosine_mean,pairwise_cosine_std,l2_dispersion_mean,l2_dispersion_std
1,fedavg,6,,0.00013073722275053703,1.0,0.7562690725752952,6.896822929382324,0.16507569737584513,0.1410000113537535,69665.0873329927,0.9061405936876933,0.01491832851387931,1.9281763434410095,0.20985197658204183
2,fedavg,6,,0.00010163362899141683,1.0,1.0680642165317766,7.359442075093587,0.31990096637459864,0.11850000009872019,2376.3798750005662,0.934282644589742,0.030466067163978414,1.6932284633318584,0.520297090678937
3,fedavg,6,,8.382989480650405e-05,0.9999999403953552,1.2471805758259256,7.573010603586833,0.14262828496059554,0.1074579922715202,2365.0130000023637,0.9695212960243225,0.007955156796676176,1.202091117699941,0.1984382218457776
4,fedavg,6,,3.3740976743177955e-05,1.0,1.9039405599044712,7.638248761494954,0.19831217208829188,0.15129100938793272,2649.4131249928614,0.9850940704345703,0.018661445089730607,0.71079154809316,0.5366288585020359
5,fedavg,6,,4.194843383117998e-05,1.0,2.4479235770200347,7.683260440826416,0.06874382639637985,0.10312499944120646,3085.21262499562,0.9935845454533895,0.004970474823122135,0.509712815284729,0.2513597077295653
6,fedavg,6,,7.440590353957475e-05,1.0,1.9570120737694041,8.03989831606547,0.29531164024738166,0.11529200128279626,3698.795542004518,0.9643190860748291,0.02091989989366931,1.3441878259181976,0.502630210295077
7,fedavg,6,,5.761639544799005e-05,0.9999998807907104,3.502719915085578,8.072367429733276,0.09032940718190068,0.09933400724548846,2879.4526669953484,0.986181088288625,0.00686503207359629,0.8259011308352152,0.2839363808454585
8,fedavg,6,,2.7555772159142212e-05,0.9999998807907104,3.65530051744726,8.108342170715332,0.12696102586203936,0.11091699707321823,2788.322541004163,0.9916872501373291,0.010126841511844191,0.5604723195234934,0.41023861098780456
9,fedavg,6,,0.00013491865173929972,1.0,3.980363539869975,8.317888259887695,0.232922909385325,0.09462500747758895,2698.2738329970744,0.9785137812296549,0.0140504190878787,1.0410214960575104,0.48733302473830775
10,fedavg,6,,2.307896965804979e-05,1.0,4.67692715934722,8.27590004603068,0.0310347101830458,0.10033299622591585,2769.7469999984605,0.9961225191752116,0.0037768885637588893,0.41223571201165515,0.23096382010756014
11,fedavg,6,,2.6948562641894596e-05,1.0,5.957277431338729,8.325584093729654,0.11242152771719224,0.29141700360924006,2670.5868749995716,0.9907694498697917,0.010486273614454788,0.613026370604833,0.4245543554419572
12,fedavg,6,,1.885110754881462e-05,1.0,4.948918667905002,8.359430154164633,0.1125172010096672,0.10812499385792762,3255.18879199808,0.9956765691439311,0.00536236803567755,0.415166179339091,0.31199980166415536
13,fedavg,6,,9.55070155253833e-05,1.0,5.4398301711556325,8.418625354766846,0.1127557530774194,0.10687499889172614,2915.99637499894,0.9942254781723022,0.006840894054123459,0.4926135390996933,0.34330512366511645
14,fedavg,6,,4.676278457479546e-05,1.0,4.842775640175136,8.490835189819336,0.09494057146588862,0.11412499588914216,3630.5425419996027,0.9886054356892904,0.007904144935655099,0.76275834441185,0.34401379669227095
15,fedavg,6,,2.178973136368601e-05,0.9999998807907104,5.625580469682897,8.516955375671387,0.08541899607487546,0.11595799878705293,2793.6227500031237,0.9946635484695434,0.004974471808494146,0.507798453172048,0.2752901034276583
16,fedavg,6,,2.635321873987667e-05,1.0,7.33050285259387,8.538197040557861,0.045579927757058325,0.11150000500492752,2749.8258749983506,0.99647323290507,0.002923014716557576,0.41446054478486377,0.21385997378695512
17,fedavg,6,,2.771259377732246e-05,0.9999998807907104,6.40838529919066,8.641970952351889,0.14616133796350922,0.11824999819509685,2269.9550000106683,0.9907337347666423,0.007823359295686828,0.6700324515501658,0.399278646895887
18,fedavg,6,,9.180368692914352e-05,0.9999998807907104,5.638848348149131,8.669145107269287,0.07632197319377644,0.09516699356026947,3033.3913749927888,0.9929507295290629,0.005742367438559252,0.5988853971163431,0.30401270104456746
19,fedavg,6,,3.589494746343901e-05,1.0,5.73835743664588,8.70092217127482,0.07623337419341492,0.2600410080049187,2537.691375007853,0.9953834295272828,0.004466104432108671,0.4754423126578331,0.2722329626311945
20,fedavg,6,,1.6403885237625938e-05,1.0,6.454822873822476,8.693365891774496,0.006067179673826067,0.09670799772720784,2542.392542003654,0.9995475014050802,0.0002584131564467634,0.15681610628962517,0.06280212349753501
