slice,n_runs,n_seeds,metric_mean,ci_low,ci_high,reliability_grade,dataset,aggregation,adv_percent,attack_mode,alpha,fedprox_mu
fedprox_nonzero_mu,6,5,0.3306302608386306,0.29868975459705627,0.36257076708020497,B,cic,,,,0.2,0.02
fedprox_nonzero_mu,5,5,0.30695982785753173,0.27893993364884956,0.3349797220662139,B,cic,,,,0.2,0.05
fedprox_nonzero_mu,6,5,0.2886464853016671,0.26485158724752034,0.31244138335581384,B,cic,,,,0.2,0.08
fedprox_nonzero_mu,5,5,0.27002104558183093,0.2588583139238926,0.2811837772397693,B,cic,,,,0.2,0.1
fedprox_nonzero_mu,6,5,0.25715809974664744,0.24313440165754657,0.2711817978357483,B,cic,,,,0.2,0.2
fedprox_nonzero_mu,8,8,0.22112245457620483,0.2056807133712415,0.23656419578116816,B,cic,,,,0.2,0.5
fedprox_nonzero_mu,5,5,0.4927429093417528,0.4698570831584726,0.5156287355250331,B,cic,,,,0.5,0.002
fedprox_nonzero_mu,5,5,0.45702859723396844,0.44093483833208913,0.47312235613584774,B,cic,,,,0.5,0.005
fedprox_nonzero_mu,6,5,0.42597068005321015,0.39872643160907206,0.45321492849734824,B,cic,,,,0.5,0.01
fedprox_nonzero_mu,5,5,0.3919759687261718,0.3610797665297878,0.4228721709225558,B,cic,,,,0.5,0.02
fedprox_nonzero_mu,5,5,0.3371684882323771,0.29943428054387977,0.37490269592087444,B,cic,,,,0.5,0.05
fedprox_nonzero_mu,5,5,0.3203201098046434,0.2798056241146292,0.36083459549465763,B,cic,,,,0.5,0.08
fedprox_nonzero_mu,5,5,0.3058764755645874,0.27176545247088707,0.33998749865828776,B,cic,,,,0.5,0.1
fedprox_nonzero_mu,5,5,0.2643010526513806,0.22711727415323368,0.3014848311495275,B,cic,,,,0.5,0.2
fedprox_nonzero_mu,8,8,0.22643660434086937,0.20562953775069068,0.24724367093104807,B,cic,,,,0.5,0.5
fedprox_nonzero_mu,5,5,0.5496699100293181,0.5113677057092019,0.5879721143494343,B,cic,,,,1.0,0.002
fedprox_nonzero_mu,6,5,0.5106438266042898,0.4867053978190976,0.5345822553894819,B,cic,,,,1.0,0.005
fedprox_nonzero_mu,5,5,0.48382465216207005,0.45909377945132457,0.5085555248728155,B,cic,,,,1.0,0.01
fedprox_nonzero_mu,5,5,0.4360025768991398,0.4040993388328278,0.4679058149654518,B,cic,,,,1.0,0.02
fedprox_nonzero_mu,5,5,0.3840685488387484,0.3658329008185035,0.4023041968589933,B,cic,,,,1.0,0.05
fedprox_nonzero_mu,5,5,0.34871133666239434,0.3214166157193429,0.3760060576054458,B,cic,,,,1.0,0.08
fedprox_nonzero_mu,5,5,0.3342812120326867,0.3092270274353171,0.35933539663005626,B,cic,,,,1.0,0.1
fedprox_nonzero_mu,5,5,0.2731335111483906,0.25604667242836976,0.2902203498684114,B,cic,,,,1.0,0.2
fedprox_nonzero_mu,8,8,0.21451652616508174,0.20234598129571404,0.22668707103444943,B,cic,,,,1.0,1.0
fedprox_nonzero_mu,5,5,0.6079076965835417,0.5854268029985898,0.6303885901684936,B,cic,,,,inf,0.002
fedprox_nonzero_mu,5,5,0.5768798152883695,0.5601342981620158,0.5936253324147233,B,cic,,,,inf,0.005
fedprox_nonzero_mu,5,5,0.5311367632624212,0.5097404502496008,0.5525330762752416,B,cic,,,,inf,0.01
fedprox_nonzero_mu,5,5,0.46121295514670263,0.4457058120256071,0.47672009826779815,B,cic,,,,inf,0.02
fedprox_nonzero_mu,6,5,0.4069773691359025,0.3901870419600965,0.42376769631170846,B,cic,,,,inf,0.05
fedprox_nonzero_mu,7,5,0.3809097700067012,0.3599176913942734,0.401901848619129,B,cic,,,,inf,0.08
fedprox_nonzero_mu,6,5,0.362674463400591,0.3352133478968136,0.3901355789043684,B,cic,,,,inf,0.1
fedprox_nonzero_mu,5,5,0.31363113145685173,0.29330105153261926,0.3339612113810842,B,cic,,,,inf,0.2
fedprox_nonzero_mu,8,8,0.25971185322924384,0.2546655527539245,0.2647581537045632,B,cic,,,,inf,0.5
fedprox_nonzero_mu,6,6,0.49620049933239124,0.39729534852000736,0.5951056501447751,B,edge-iiotset-full,,,,0.02,0.02
fedprox_nonzero_mu,8,8,0.6016032613308429,0.5808462337324639,0.6223602889292218,B,edge-iiotset-full,,,,0.05,1.0
fedprox_nonzero_mu,10,5,0.501081211462962,0.412415460533145,0.5897469623927791,B,edge-iiotset-full,,,,0.1,0.01
fedprox_nonzero_mu,10,5,0.36008508675382045,0.2536139613509587,0.4665562121566822,B,edge-iiotset-full,,,,0.1,0.1
fedprox_nonzero_mu,8,8,0.6309478933134336,0.5545920629070675,0.7073037237197997,B,edge-iiotset-full,,,,0.1,1.0
fedprox_nonzero_mu,8,8,0.666706963050459,0.6415106088850445,0.6919033172158734,B,edge-iiotset-full,,,,0.2,0.5
fedprox_nonzero_mu,10,5,0.6471056654634374,0.6167920378991317,0.6774192930277431,B,edge-iiotset-full,,,,0.5,0.01
fedprox_nonzero_mu,10,5,0.555055024687585,0.5208828200405311,0.589227229334639,B,edge-iiotset-full,,,,0.5,0.1
fedprox_nonzero_mu,8,8,0.68379830967509,0.6735933866789495,0.6940032326712305,B,edge-iiotset-full,,,,0.5,0.5
fedprox_nonzero_mu,10,5,0.6665971373388507,0.6506983040171104,0.6824959706605911,B,edge-iiotset-full,,,,1.0,0.01
fedprox_nonzero_mu,10,5,0.5558292157781942,0.5356076771872178,0.5760507543691706,B,edge-iiotset-full,,,,1.0,0.1
fedprox_nonzero_mu,8,8,0.6832101252726591,0.6731316580469192,0.693288592498399,B,edge-iiotset-full,,,,1.0,1.0
fedprox_nonzero_mu,10,5,0.7025782127619455,0.6829908016606762,0.7221656238632149,B,edge-iiotset-full,,,,inf,0.01
fedprox_nonzero_mu,10,5,0.5778139687341279,0.5737696094665413,0.5818583280017146,B,edge-iiotset-full,,,,inf,0.1
fedprox_nonzero_mu,8,8,0.7215618469319836,0.7140593985178257,0.7290642953461414,B,edge-iiotset-full,,,,inf,0.5
fedprox_nonzero_mu,15,5,0.7731701380011489,0.6125847267568736,0.9337555492454241,B,unsw,,,,0.02,0.002
fedprox_nonzero_mu,17,5,0.647112223374403,0.4873774609275795,0.8068469858212265,B,unsw,,,,0.02,0.005
fedprox_nonzero_mu,17,5,0.7336236852430257,0.583476911909361,0.8837704585766903,B,unsw,,,,0.02,0.01
fedprox_nonzero_mu,21,8,0.7046867478029722,0.5730283095307898,0.8363451860751547,B,unsw,,,,0.02,0.02
fedprox_nonzero_mu,17,5,0.6824993332557713,0.5243211180310143,0.8406775484805282,B,unsw,,,,0.02,0.05
fedprox_nonzero_mu,15,5,0.6689035697298036,0.48958231148246345,0.8482248279771437,B,unsw,,,,0.02,0.08
fedprox_nonzero_mu,15,5,0.6583538494429094,0.4743871995289751,0.8423204993568437,B,unsw,,,,0.02,0.1
fedprox_nonzero_mu,19,5,0.6531270494291924,0.5052160863784448,0.80103801247994,B,unsw,,,,0.02,0.2
fedprox_nonzero_mu,15,5,0.47884193508027983,0.4241586122169242,0.5335252579436355,B,unsw,,,,0.05,0.002
fedprox_nonzero_mu,16,5,0.432045184697745,0.3861862358185417,0.4779041335769483,B,unsw,,,,0.05,0.005
fedprox_nonzero_mu,15,5,0.45723144960127005,0.4140167196534052,0.5004461795491348,B,unsw,,,,0.05,0.01
fedprox_nonzero_mu,15,5,0.44183166822052766,0.39490518988704726,0.48875814655400807,B,unsw,,,,0.05,0.02
fedprox_nonzero_mu,16,5,0.423319374912481,0.37135343642905805,0.47528531339590396,B,unsw,,,,0.05,0.05
fedprox_nonzero_mu,15,5,0.4211576683589543,0.3707654032815216,0.471549933436387,B,unsw,,,,0.05,0.08
fedprox_nonzero_mu,14,5,0.43675001496235755,0.385098098835425,0.4884019310892901,B,unsw,,,,0.05,0.1
fedprox_nonzero_mu,16,5,0.39923091003508676,0.3577563246868403,0.4407054953833332,B,unsw,,,,0.05,0.2
fedprox_nonzero_mu,11,8,0.38156940746559803,0.3257614592535381,0.43737735567765795,B,unsw,,,,0.05,1.0
fedprox_nonzero_mu,14,5,0.5026567560081369,0.41296241358383406,0.5923510984324396,B,unsw,,,,0.1,0.002
fedprox_nonzero_mu,16,5,0.4822913735242732,0.3932489692630644,0.571333777785482,B,unsw,,,,0.1,0.005
fedprox_nonzero_mu,24,5,0.4863542038784174,0.4132751155468979,0.5594332922099369,B,unsw,,,,0.1,0.01
fedprox_nonzero_mu,20,5,0.43642803360363597,0.3633524042684138,0.5095036629388581,B,unsw,,,,0.1,0.02
fedprox_nonzero_mu,14,5,0.44523100155275624,0.36475005903232194,0.5257119440731906,B,unsw,,,,0.1,0.05
fedprox_nonzero_mu,16,5,0.41479845609781335,0.33643494101895766,0.49316197117666905,B,unsw,,,,0.1,0.08
fedprox_nonzero_mu,25,5,0.4275787684829664,0.3691895817809093,0.48596795518502345,B,unsw,,,,0.1,0.1
fedprox_nonzero_mu,15,5,0.4052126866860614,0.32381202497601885,0.486613348396104,B,unsw,,,,0.1,0.2
fedprox_nonzero_mu,9,7,0.46116462996037044,0.3138786924872419,0.608450567433499,B,unsw,,,,0.1,1.0
fedprox_nonzero_mu,19,5,0.42505731675934905,0.3727246089496565,0.4773900245690416,B,unsw,,,,0.2,0.002
fedprox_nonzero_mu,17,5,0.4485847964095729,0.3821851483697591,0.5149844444493867,B,unsw,,,,0.2,0.005
fedprox_nonzero_mu,21,5,0.4147484022602312,0.36007285214488194,0.46942395237558043,B,unsw,,,,0.2,0.01
fedprox_nonzero_mu,20,5,0.38356301595951614,0.33303185570225924,0.43409417621677304,B,unsw,,,,0.2,0.02
fedprox_nonzero_mu,17,5,0.3861490436423266,0.3233559119357981,0.4489421753488551,B,unsw,,,,0.2,0.05
fedprox_nonzero_mu,17,5,0.3893230057438789,0.3289344774387925,0.4497115340489653,B,unsw,,,,0.2,0.08
fedprox_nonzero_mu,18,5,0.3878730807295424,0.3255400261983545,0.45020613526073033,B,unsw,,,,0.2,0.1
fedprox_nonzero_mu,19,5,0.37583985955501936,0.3212639615205994,0.43041575758943934,B,unsw,,,,0.2,0.2
fedprox_nonzero_mu,10,8,0.38978502393722414,0.32600762310719245,0.45356242476725583,B,unsw,,,,0.2,0.5
fedprox_nonzero_mu,18,5,0.4535831197227503,0.39942290784392703,0.5077433316015735,B,unsw,,,,0.5,0.002
fedprox_nonzero_mu,20,5,0.43289261860408834,0.3832222822936915,0.4825629549144852,B,unsw,,,,0.5,0.005
fedprox_nonzero_mu,32,5,0.42912555841467254,0.39091234931141206,0.467338767517933,B,unsw,,,,0.5,0.01
fedprox_nonzero_mu,18,5,0.42809640352000694,0.37299479776172484,0.48319800927828904,B,unsw,,,,0.5,0.02
fedprox_nonzero_mu,19,5,0.41825006120453656,0.3629280651010246,0.4735720573080485,B,unsw,,,,0.5,0.05
fedprox_nonzero_mu,17,5,0.4000074401260931,0.351685428903919,0.4483294513482671,B,unsw,,,,0.5,0.08
fedprox_nonzero_mu,32,5,0.42785815399078786,0.3874920704302506,0.46822423755132514,B,unsw,,,,0.5,0.1
fedprox_nonzero_mu,18,5,0.38377078123780906,0.33952424006950416,0.42801732240611395,B,unsw,,,,0.5,0.2
fedprox_nonzero_mu,10,8,0.39355895451836276,0.3205057121828852,0.4666121968538403,B,unsw,,,,0.5,0.5
fedprox_nonzero_mu,16,5,0.4369153205155162,0.40312406527052025,0.4707065757605121,B,unsw,,,,1.0,0.002
fedprox_nonzero_mu,15,5,0.42862746091573534,0.39535176703851466,0.461903154792956,B,unsw,,,,1.0,0.005
fedprox_nonzero_mu,30,5,0.41960058128320943,0.3950043879262729,0.44419677464014595,B,unsw,,,,1.0,0.01
fedprox_nonzero_mu,15,5,0.4088960621876241,0.377874887806952,0.4399172365682962,B,unsw,,,,1.0,0.02
fedprox_nonzero_mu,15,5,0.39121744580783513,0.3639771353831599,0.41845775623251036,B,unsw,,,,1.0,0.05
fedprox_nonzero_mu,18,5,0.39092423070482457,0.3660350959212969,0.41581336548835224,B,unsw,,,,1.0,0.08
fedprox_nonzero_mu,27,5,0.4054307968994727,0.3904464314139148,0.4204151623850306,B,unsw,,,,1.0,0.1
fedprox_nonzero_mu,19,5,0.3659108354434756,0.333807215443707,0.39801445544324415,B,unsw,,,,1.0,0.2
fedprox_nonzero_mu,11,8,0.3740092999082195,0.3296073509129918,0.4184112489034472,B,unsw,,,,1.0,1.0
fedprox_nonzero_mu,18,5,0.43432082079157514,0.4066799116645826,0.46196172991856765,B,unsw,,,,inf,0.002
fedprox_nonzero_mu,20,5,0.4126583512263854,0.38672733144320165,0.43858937100956913,B,unsw,,,,inf,0.005
fedprox_nonzero_mu,31,5,0.41135784423015587,0.3998925685449658,0.42282311991534594,B,unsw,,,,inf,0.01
fedprox_nonzero_mu,18,5,0.3984450886103717,0.3827599111152055,0.4141302661055379,B,unsw,,,,inf,0.02
fedprox_nonzero_mu,23,5,0.37350769131656153,0.34778009730165416,0.3992352853314689,B,unsw,,,,inf,0.05
fedprox_nonzero_mu,18,5,0.381693310028047,0.3547761493892593,0.40861047066683476,B,unsw,,,,inf,0.08
fedprox_nonzero_mu,33,5,0.3937174800874847,0.37725510924838235,0.41017985092658704,B,unsw,,,,inf,0.1
fedprox_nonzero_mu,18,5,0.3813235615686599,0.35303708215891627,0.4096100409784035,B,unsw,,,,inf,0.2
fedprox_nonzero_mu,10,8,0.4027291330247322,0.373861461240175,0.43159680480928936,B,unsw,,,,inf,0.5
