run_id,canonical_run_id,is_canonical,canonical_key_id,duplicate_group_size,dataset,aggregation,alpha,adv_percent,attack_mode,fedprox_mu,seed,quality_state,quality_rank,max_round,parsed_row_count
unsw_simple_fd041c179e_comp_median_alpha1.0_adv10_dp0_pers0_mu0.0_seed61_srccic,unsw_simple_fd041c179e_comp_median_alpha1.0_adv10_dp0_pers0_mu0.0_seed61_srccic,True,20bc4f38be3f,1,unsw,median,1.0,10.0,targeted_label,0.0,61.0,complete_or_exceeds_target,0,20.0,20
dsedge-iiotset-full_comp_krum_alpha1.0_adv20_dp0_pers0_mu0.1_modetargeted_label_seed46_datasetedge-iiotset-full,dsedge-iiotset-full_comp_krum_alpha1.0_adv20_dp0_pers0_mu0.1_modetargeted_label_seed46_datasetedge-iiotset-full,True,20be821be6ec,1,edge-iiotset-full,krum,1.0,20.0,targeted_label,0.1,46.0,complete_or_exceeds_target,0,20.0,20
unsw_simple_081d040dd5_comp_bulyan_alpha1.0_adv0_dp0_pers0_mu0.0_seed49,unsw_simple_081d040dd5_comp_bulyan_alpha1.0_adv0_dp0_pers0_mu0.0_seed49,True,20c349c352ca,1,unsw,bulyan,1.0,0.0,none,0.0,49.0,complete_or_exceeds_target,0,20.0,20
unsw_simple_879c675ec6_comp_fedprox_alpha1.0_adv20_dp0_pers0_mu0.1_seed44_srcedge-iiotset-full,unsw_simple_879c675ec6_comp_fedprox_alpha1.0_adv20_dp0_pers0_mu0.1_seed44_srcedge-iiotset-full,True,20cacbbf9f81,1,unsw,fedprox,1.0,20.0,label_flip,0.1,44.0,complete_or_exceeds_target,0,20.0,20
unsw_simple_3a69fd525e_comp_krum_alpha0.1_adv10_dp0_pers0_mu0.0_seed52,unsw_simple_3a69fd525e_comp_krum_alpha0.1_adv10_dp0_pers0_mu0.0_seed52,True,20ccee953de7,1,unsw,krum,0.1,10.0,sign_flip_topk,0.0,52.0,complete_or_exceeds_target,0,20.0,20
cic_simple_461df5ef65_comp_median_alpha1.0_adv20_dp0_pers0_mu0.0_seed60,cic_simple_461df5ef65_comp_median_alpha1.0_adv20_dp0_pers0_mu0.0_seed60,True,20cd2459f0d4,1,cic,median,1.0,20.0,none,0.0,60.0,complete_or_exceeds_target,0,20.0,20
cic_simple_6fff3cd2f7_comp_krum_alpha0.02_adv20_dp0_pers0_mu0.0_seed46,cic_simple_6fff3cd2f7_comp_krum_alpha0.02_adv20_dp0_pers0_mu0.0_seed46,True,20cd4048e6cb,1,cic,krum,0.02,20.0,none,0.0,46.0,complete_or_exceeds_target,0,20.0,20
unsw_simple_9c96fa22e7_comp_median_alpha0.05_adv10_dp0_pers0_mu0.0_seed51_srccic,unsw_simple_9c96fa22e7_comp_median_alpha0.05_adv10_dp0_pers0_mu0.0_seed51_srccic,True,20d810be2037,1,unsw,median,0.05,10.0,label_flip,0.0,51.0,complete_or_exceeds_target,0,20.0,20
dsmixed_silo_3dataset_p63468e09_comp_fedavg_alpha0.1_adv20_dp0_pers0_mu1.0_seed61_datasetmixed_silo_3dataset,dsmixed_silo_3dataset_p63468e09_comp_fedavg_alpha0.1_adv20_dp0_pers0_mu1.0_seed61_datasetmixed_silo_3dataset,True,20d847c94e76,1,mixed_silo_3dataset,fedavg,0.1,20.0,none,1.0,61.0,truncated_before_target,1,1.0,1
dsedge-iiotset-full_comp_fedavg_alpha0.5_adv30_dp0_pers0_mu0.0_seed59_datasetedge-iiotset-full,dsedge-iiotset-full_comp_fedavg_alpha0.5_adv30_dp0_pers0_mu0.0_seed59_datasetedge-iiotset-full,True,20d9dd19d7d2,1,edge-iiotset-full,fedavg,0.5,30.0,none,0.0,59.0,complete_or_exceeds_target,0,20.0,20
dscic_comp_fedavg_alpha0.1_adv30_dp0_pers0_mu0.0_n10_r20_modesign_flip_topk_seed44_datasetcic,dscic_comp_fedavg_alpha0.1_adv30_dp0_pers0_mu0.0_n10_r20_modesign_flip_topk_seed44_datasetcic,True,20da356b6448,1,cic,fedavg,0.1,30.0,sign_flip_topk,0.0,44.0,complete_or_exceeds_target,0,20.0,20
unsw_simple_0740cbaa05_comp_krum_alpha0.1_adv30_dp0_pers0_mu0.01_seed42,unsw_simple_0740cbaa05_comp_krum_alpha0.1_adv30_dp0_pers0_mu0.01_seed42,True,20dd6cdddb34,1,unsw,krum,0.1,30.0,grad_ascent,0.01,42.0,complete_or_exceeds_target,0,20.0,20
dsedge-iiotset-full_comp_krum_alpha0.2_adv20_dp0_pers0_mu0.0_seed49_datasetedge-iiotset-full,dsedge-iiotset-full_comp_krum_alpha0.2_adv20_dp0_pers0_mu0.0_seed49_datasetedge-iiotset-full,True,20eeacb8ce02,1,edge-iiotset-full,krum,0.2,20.0,none,0.0,49.0,complete_or_exceeds_target,0,20.0,20
comp_fedavg_alpha0.2_adv0_dp0_pers0_mu0.1_seed44_datasetcic,comp_fedavg_alpha0.2_adv0_dp0_pers0_mu0.1_seed44_datasetcic,True,20eed3c0f6cc,2,cic,fedavg,0.2,0.0,none,0.1,44.0,complete_or_exceeds_target,0,20.0,40
cic_simple_39b0da3a4a_comp_fedavg_alpha0.2_adv0_dp0_pers0_mu0.1_seed44,comp_fedavg_alpha0.2_adv0_dp0_pers0_mu0.1_seed44_datasetcic,False,20eed3c0f6cc,2,cic,fedavg,0.2,0.0,none,0.1,44.0,complete_or_exceeds_target,0,20.0,20
unsw_simple_c9e34d28c2_comp_median_alpha0.1_adv0_dp0_pers0_mu0.0_seed61_srccic,unsw_simple_c9e34d28c2_comp_median_alpha0.1_adv0_dp0_pers0_mu0.0_seed61_srccic,True,20ef97b4e60f,1,unsw,median,0.1,0.0,none,0.0,61.0,complete_or_exceeds_target,0,20.0,20
unsw_simple_507cd990ef_comp_bulyan_alpha1.0_adv10_dp0_pers0_mu0.0_seed46_srccic,unsw_simple_507cd990ef_comp_bulyan_alpha1.0_adv10_dp0_pers0_mu0.0_seed46_srccic,True,20f37d8326f0,1,unsw,bulyan,1.0,10.0,grad_ascent,0.0,46.0,complete_or_exceeds_target,0,20.0,20
dsedge-iiotset-full_comp_median_alphainf_adv30_dp0_pers0_mu0.0_seed60_datasetedge-iiotset-full,dsedge-iiotset-full_comp_median_alphainf_adv30_dp0_pers0_mu0.0_seed60_datasetedge-iiotset-full,True,2100ff2b4765,1,edge-iiotset-full,median,inf,30.0,none,0.0,60.0,complete_or_exceeds_target,0,20.0,20
unsw_simple_aeae357505_comp_bulyan_alpha1.0_adv10_dp0_pers0_mu0.1_seed46_srcedge-iiotset-full,unsw_simple_aeae357505_comp_bulyan_alpha1.0_adv10_dp0_pers0_mu0.1_seed46_srcedge-iiotset-full,True,210594892510,1,unsw,bulyan,1.0,10.0,label_flip,0.1,46.0,complete_or_exceeds_target,0,20.0,20
unsw_simple_ce3a44ca7c_comp_median_alphainf_adv20_dp0_pers0_mu0.0_seed44_srccic,unsw_simple_ce3a44ca7c_comp_median_alphainf_adv20_dp0_pers0_mu0.0_seed44_srccic,True,210614009ae5,1,unsw,median,inf,20.0,sign_flip_topk,0.0,44.0,complete_or_exceeds_target,0,20.0,20
dsedge-iiotset-nightly_comp_fedprox_alpha0.05_adv0_dp0_pers0_mu0.01_seed44,dsedge-iiotset-nightly_comp_fedprox_alpha0.05_adv0_dp0_pers0_mu0.01_seed44,True,210735255946,1,edge-iiotset-nightly,fedprox,0.05,0.0,none,0.01,44.0,complete_or_exceeds_target,0,15.0,30
dsedge-iiotset-full_comp_krum_alphainf_adv10_dp0_pers0_mu0.0_seed56_datasetedge-iiotset-full,dsedge-iiotset-full_comp_krum_alphainf_adv10_dp0_pers0_mu0.0_seed56_datasetedge-iiotset-full,True,21186d5c927a,1,edge-iiotset-full,krum,inf,10.0,none,0.0,56.0,complete_or_exceeds_target,0,20.0,20
dscic_comp_fedavg_alpha1.0_adv30_dp0_pers0_mu0.0_n10_r20_modetargeted_label_seed61_datasetcic,dscic_comp_fedavg_alpha1.0_adv30_dp0_pers0_mu0.0_n10_r20_modetargeted_label_seed61_datasetcic,True,21187700a745,1,cic,fedavg,1.0,30.0,targeted_label,0.0,61.0,complete_or_exceeds_target,0,20.0,20
dsedge-iiotset-full_comp_fedavg_alpha1.0_adv10_dp0_pers0_mu0.0_seed53_datasetedge-iiotset-full,dsedge-iiotset-full_comp_fedavg_alpha1.0_adv10_dp0_pers0_mu0.0_seed53_datasetedge-iiotset-full,True,211e28d8df85,1,edge-iiotset-full,fedavg,1.0,10.0,none,0.0,53.0,complete_or_exceeds_target,0,20.0,20
dsedge-iiotset-full_comp_median_alpha0.05_adv10_dp0_pers0_mu0.0_seed57_datasetedge-iiotset-full,dsedge-iiotset-full_comp_median_alpha0.05_adv10_dp0_pers0_mu0.0_seed57_datasetedge-iiotset-full,True,212467a710bc,1,edge-iiotset-full,median,0.05,10.0,none,0.0,57.0,complete_or_exceeds_target,0,20.0,20
unsw_pbb521874_comp_fedprox_alpha0.05_adv0_dp0_pers0_mu0.005_seed45,unsw_pbb521874_comp_fedprox_alpha0.05_adv0_dp0_pers0_mu0.005_seed45,True,213bc4505219,1,unsw,fedprox,0.05,0.0,none,0.005,45.0,truncated_before_target,1,1.0,1
unsw_simple_713abef5ab_comp_fedprox_alpha0.05_adv0_dp0_pers0_mu1.0_seed43,unsw_simple_713abef5ab_comp_fedprox_alpha0.05_adv0_dp0_pers0_mu1.0_seed43,True,213d7ffb54c5,1,unsw,fedprox,0.05,0.0,none,1.0,43.0,complete_or_exceeds_target,0,20.0,20
dscic_comp_krum_alpha0.5_adv20_dp0_pers0_mu0.0_n10_r20_modelabel_flip_seed43_datasetcic,dscic_comp_krum_alpha0.5_adv20_dp0_pers0_mu0.0_n10_r20_modelabel_flip_seed43_datasetcic,True,213f230d2e78,1,cic,krum,0.5,20.0,label_flip,0.0,43.0,complete_or_exceeds_target,0,20.0,20
dsedge-iiotset-full_comp_bulyan_alpha0.2_adv0_dp0_pers0_mu0.0_seed43_datasetedge-iiotset-full,dsedge-iiotset-full_comp_bulyan_alpha0.2_adv0_dp0_pers0_mu0.0_seed43_datasetedge-iiotset-full,True,2144b3447318,1,edge-iiotset-full,bulyan,0.2,0.0,none,0.0,43.0,complete_or_exceeds_target,0,20.0,20
dsedge-iiotset-full_comp_median_alpha0.05_adv30_dp0_pers0_mu0.0_seed52_datasetedge-iiotset-full,dsedge-iiotset-full_comp_median_alpha0.05_adv30_dp0_pers0_mu0.0_seed52_datasetedge-iiotset-full,True,21487bfd1ec4,1,edge-iiotset-full,median,0.05,30.0,none,0.0,52.0,complete_or_exceeds_target,0,20.0,20
dsedge-iiotset-full_comp_krum_alpha0.5_adv30_dp0_pers0_mu0.0_seed58_datasetedge-iiotset-full,dsedge-iiotset-full_comp_krum_alpha0.5_adv30_dp0_pers0_mu0.0_seed58_datasetedge-iiotset-full,True,214b57bc819e,1,edge-iiotset-full,krum,0.5,30.0,none,0.0,58.0,complete_or_exceeds_target,0,20.0,20
cic_simple_72f8c088d5_comp_fedprox_alpha1.0_adv0_dp0_pers0_mu1.0_seed42,cic_simple_72f8c088d5_comp_fedprox_alpha1.0_adv0_dp0_pers0_mu1.0_seed42,True,21567c1a3e43,2,cic,fedprox,1.0,0.0,none,1.0,42.0,complete_or_exceeds_target,0,20.0,20
dscic_comp_fedprox_alpha1.0_adv0_dp0_pers0_mu1.0_n10_r20_modenone_seed42_datasetcic,cic_simple_72f8c088d5_comp_fedprox_alpha1.0_adv0_dp0_pers0_mu1.0_seed42,False,21567c1a3e43,2,cic,fedprox,1.0,0.0,none,1.0,42.0,complete_or_exceeds_target,0,20.0,20
unsw_simple_39a00bb16e_comp_fedprox_alpha0.2_adv0_dp0_pers0_mu0.2_seed45,unsw_simple_39a00bb16e_comp_fedprox_alpha0.2_adv0_dp0_pers0_mu0.2_seed45,True,2165f0babfbd,1,unsw,fedprox,0.2,0.0,none,0.2,45.0,complete_or_exceeds_target,0,20.0,20
cic_simple_ba7ab5a2f1_comp_fedavg_alpha0.5_adv0_dp0_pers3_mu0.0_seed44,cic_simple_ba7ab5a2f1_comp_fedavg_alpha0.5_adv0_dp0_pers3_mu0.0_seed44,True,216760e2ab5c,2,cic,fedavg,0.5,0.0,none,0.0,44.0,complete_or_exceeds_target,0,20.0,20
comp_fedavg_alpha0.5_adv0_dp0_pers3_mu0.0_seed44_datasetcic,cic_simple_ba7ab5a2f1_comp_fedavg_alpha0.5_adv0_dp0_pers3_mu0.0_seed44,False,216760e2ab5c,2,cic,fedavg,0.5,0.0,none,0.0,44.0,complete_or_exceeds_target,0,20.0,20
dsedge-iiotset-full_comp_krum_alpha0.1_adv0_dp0_pers0_mu0.01_modenone_seed42_datasetedge-iiotset-full,dsedge-iiotset-full_comp_krum_alpha0.1_adv0_dp0_pers0_mu0.01_modenone_seed42_datasetedge-iiotset-full,True,217229cdeea3,1,edge-iiotset-full,krum,0.1,0.0,none,0.01,42.0,complete_or_exceeds_target,0,20.0,20
dsedge-iiotset-full_comp_median_alpha0.2_adv20_dp0_pers0_mu0.0_seed57_datasetedge-iiotset-full,dsedge-iiotset-full_comp_median_alpha0.2_adv20_dp0_pers0_mu0.0_seed57_datasetedge-iiotset-full,True,2175126adfa2,1,edge-iiotset-full,median,0.2,20.0,none,0.0,57.0,complete_or_exceeds_target,0,20.0,20
dsedge-iiotset-nightly_comp_fedprox_alpha1.0_adv0_dp0_pers0_mu0.1_seed42_datasetedge-iiotset-nightly,dsedge-iiotset-nightly_comp_fedprox_alpha1.0_adv0_dp0_pers0_mu0.1_seed42_datasetedge-iiotset-nightly,True,2178341863f6,2,edge-iiotset-nightly,fedprox,1.0,0.0,none,0.1,42.0,complete_or_exceeds_target,0,20.0,20
dsedge-iiotset-nightly_comp_fedprox_alpha1.0_adv0_dp0_pers0_mu0.1_seed42,dsedge-iiotset-nightly_comp_fedprox_alpha1.0_adv0_dp0_pers0_mu0.1_seed42_datasetedge-iiotset-nightly,False,2178341863f6,2,edge-iiotset-nightly,fedprox,1.0,0.0,none,0.1,42.0,complete_or_exceeds_target,0,15.0,15
unsw_simple_063a4dbc69_comp_fedavg_alpha0.02_adv20_dp0_pers0_mu0.0_seed55_srccic,unsw_simple_063a4dbc69_comp_fedavg_alpha0.02_adv20_dp0_pers0_mu0.0_seed55_srccic,True,217923929c7a,1,unsw,fedavg,0.02,20.0,label_flip,0.0,55.0,complete_or_exceeds_target,0,20.0,20
dsedge-iiotset-full_comp_krum_alpha0.05_adv0_dp0_pers0_mu0.0_seed55_datasetedge-iiotset-full,dsedge-iiotset-full_comp_krum_alpha0.05_adv0_dp0_pers0_mu0.0_seed55_datasetedge-iiotset-full,True,217b7d73812f,1,edge-iiotset-full,krum,0.05,0.0,none,0.0,55.0,complete_or_exceeds_target,0,20.0,20
unsw_simple_3f72994f61_comp_fedavg_alphainf_adv20_dp0_pers0_mu0.0_seed60,unsw_simple_3f72994f61_comp_fedavg_alphainf_adv20_dp0_pers0_mu0.0_seed60,True,21979165118f,1,unsw,fedavg,inf,20.0,sign_flip_topk,0.0,60.0,complete_or_exceeds_target,0,20.0,20
dsmixed_silo_3dataset_p63468e09_comp_fedavg_alpha1.0_adv15_dp0_pers0_mu0.05_seed60_datasetmixed_silo_3dataset,dsmixed_silo_3dataset_p63468e09_comp_fedavg_alpha1.0_adv15_dp0_pers0_mu0.05_seed60_datasetmixed_silo_3dataset,True,219fbe566638,1,mixed_silo_3dataset,fedavg,1.0,15.0,none,0.05,60.0,truncated_before_target,1,1.0,1
comp_fedavg_alpha0.1_adv0_dp0_pers0_mu0.1_seed43_datasetcic,comp_fedavg_alpha0.1_adv0_dp0_pers0_mu0.1_seed43_datasetcic,True,21a0f70b494d,2,cic,fedavg,0.1,0.0,none,0.1,43.0,complete_or_exceeds_target,0,20.0,40
cic_simple_6194a2478e_comp_fedavg_alpha0.1_adv0_dp0_pers0_mu0.1_seed43,comp_fedavg_alpha0.1_adv0_dp0_pers0_mu0.1_seed43_datasetcic,False,21a0f70b494d,2,cic,fedavg,0.1,0.0,none,0.1,43.0,complete_or_exceeds_target,0,20.0,20
cic_simple_2c41a7586c_comp_median_alpha0.5_adv10_dp0_pers0_mu0.0_seed50,cic_simple_2c41a7586c_comp_median_alpha0.5_adv10_dp0_pers0_mu0.0_seed50,True,21a3275da60c,1,cic,median,0.5,10.0,none,0.0,50.0,complete_or_exceeds_target,0,20.0,20
dsedge-iiotset-full_comp_fedprox_alpha0.2_adv0_dp0_pers0_mu0.02_seed43_datasetedge-iiotset-full,dsedge-iiotset-full_comp_fedprox_alpha0.2_adv0_dp0_pers0_mu0.02_seed43_datasetedge-iiotset-full,True,21a699a16fd0,1,edge-iiotset-full,fedprox,0.2,0.0,none,0.02,43.0,complete_or_exceeds_target,0,20.0,20
unsw_simple_c02399c895_comp_fedprox_alpha0.1_adv10_dp0_pers0_mu0.01_seed42_srcedge-iiotset-full,unsw_simple_c02399c895_comp_fedprox_alpha0.1_adv10_dp0_pers0_mu0.01_seed42_srcedge-iiotset-full,True,21aab833fafc,1,unsw,fedprox,0.1,10.0,grad_ascent,0.01,42.0,complete_or_exceeds_target,0,20.0,20
dsedge-iiotset-full_comp_fedprox_alpha0.2_adv0_dp0_pers0_mu0.05_seed44_datasetedge-iiotset-full,dsedge-iiotset-full_comp_fedprox_alpha0.2_adv0_dp0_pers0_mu0.05_seed44_datasetedge-iiotset-full,True,21ae00279635,1,edge-iiotset-full,fedprox,0.2,0.0,none,0.05,44.0,complete_or_exceeds_target,0,20.0,20
dscic_comp_median_alpha0.1_adv30_dp0_pers0_mu0.0_n10_r20_modesign_flip_topk_seed48_datasetcic,dscic_comp_median_alpha0.1_adv30_dp0_pers0_mu0.0_n10_r20_modesign_flip_topk_seed48_datasetcic,True,21b70481beda,1,cic,median,0.1,30.0,sign_flip_topk,0.0,48.0,complete_or_exceeds_target,0,20.0,20
dsedge-iiotset-full_comp_krum_alphainf_adv20_dp0_pers0_mu0.0_seed53_datasetedge-iiotset-full,dsedge-iiotset-full_comp_krum_alphainf_adv20_dp0_pers0_mu0.0_seed53_datasetedge-iiotset-full,True,21b8d2e0c646,1,edge-iiotset-full,krum,inf,20.0,none,0.0,53.0,complete_or_exceeds_target,0,20.0,20
cic_simple_fce86c964c_comp_fedprox_alpha0.1_adv0_dp0_pers0_mu0.002_seed42,cic_simple_fce86c964c_comp_fedprox_alpha0.1_adv0_dp0_pers0_mu0.002_seed42,True,21cfe07da321,2,cic,fedprox,0.1,0.0,none,0.002,42.0,complete_or_exceeds_target,0,20.0,20
dscic_comp_fedprox_alpha0.1_adv0_dp0_pers0_mu0.002_n10_r20_modenone_seed42_datasetcic,cic_simple_fce86c964c_comp_fedprox_alpha0.1_adv0_dp0_pers0_mu0.002_seed42,False,21cfe07da321,2,cic,fedprox,0.1,0.0,none,0.002,42.0,complete_or_exceeds_target,0,20.0,20
unsw_simple_8cbf941cc8_comp_median_alphainf_adv20_dp0_pers0_mu0.0_seed54_srccic,unsw_simple_8cbf941cc8_comp_median_alphainf_adv20_dp0_pers0_mu0.0_seed54_srccic,True,21d16b9590df,1,unsw,median,inf,20.0,grad_ascent,0.0,54.0,complete_or_exceeds_target,0,20.0,20
unsw_simple_1543a61081_comp_fedavg_alpha0.1_adv10_dp0_pers0_mu0.0_seed54,unsw_simple_1543a61081_comp_fedavg_alpha0.1_adv10_dp0_pers0_mu0.0_seed54,True,21da275686ea,1,unsw,fedavg,0.1,10.0,grad_ascent,0.0,54.0,complete_or_exceeds_target,0,20.0,20
dscic_comp_krum_alpha0.05_adv10_dp0_pers0_mu0.0_n10_r20_modegrad_ascent_seed50_datasetcic,dscic_comp_krum_alpha0.05_adv10_dp0_pers0_mu0.0_n10_r20_modegrad_ascent_seed50_datasetcic,True,21ddeea0ab76,1,cic,krum,0.05,10.0,grad_ascent,0.0,50.0,complete_or_exceeds_target,0,20.0,20
unsw_pbb521874_comp_bulyan_alpha0.02_adv0_dp0_pers0_mu0_n10_r20_modenone_seed44_datasetunsw,unsw_pbb521874_comp_bulyan_alpha0.02_adv0_dp0_pers0_mu0_n10_r20_modenone_seed44_datasetunsw,True,21df5ef53308,1,unsw,bulyan,0.02,0.0,none,0.0,44.0,complete_or_exceeds_target,0,20.0,20
dsmixed_silo_3dataset_p63468e09_comp_fedavg_alpha0.05_adv0_dp0_pers0_mu1.0_seed61_datasetmixed_silo_3dataset,dsmixed_silo_3dataset_p63468e09_comp_fedavg_alpha0.05_adv0_dp0_pers0_mu1.0_seed61_datasetmixed_silo_3dataset,True,21e067355ce0,1,mixed_silo_3dataset,fedavg,0.05,0.0,none,1.0,61.0,truncated_before_target,1,1.0,1
dsmixed_silo_3dataset_p63468e09_comp_fedavg_alpha0.1_adv0_dp0_pers0_mu5.0_seed61_datasetmixed_silo_3dataset,dsmixed_silo_3dataset_p63468e09_comp_fedavg_alpha0.1_adv0_dp0_pers0_mu5.0_seed61_datasetmixed_silo_3dataset,True,21ee2673c00a,1,mixed_silo_3dataset,fedavg,0.1,0.0,none,5.0,61.0,truncated_before_target,1,1.0,1
comp_fedavg_alpha0.2_adv0_dp0_pers0_mu0.05_seed42,comp_fedavg_alpha0.2_adv0_dp0_pers0_mu0.05_seed42,True,21eebf80a687,1,unsw,fedavg,0.2,0.0,none,0.05,42.0,complete_or_exceeds_target,0,20.0,20
cic_simple_09fa9ebad2_comp_fedavg_alpha0.2_adv0_dp0_pers0_mu0.0_seed61,cic_simple_09fa9ebad2_comp_fedavg_alpha0.2_adv0_dp0_pers0_mu0.0_seed61,True,21ef11cc5418,2,cic,fedavg,0.2,0.0,none,0.0,61.0,complete_or_exceeds_target,0,20.0,20
dscic_comp_fedavg_alpha0.2_adv0_dp0_pers0_mu0.0_n10_r20_modenone_seed61_datasetcic,cic_simple_09fa9ebad2_comp_fedavg_alpha0.2_adv0_dp0_pers0_mu0.0_seed61,False,21ef11cc5418,2,cic,fedavg,0.2,0.0,none,0.0,61.0,complete_or_exceeds_target,0,20.0,20
dsedge-iiotset-full_comp_bulyan_alpha0.02_adv0_dp0_pers0_mu0.0_seed53_datasetedge-iiotset-full,dsedge-iiotset-full_comp_bulyan_alpha0.02_adv0_dp0_pers0_mu0.0_seed53_datasetedge-iiotset-full,True,21f5c7820fd2,1,edge-iiotset-full,bulyan,0.02,0.0,none,0.0,53.0,complete_or_exceeds_target,0,20.0,20
unsw_simple_611d450634_comp_bulyan_alpha0.5_adv10_dp0_pers0_mu0.01_seed42,unsw_simple_611d450634_comp_bulyan_alpha0.5_adv10_dp0_pers0_mu0.01_seed42,True,2204edcddfc5,1,unsw,bulyan,0.5,10.0,sign_flip_topk,0.01,42.0,complete_or_exceeds_target,0,20.0,20
unsw_simple_494647cfb5_comp_fedavg_alpha1.0_adv10_dp0_pers0_mu0.0_seed59_srccic,unsw_simple_494647cfb5_comp_fedavg_alpha1.0_adv10_dp0_pers0_mu0.0_seed59_srccic,True,22094904ae87,1,unsw,fedavg,1.0,10.0,label_flip,0.0,59.0,complete_or_exceeds_target,0,20.0,20
unsw_simple_7e86e3a237_comp_fedavg_alpha0.1_adv0_dp0_pers0_mu0.002_seed43_srccic,unsw_simple_7e86e3a237_comp_fedavg_alpha0.1_adv0_dp0_pers0_mu0.002_seed43_srccic,True,220b911f3405,1,unsw,fedavg,0.1,0.0,none,0.002,43.0,complete_or_exceeds_target,0,20.0,20
cic_simple_d0c0f952f5_comp_bulyan_alpha0.02_adv10_dp0_pers0_mu0.0_seed50,cic_simple_d0c0f952f5_comp_bulyan_alpha0.02_adv10_dp0_pers0_mu0.0_seed50,True,220ce915b415,1,cic,bulyan,0.02,10.0,none,0.0,50.0,complete_or_exceeds_target,0,20.0,20
unsw_simple_2379312f90_comp_fedavg_alpha0.05_adv0_dp0_pers0_mu0.02_seed45_srccic,unsw_simple_2379312f90_comp_fedavg_alpha0.05_adv0_dp0_pers0_mu0.02_seed45_srccic,True,2211006fd7d9,1,unsw,fedavg,0.05,0.0,none,0.02,45.0,complete_or_exceeds_target,0,20.0,20
dscic_comp_median_alpha0.05_adv10_dp0_pers0_mu0.0_n10_r20_modegrad_ascent_seed42_datasetcic,dscic_comp_median_alpha0.05_adv10_dp0_pers0_mu0.0_n10_r20_modegrad_ascent_seed42_datasetcic,True,2215380651d3,1,cic,median,0.05,10.0,grad_ascent,0.0,42.0,complete_or_exceeds_target,0,20.0,20
unsw_simple_720c4c1094_comp_fedavg_alpha0.02_adv10_dp0_pers0_mu0.0_seed50,unsw_simple_720c4c1094_comp_fedavg_alpha0.02_adv10_dp0_pers0_mu0.0_seed50,True,221fd3a99e29,1,unsw,fedavg,0.02,10.0,grad_ascent,0.0,50.0,truncated_before_target,1,1.0,1
cic_simple_54e614bfc9_comp_median_alpha0.02_adv30_dp0_pers0_mu0.0_seed58,cic_simple_54e614bfc9_comp_median_alpha0.02_adv30_dp0_pers0_mu0.0_seed58,True,22251b4458f9,1,cic,median,0.02,30.0,none,0.0,58.0,complete_or_exceeds_target,0,20.0,20
dsedge-iiotset-full_comp_krum_alpha0.05_adv0_dp0_pers0_mu0.0_seed56_datasetedge-iiotset-full,dsedge-iiotset-full_comp_krum_alpha0.05_adv0_dp0_pers0_mu0.0_seed56_datasetedge-iiotset-full,True,222a1207341e,1,edge-iiotset-full,krum,0.05,0.0,none,0.0,56.0,complete_or_exceeds_target,0,20.0,20
cic_simple_2c606e9952_comp_fedavg_alpha0.5_adv0_dp0_pers0_mu0.0_seed50,cic_simple_2c606e9952_comp_fedavg_alpha0.5_adv0_dp0_pers0_mu0.0_seed50,True,222ddb3127d5,2,cic,fedavg,0.5,0.0,none,0.0,50.0,complete_or_exceeds_target,0,20.0,20
dscic_comp_fedavg_alpha0.5_adv0_dp0_pers0_mu0.0_n10_r20_modenone_seed50_datasetcic,cic_simple_2c606e9952_comp_fedavg_alpha0.5_adv0_dp0_pers0_mu0.0_seed50,False,222ddb3127d5,2,cic,fedavg,0.5,0.0,none,0.0,50.0,truncated_before_target,1,1.0,1
unsw_simple_1e3df458d8_comp_median_alphainf_adv30_dp0_pers0_mu0.0_seed59_srccic,unsw_simple_1e3df458d8_comp_median_alphainf_adv30_dp0_pers0_mu0.0_seed59_srccic,True,222f6c97c881,1,unsw,median,inf,30.0,label_flip,0.0,59.0,complete_or_exceeds_target,0,20.0,20
dscic_comp_bulyan_alphainf_adv10_dp0_pers0_mu0.0_n10_r20_modesign_flip_topk_seed52_datasetcic,dscic_comp_bulyan_alphainf_adv10_dp0_pers0_mu0.0_n10_r20_modesign_flip_topk_seed52_datasetcic,True,2231c6848251,1,cic,bulyan,inf,10.0,sign_flip_topk,0.0,52.0,complete_or_exceeds_target,0,20.0,20
cic_simple_d2a921f7df_comp_fedavg_alpha0.05_adv20_dp0_pers0_mu0.0_seed54,cic_simple_d2a921f7df_comp_fedavg_alpha0.05_adv20_dp0_pers0_mu0.0_seed54,True,2234c5ceaf10,1,cic,fedavg,0.05,20.0,none,0.0,54.0,complete_or_exceeds_target,0,20.0,20
dsedge-iiotset-full_comp_fedavg_alpha0.2_adv10_dp0_pers0_mu0.0_seed48_datasetedge-iiotset-full,dsedge-iiotset-full_comp_fedavg_alpha0.2_adv10_dp0_pers0_mu0.0_seed48_datasetedge-iiotset-full,True,22383ba8697f,1,edge-iiotset-full,fedavg,0.2,10.0,none,0.0,48.0,complete_or_exceeds_target,0,20.0,20
dsedge-iiotset-full_comp_median_alpha0.5_adv10_dp0_pers0_mu0.0_modesign_flip_topk_seed47_datasetedge-iiotset-full,dsedge-iiotset-full_comp_median_alpha0.5_adv10_dp0_pers0_mu0.0_modesign_flip_topk_seed47_datasetedge-iiotset-full,True,224480e3473c,1,edge-iiotset-full,median,0.5,10.0,sign_flip_topk,0.0,47.0,complete_or_exceeds_target,0,20.0,20
