run_id,canonical_run_id,is_canonical,canonical_key_id,duplicate_group_size,dataset,aggregation,alpha,adv_percent,attack_mode,fedprox_mu,seed,quality_state,quality_rank,max_round,parsed_row_count
unsw_simple_d45d98b0f5_comp_median_alpha1.0_adv0_dp0_pers0_mu0.0_seed50_srccic,unsw_simple_d45d98b0f5_comp_median_alpha1.0_adv0_dp0_pers0_mu0.0_seed50_srccic,True,00001e0eeef9,1,unsw,median,1.0,0.0,none,0.0,50.0,complete_or_exceeds_target,0,20.0,20
cic_simple_9e10674d7e_comp_fedavg_alphainf_adv30_dp0_pers0_mu0.0_seed44,cic_simple_9e10674d7e_comp_fedavg_alphainf_adv30_dp0_pers0_mu0.0_seed44,True,00019fc9b886,1,cic,fedavg,inf,30.0,none,0.0,44.0,complete_or_exceeds_target,0,20.0,20
unsw_simple_95f66f1037_comp_fedavg_alpha1.0_adv0_dp0_pers0_mu0.0_seed49_srccic,unsw_simple_95f66f1037_comp_fedavg_alpha1.0_adv0_dp0_pers0_mu0.0_seed49_srccic,True,000406e4c967,1,unsw,fedavg,1.0,0.0,none,0.0,49.0,complete_or_exceeds_target,0,20.0,20
unsw_simple_97e26fdf0c_comp_median_alpha0.5_adv0_dp0_pers0_mu0.0_seed48_srccic,unsw_simple_97e26fdf0c_comp_median_alpha0.5_adv0_dp0_pers0_mu0.0_seed48_srccic,True,0006b2f446a5,1,unsw,median,0.5,0.0,none,0.0,48.0,complete_or_exceeds_target,0,20.0,40
dsedge-iiotset-full_comp_median_alpha0.05_adv30_dp0_pers0_mu0.0_seed44_datasetedge-iiotset-full,dsedge-iiotset-full_comp_median_alpha0.05_adv30_dp0_pers0_mu0.0_seed44_datasetedge-iiotset-full,True,00088822754d,1,edge-iiotset-full,median,0.05,30.0,none,0.0,44.0,complete_or_exceeds_target,0,20.0,20
dscic_comp_fedavg_alpha0.05_adv10_dp0_pers0_mu0.0_n10_r20_modegrad_ascent_seed50_datasetcic,dscic_comp_fedavg_alpha0.05_adv10_dp0_pers0_mu0.0_n10_r20_modegrad_ascent_seed50_datasetcic,True,000fb0729e5e,1,cic,fedavg,0.05,10.0,grad_ascent,0.0,50.0,complete_or_exceeds_target,0,20.0,20
dsedge-iiotset-full_comp_fedavg_alphainf_adv20_dp0_pers0_mu0.0_seed45_datasetedge-iiotset-full,dsedge-iiotset-full_comp_fedavg_alphainf_adv20_dp0_pers0_mu0.0_seed45_datasetedge-iiotset-full,True,001259d7e013,1,edge-iiotset-full,fedavg,inf,20.0,none,0.0,45.0,complete_or_exceeds_target,0,20.0,20
unsw_simple_294715ea2a_comp_bulyan_alphainf_adv0_dp0_pers0_mu0.1_seed46_srcedge-iiotset-full,unsw_simple_294715ea2a_comp_bulyan_alphainf_adv0_dp0_pers0_mu0.1_seed46_srcedge-iiotset-full,True,0019aa977db2,1,unsw,bulyan,inf,0.0,none,0.1,46.0,complete_or_exceeds_target,0,20.0,20
unsw_simple_4a3ab519d3_comp_fedavg_alphainf_adv30_dp0_pers0_mu0.0_seed49_srccic,unsw_simple_4a3ab519d3_comp_fedavg_alphainf_adv30_dp0_pers0_mu0.0_seed49_srccic,True,001da867e2d9,1,unsw,fedavg,inf,30.0,targeted_label,0.0,49.0,complete_or_exceeds_target,0,20.0,20
comp_fedavg_alpha0.2_adv0_dp0_pers0_mu0.02_seed45,comp_fedavg_alpha0.2_adv0_dp0_pers0_mu0.02_seed45,True,001f0b29a450,1,unsw,fedavg,0.2,0.0,none,0.02,45.0,complete_or_exceeds_target,0,20.0,20
dscic_comp_krum_alpha0.2_adv10_dp0_pers0_mu0.0_n10_r20_modetargeted_label_seed53_datasetcic,dscic_comp_krum_alpha0.2_adv10_dp0_pers0_mu0.0_n10_r20_modetargeted_label_seed53_datasetcic,True,00219cabcb13,2,cic,krum,0.2,10.0,targeted_label,0.0,53.0,truncated_before_target,1,1.0,1
dscic_comp_krum_alpha0.2_adv10_dp0_pers0_mu0.0_n10_r20_modetargeted_label_seed53_datasetcic__partial_20251231_003641,dscic_comp_krum_alpha0.2_adv10_dp0_pers0_mu0.0_n10_r20_modetargeted_label_seed53_datasetcic,False,00219cabcb13,2,cic,krum,0.2,10.0,targeted_label,0.0,53.0,truncated_before_target,1,1.0,1
unsw_simple_331bb092c2_comp_fedavg_alpha0.02_adv0_dp0_pers0_mu0.2_seed45,unsw_simple_331bb092c2_comp_fedavg_alpha0.02_adv0_dp0_pers0_mu0.2_seed45,True,00277e6e409e,1,unsw,fedavg,0.02,0.0,none,0.2,45.0,complete_or_exceeds_target,0,20.0,20
dsedge-iiotset-full_comp_median_alpha0.5_adv30_dp0_pers0_mu0.0_modetargeted_label_seed44_datasetedge-iiotset-full,dsedge-iiotset-full_comp_median_alpha0.5_adv30_dp0_pers0_mu0.0_modetargeted_label_seed44_datasetedge-iiotset-full,True,0029c5226ce6,1,edge-iiotset-full,median,0.5,30.0,targeted_label,0.0,44.0,complete_or_exceeds_target,0,20.0,20
dsedge-iiotset-full_comp_median_alpha0.05_adv0_dp0_pers0_mu0.0_seed52_datasetedge-iiotset-full,dsedge-iiotset-full_comp_median_alpha0.05_adv0_dp0_pers0_mu0.0_seed52_datasetedge-iiotset-full,True,0039db35c37f,1,edge-iiotset-full,median,0.05,0.0,none,0.0,52.0,complete_or_exceeds_target,0,20.0,20
comp_fedavg_alpha0.5_adv0_dp0_pers0_mu0.1_seed44,comp_fedavg_alpha0.5_adv0_dp0_pers0_mu0.1_seed44,True,004280affa9b,1,unsw,fedavg,0.5,0.0,none,0.1,44.0,complete_or_exceeds_target,0,20.0,20
unsw_simple_412e864082_comp_median_alpha0.1_adv30_dp0_pers0_mu0.0_seed43,unsw_simple_412e864082_comp_median_alpha0.1_adv30_dp0_pers0_mu0.0_seed43,True,00473135138b,1,unsw,median,0.1,30.0,label_flip,0.0,43.0,truncated_before_target,1,1.0,1
cic_simple_43c2322d79_comp_median_alpha0.1_adv30_dp0_pers0_mu0.0_seed59,cic_simple_43c2322d79_comp_median_alpha0.1_adv30_dp0_pers0_mu0.0_seed59,True,00475c79ca95,1,cic,median,0.1,30.0,none,0.0,59.0,complete_or_exceeds_target,0,20.0,20
unsw_simple_1bc9a575cb_comp_fedprox_alpha0.02_adv0_dp0_pers0_mu0.05_seed42_srccic,unsw_simple_1bc9a575cb_comp_fedprox_alpha0.02_adv0_dp0_pers0_mu0.05_seed42_srccic,True,0049192cc9dc,1,unsw,fedprox,0.02,0.0,none,0.05,42.0,complete_or_exceeds_target,0,20.0,20
unsw_simple_69d93525c4_comp_fedavg_alpha0.1_adv0_dp0_pers0_mu0.05_seed43_srccic,unsw_simple_69d93525c4_comp_fedavg_alpha0.1_adv0_dp0_pers0_mu0.05_seed43_srccic,True,0053b042d032,1,unsw,fedavg,0.1,0.0,none,0.05,43.0,complete_or_exceeds_target,0,20.0,20
cic_simple_aff80fd092_comp_fedavg_alphainf_adv10_dp0_pers0_mu0.0_seed60,cic_simple_aff80fd092_comp_fedavg_alphainf_adv10_dp0_pers0_mu0.0_seed60,True,0055aa58725e,1,cic,fedavg,inf,10.0,none,0.0,60.0,complete_or_exceeds_target,0,20.0,20
cic_simple_c26f27d445_comp_krum_alpha1.0_adv20_dp0_pers0_mu0.0_seed56,cic_simple_c26f27d445_comp_krum_alpha1.0_adv20_dp0_pers0_mu0.0_seed56,True,0056b0c05c91,1,cic,krum,1.0,20.0,none,0.0,56.0,complete_or_exceeds_target,0,20.0,20
unsw_simple_ad8a84feea_comp_median_alpha0.2_adv10_dp0_pers0_mu0.0_seed48_srccic,unsw_simple_ad8a84feea_comp_median_alpha0.2_adv10_dp0_pers0_mu0.0_seed48_srccic,True,005925cdb4d5,1,unsw,median,0.2,10.0,sign_flip_topk,0.0,48.0,complete_or_exceeds_target,0,20.0,20
unsw_simple_214e7208eb_comp_fedprox_alpha0.2_adv0_dp0_pers0_mu0.2_seed46_srccic,unsw_simple_214e7208eb_comp_fedprox_alpha0.2_adv0_dp0_pers0_mu0.2_seed46_srccic,True,005a90f02073,1,unsw,fedprox,0.2,0.0,none,0.2,46.0,complete_or_exceeds_target,0,20.0,20
unsw_simple_0447135c90_comp_bulyan_alpha0.2_adv0_dp0_pers0_mu0.0_seed57,unsw_simple_0447135c90_comp_bulyan_alpha0.2_adv0_dp0_pers0_mu0.0_seed57,True,0063c10e337f,1,unsw,bulyan,0.2,0.0,none,0.0,57.0,complete_or_exceeds_target,0,20.0,20
unsw_pbb521874_comp_fedprox_alpha0.2_adv0_dp0_pers0_mu0.05_seed44,unsw_pbb521874_comp_fedprox_alpha0.2_adv0_dp0_pers0_mu0.05_seed44,True,0068e9dd6de2,1,unsw,fedprox,0.2,0.0,none,0.05,44.0,complete_or_exceeds_target,0,20.0,20
dsedge-iiotset-full_comp_fedprox_alpha0.02_adv0_dp0_pers0_mu0.1_seed44_datasetedge-iiotset-full,dsedge-iiotset-full_comp_fedprox_alpha0.02_adv0_dp0_pers0_mu0.1_seed44_datasetedge-iiotset-full,True,0071f04477cd,1,edge-iiotset-full,fedprox,0.02,0.0,none,0.1,44.0,complete_or_exceeds_target,0,20.0,20
unsw_simple_43716e7812_comp_median_alpha0.05_adv30_dp0_pers0_mu0.0_seed60,unsw_simple_43716e7812_comp_median_alpha0.05_adv30_dp0_pers0_mu0.0_seed60,True,00766048c8c3,1,unsw,median,0.05,30.0,sign_flip_topk,0.0,60.0,complete_or_exceeds_target,0,20.0,20
dsedge-iiotset-full_comp_median_alpha0.5_adv30_dp0_pers0_mu0.0_modelabel_flip_seed47_datasetedge-iiotset-full,dsedge-iiotset-full_comp_median_alpha0.5_adv30_dp0_pers0_mu0.0_modelabel_flip_seed47_datasetedge-iiotset-full,True,007ce9437567,1,edge-iiotset-full,median,0.5,30.0,label_flip,0.0,47.0,complete_or_exceeds_target,0,20.0,20
unsw_simple_3d522bec50_comp_fedprox_alpha0.2_adv0_dp0_pers0_mu0.02_seed44,unsw_simple_3d522bec50_comp_fedprox_alpha0.2_adv0_dp0_pers0_mu0.02_seed44,True,008006ea1d17,1,unsw,fedprox,0.2,0.0,none,0.02,44.0,complete_or_exceeds_target,0,20.0,20
unsw_simple_c17657a9c9_comp_fedavg_alpha1.0_adv30_dp0_pers0_mu0.0_seed59_srccic,unsw_simple_c17657a9c9_comp_fedavg_alpha1.0_adv30_dp0_pers0_mu0.0_seed59_srccic,True,00ae9e8cdc53,1,unsw,fedavg,1.0,30.0,label_flip,0.0,59.0,complete_or_exceeds_target,0,20.0,20
dsedge-iiotset-full_comp_krum_alpha0.5_adv20_dp0_pers0_mu0.0_seed47_datasetedge-iiotset-full,dsedge-iiotset-full_comp_krum_alpha0.5_adv20_dp0_pers0_mu0.0_seed47_datasetedge-iiotset-full,True,00b37e07d43f,1,edge-iiotset-full,krum,0.5,20.0,none,0.0,47.0,complete_or_exceeds_target,0,20.0,20
cic_simple_b601ae7647_comp_median_alphainf_adv0_dp0_pers0_mu0.0_seed44,cic_simple_b601ae7647_comp_median_alphainf_adv0_dp0_pers0_mu0.0_seed44,True,00b7dce4f706,2,cic,median,inf,0.0,none,0.0,44.0,complete_or_exceeds_target,0,20.0,20
dscic_comp_median_alphainf_adv0_dp0_pers0_mu0.0_n10_r20_modenone_seed44_datasetcic,cic_simple_b601ae7647_comp_median_alphainf_adv0_dp0_pers0_mu0.0_seed44,False,00b7dce4f706,2,cic,median,inf,0.0,none,0.0,44.0,complete_or_exceeds_target,0,20.0,20
dsedge-iiotset-full_comp_fedavg_alpha0.2_adv20_dp0_pers0_mu0.0_seed53_datasetedge-iiotset-full,dsedge-iiotset-full_comp_fedavg_alpha0.2_adv20_dp0_pers0_mu0.0_seed53_datasetedge-iiotset-full,True,00baee7f6256,1,edge-iiotset-full,fedavg,0.2,20.0,none,0.0,53.0,complete_or_exceeds_target,0,20.0,20
unsw_simple_5dc19955e4_comp_bulyan_alpha0.05_adv10_dp0_pers0_mu0.0_seed46,unsw_simple_5dc19955e4_comp_bulyan_alpha0.05_adv10_dp0_pers0_mu0.0_seed46,True,00c194343dc2,1,unsw,bulyan,0.05,10.0,grad_ascent,0.0,46.0,complete_or_exceeds_target,0,20.0,20
dsedge-iiotset-full_comp_fedprox_alpha0.1_adv0_dp0_pers0_mu0.01_seed45_datasetedge-iiotset-full,dsedge-iiotset-full_comp_fedprox_alpha0.1_adv0_dp0_pers0_mu0.01_seed45_datasetedge-iiotset-full,True,00c2ff3f033b,1,edge-iiotset-full,fedprox,0.1,0.0,none,0.01,45.0,complete_or_exceeds_target,0,20.0,20
dscic_comp_median_alpha0.5_adv20_dp0_pers0_mu0.0_n10_r20_modelabel_flip_seed55_datasetcic,dscic_comp_median_alpha0.5_adv20_dp0_pers0_mu0.0_n10_r20_modelabel_flip_seed55_datasetcic,True,00c3cba831df,1,cic,median,0.5,20.0,label_flip,0.0,55.0,complete_or_exceeds_target,0,20.0,20
cic_simple_e9350a1a83_comp_fedavg_alpha1.0_adv10_dp0_pers0_mu0.0_seed48,cic_simple_e9350a1a83_comp_fedavg_alpha1.0_adv10_dp0_pers0_mu0.0_seed48,True,00c4f5c85ec7,1,cic,fedavg,1.0,10.0,none,0.0,48.0,complete_or_exceeds_target,0,20.0,20
comp_fedavg_alphainf_adv0_dp0_pers0_mu0.05_seed46,comp_fedavg_alphainf_adv0_dp0_pers0_mu0.05_seed46,True,00cd317346df,1,unsw,fedavg,inf,0.0,none,0.05,46.0,complete_or_exceeds_target,0,20.0,20
dsedge-iiotset-full_comp_median_alphainf_adv10_dp0_pers0_mu0.0_seed55_datasetedge-iiotset-full,dsedge-iiotset-full_comp_median_alphainf_adv10_dp0_pers0_mu0.0_seed55_datasetedge-iiotset-full,True,00d2b8bc5ee2,1,edge-iiotset-full,median,inf,10.0,none,0.0,55.0,complete_or_exceeds_target,0,20.0,20
dscic_comp_fedavg_alpha1.0_adv30_dp0_pers0_mu0.0_n10_r20_modesign_flip_topk_seed48_datasetcic,dscic_comp_fedavg_alpha1.0_adv30_dp0_pers0_mu0.0_n10_r20_modesign_flip_topk_seed48_datasetcic,True,00d90344c78a,2,cic,fedavg,1.0,30.0,sign_flip_topk,0.0,48.0,truncated_before_target,1,1.0,1
dscic_comp_fedavg_alpha1.0_adv30_dp0_pers0_mu0.0_n10_r20_modesign_flip_topk_seed48_datasetcic__partial_20251229_213514,dscic_comp_fedavg_alpha1.0_adv30_dp0_pers0_mu0.0_n10_r20_modesign_flip_topk_seed48_datasetcic,False,00d90344c78a,2,cic,fedavg,1.0,30.0,sign_flip_topk,0.0,48.0,truncated_before_target,1,1.0,1
unsw_simple_134d0d38ce_comp_fedavg_alpha0.1_adv20_dp0_pers0_mu0.0_seed50_srccic,unsw_simple_134d0d38ce_comp_fedavg_alpha0.1_adv20_dp0_pers0_mu0.0_seed50_srccic,True,00dda5c4b8ba,1,unsw,fedavg,0.1,20.0,grad_ascent,0.0,50.0,complete_or_exceeds_target,0,20.0,20
unsw_simple_04a58036b5_comp_median_alpha0.1_adv0_dp0_pers0_mu0.0_seed45_srccic,unsw_simple_04a58036b5_comp_median_alpha0.1_adv0_dp0_pers0_mu0.0_seed45_srccic,True,00de064f9883,1,unsw,median,0.1,0.0,none,0.0,45.0,complete_or_exceeds_target,0,20.0,20
dsedge-iiotset-full_comp_krum_alpha0.05_adv10_dp0_pers0_mu0.0_seed53_datasetedge-iiotset-full,dsedge-iiotset-full_comp_krum_alpha0.05_adv10_dp0_pers0_mu0.0_seed53_datasetedge-iiotset-full,True,00e145c3655c,1,edge-iiotset-full,krum,0.05,10.0,none,0.0,53.0,complete_or_exceeds_target,0,20.0,20
unsw_simple_6315e6c0c7_comp_krum_alphainf_adv10_dp0_pers0_mu0.0_seed45,unsw_simple_6315e6c0c7_comp_krum_alphainf_adv10_dp0_pers0_mu0.0_seed45,True,00f3efe8f030,1,unsw,krum,inf,10.0,targeted_label,0.0,45.0,complete_or_exceeds_target,0,20.0,20
cic_simple_0c02fb8c8b_comp_median_alpha0.2_adv20_dp0_pers0_mu0.0_seed49,cic_simple_0c02fb8c8b_comp_median_alpha0.2_adv20_dp0_pers0_mu0.0_seed49,True,00f65933bc32,1,cic,median,0.2,20.0,none,0.0,49.0,complete_or_exceeds_target,0,20.0,20
dsmixed_silo_3dataset_p63468e09_comp_fedavg_alpha0.05_adv5_dp0_pers0_mu0.2_seed62_datasetmixed_silo_3dataset,dsmixed_silo_3dataset_p63468e09_comp_fedavg_alpha0.05_adv5_dp0_pers0_mu0.2_seed62_datasetmixed_silo_3dataset,True,00f83331afa4,1,mixed_silo_3dataset,fedavg,0.05,5.0,none,0.2,62.0,truncated_before_target,1,1.0,1
dscic_comp_fedavg_alpha0.1_adv20_dp0_pers0_mu0.0_n10_r20_modelabel_flip_seed55_datasetcic,dscic_comp_fedavg_alpha0.1_adv20_dp0_pers0_mu0.0_n10_r20_modelabel_flip_seed55_datasetcic,True,00fd0d803598,1,cic,fedavg,0.1,20.0,label_flip,0.0,55.0,complete_or_exceeds_target,0,20.0,20
comp_fedavg_alpha0.02_adv0_dp0_pers0_mu0.2_seed46,comp_fedavg_alpha0.02_adv0_dp0_pers0_mu0.2_seed46,True,00ff28cce228,1,unsw,fedavg,0.02,0.0,none,0.2,46.0,complete_or_exceeds_target,0,20.0,20
unsw_simple_1e0bf430b5_comp_krum_alpha0.5_adv30_dp0_pers0_mu0.0_seed50_srccic,unsw_simple_1e0bf430b5_comp_krum_alpha0.5_adv30_dp0_pers0_mu0.0_seed50_srccic,True,010cfec78087,1,unsw,krum,0.5,30.0,grad_ascent,0.0,50.0,complete_or_exceeds_target,0,20.0,40
dscic_comp_krum_alpha0.1_adv20_dp0_pers0_mu0.0_n10_r20_modesign_flip_topk_seed52_datasetcic,dscic_comp_krum_alpha0.1_adv20_dp0_pers0_mu0.0_n10_r20_modesign_flip_topk_seed52_datasetcic,True,010e419778bc,1,cic,krum,0.1,20.0,sign_flip_topk,0.0,52.0,complete_or_exceeds_target,0,20.0,20
unsw_simple_1939074e0c_comp_fedprox_alpha0.2_adv0_dp0_pers0_mu0.2_seed42,unsw_simple_1939074e0c_comp_fedprox_alpha0.2_adv0_dp0_pers0_mu0.2_seed42,True,0113a13affba,1,unsw,fedprox,0.2,0.0,none,0.2,42.0,complete_or_exceeds_target,0,20.0,20
unsw_simple_121441f5a0_comp_krum_alpha0.5_adv30_dp0_pers0_mu0.0_seed46,unsw_simple_121441f5a0_comp_krum_alpha0.5_adv30_dp0_pers0_mu0.0_seed46,True,01172701bf88,1,unsw,krum,0.5,30.0,grad_ascent,0.0,46.0,truncated_before_target,1,1.0,1
unsw_simple_6893d0dab4_comp_fedavg_alphainf_adv20_dp0_pers0_mu0.0_seed54,unsw_simple_6893d0dab4_comp_fedavg_alphainf_adv20_dp0_pers0_mu0.0_seed54,True,0126516af290,1,unsw,fedavg,inf,20.0,grad_ascent,0.0,54.0,complete_or_exceeds_target,0,20.0,20
comp_fedavg_alpha0.05_adv0_dp0_pers0_mu0.05_seed45,comp_fedavg_alpha0.05_adv0_dp0_pers0_mu0.05_seed45,True,012e83133813,1,unsw,fedavg,0.05,0.0,none,0.05,45.0,complete_or_exceeds_target,0,20.0,20
dscic_comp_krum_alpha0.1_adv10_dp0_pers0_mu0.0_n10_r20_modegrad_ascent_seed50_datasetcic,dscic_comp_krum_alpha0.1_adv10_dp0_pers0_mu0.0_n10_r20_modegrad_ascent_seed50_datasetcic,True,012f4d48d485,1,cic,krum,0.1,10.0,grad_ascent,0.0,50.0,complete_or_exceeds_target,0,20.0,20
dsedge-iiotset-full_comp_median_alphainf_adv10_dp0_pers0_mu0.0_seed61_datasetedge-iiotset-full,dsedge-iiotset-full_comp_median_alphainf_adv10_dp0_pers0_mu0.0_seed61_datasetedge-iiotset-full,True,013189be854b,1,edge-iiotset-full,median,inf,10.0,none,0.0,61.0,complete_or_exceeds_target,0,20.0,20
dscic_comp_median_alpha0.02_adv30_dp0_pers0_mu0.0_n10_r20_modegrad_ascent_seed54_datasetcic,dscic_comp_median_alpha0.02_adv30_dp0_pers0_mu0.0_n10_r20_modegrad_ascent_seed54_datasetcic,True,0132cfcd135c,1,cic,median,0.02,30.0,grad_ascent,0.0,54.0,complete_or_exceeds_target,0,20.0,20
unsw_simple_6dd3399d27_comp_krum_alpha0.5_adv30_dp0_pers0_mu0.1_seed45,unsw_simple_6dd3399d27_comp_krum_alpha0.5_adv30_dp0_pers0_mu0.1_seed45,True,0137fe6a6cf2,1,unsw,krum,0.5,30.0,sign_flip_topk,0.1,45.0,complete_or_exceeds_target,0,20.0,20
dscic_comp_fedavg_alpha0.5_adv30_dp0_pers0_mu0.0_n10_r20_modelabel_flip_seed51_datasetcic,dscic_comp_fedavg_alpha0.5_adv30_dp0_pers0_mu0.0_n10_r20_modelabel_flip_seed51_datasetcic,True,013d7f25dbd5,1,cic,fedavg,0.5,30.0,label_flip,0.0,51.0,complete_or_exceeds_target,0,20.0,20
dsedge-iiotset-full_comp_fedavg_alphainf_adv20_dp0_pers0_mu0.0_seed47_datasetedge-iiotset-full,dsedge-iiotset-full_comp_fedavg_alphainf_adv20_dp0_pers0_mu0.0_seed47_datasetedge-iiotset-full,True,014718c0d905,1,edge-iiotset-full,fedavg,inf,20.0,none,0.0,47.0,complete_or_exceeds_target,0,20.0,20
cic_simple_8b1a3c1fc2_comp_krum_alpha1.0_adv10_dp0_pers0_mu0.0_seed51,cic_simple_8b1a3c1fc2_comp_krum_alpha1.0_adv10_dp0_pers0_mu0.0_seed51,True,0152c2a7eaba,1,cic,krum,1.0,10.0,none,0.0,51.0,complete_or_exceeds_target,0,20.0,20
unsw_simple_50b53acc11_comp_krum_alpha1.0_adv30_dp0_pers0_mu0.0_seed52_srccic,unsw_simple_50b53acc11_comp_krum_alpha1.0_adv30_dp0_pers0_mu0.0_seed52_srccic,True,0156a1645fb6,1,unsw,krum,1.0,30.0,sign_flip_topk,0.0,52.0,complete_or_exceeds_target,0,20.0,20
unsw_simple_35f779e1a0_comp_krum_alpha0.1_adv30_dp0_pers0_mu0.0_seed46_srccic,unsw_simple_35f779e1a0_comp_krum_alpha0.1_adv30_dp0_pers0_mu0.0_seed46_srccic,True,0159bfae4cb8,1,unsw,krum,0.1,30.0,grad_ascent,0.0,46.0,complete_or_exceeds_target,0,20.0,20
dsedge-iiotset-full_comp_median_alpha0.1_adv10_dp0_pers0_mu0.0_seed47_datasetedge-iiotset-full,dsedge-iiotset-full_comp_median_alpha0.1_adv10_dp0_pers0_mu0.0_seed47_datasetedge-iiotset-full,True,015c3cd31136,1,edge-iiotset-full,median,0.1,10.0,none,0.0,47.0,complete_or_exceeds_target,0,20.0,20
dscic_comp_median_alpha1.0_adv30_dp0_pers0_mu0.0_n10_r20_modetargeted_label_seed45_datasetcic,dscic_comp_median_alpha1.0_adv30_dp0_pers0_mu0.0_n10_r20_modetargeted_label_seed45_datasetcic,True,016639a2cd4f,1,cic,median,1.0,30.0,targeted_label,0.0,45.0,complete_or_exceeds_target,0,20.0,20
unsw_simple_bd04b59615_comp_median_alphainf_adv10_dp0_pers0_mu0.0_seed50_srccic,unsw_simple_bd04b59615_comp_median_alphainf_adv10_dp0_pers0_mu0.0_seed50_srccic,True,016be198f717,1,unsw,median,inf,10.0,grad_ascent,0.0,50.0,complete_or_exceeds_target,0,20.0,20
unsw_simple_bbd9e13fa0_comp_bulyan_alphainf_adv10_dp0_pers0_mu0.1_seed46_srcedge-iiotset-full,unsw_simple_bbd9e13fa0_comp_bulyan_alphainf_adv10_dp0_pers0_mu0.1_seed46_srcedge-iiotset-full,True,01755002e754,1,unsw,bulyan,inf,10.0,targeted_label,0.1,46.0,complete_or_exceeds_target,0,20.0,20
unsw_simple_68b8e9e334_comp_fedprox_alpha0.05_adv0_dp0_pers0_mu0.005_seed46,unsw_simple_68b8e9e334_comp_fedprox_alpha0.05_adv0_dp0_pers0_mu0.005_seed46,True,0176b586b5d2,1,unsw,fedprox,0.05,0.0,none,0.005,46.0,complete_or_exceeds_target,0,20.0,20
unsw_simple_33f81678fd_comp_median_alphainf_adv0_dp0_pers0_mu0.0_seed42_srccic,unsw_simple_33f81678fd_comp_median_alphainf_adv0_dp0_pers0_mu0.0_seed42_srccic,True,017b8642af57,1,unsw,median,inf,0.0,none,0.0,42.0,complete_or_exceeds_target,0,20.0,20
unsw_simple_04206dac35_comp_median_alpha0.02_adv20_dp0_pers0_mu0.0_seed61_srccic,unsw_simple_04206dac35_comp_median_alpha0.02_adv20_dp0_pers0_mu0.0_seed61_srccic,True,018b83ad7241,1,unsw,median,0.02,20.0,targeted_label,0.0,61.0,complete_or_exceeds_target,0,20.0,20
comp_fedavg_alpha0.5_adv0_dp0_pers0_mu0.002_seed45_datasetcic,comp_fedavg_alpha0.5_adv0_dp0_pers0_mu0.002_seed45_datasetcic,True,018e9761163b,2,cic,fedavg,0.5,0.0,none,0.002,45.0,complete_or_exceeds_target,0,20.0,40
cic_simple_85bebda0e9_comp_fedavg_alpha0.5_adv0_dp0_pers0_mu0.002_seed45,comp_fedavg_alpha0.5_adv0_dp0_pers0_mu0.002_seed45_datasetcic,False,018e9761163b,2,cic,fedavg,0.5,0.0,none,0.002,45.0,complete_or_exceeds_target,0,20.0,20
unsw_simple_9708ee6890_comp_fedavg_alpha0.05_adv0_dp0_pers0_mu0.002_seed42_srccic,unsw_simple_9708ee6890_comp_fedavg_alpha0.05_adv0_dp0_pers0_mu0.002_seed42_srccic,True,0196eae97d96,1,unsw,fedavg,0.05,0.0,none,0.002,42.0,complete_or_exceeds_target,0,20.0,20
dsedge-iiotset-full_comp_median_alpha0.5_adv10_dp0_pers0_mu0.0_modetargeted_label_seed50_datasetedge-iiotset-full,dsedge-iiotset-full_comp_median_alpha0.5_adv10_dp0_pers0_mu0.0_modetargeted_label_seed50_datasetedge-iiotset-full,True,01a1a3282dae,1,edge-iiotset-full,median,0.5,10.0,targeted_label,0.0,50.0,complete_or_exceeds_target,0,20.0,20
dsedge-iiotset-full_comp_krum_alpha0.1_adv10_dp0_pers0_mu0.1_modelabel_flip_seed42_datasetedge-iiotset-full,dsedge-iiotset-full_comp_krum_alpha0.1_adv10_dp0_pers0_mu0.1_modelabel_flip_seed42_datasetedge-iiotset-full,True,01a3caa0487c,1,edge-iiotset-full,krum,0.1,10.0,label_flip,0.1,42.0,complete_or_exceeds_target,0,20.0,20
unsw_simple_8e8e06d743_comp_fedavg_alphainf_adv20_dp0_pers0_mu0.0_seed45_srccic,unsw_simple_8e8e06d743_comp_fedavg_alphainf_adv20_dp0_pers0_mu0.0_seed45_srccic,True,01a831e22a8e,1,unsw,fedavg,inf,20.0,targeted_label,0.0,45.0,complete_or_exceeds_target,0,20.0,20
comp_fedavg_alpha0.1_adv0_dp0_pers0_mu0.01_seed44_datasetcic,comp_fedavg_alpha0.1_adv0_dp0_pers0_mu0.01_seed44_datasetcic,True,01b109254d92,2,cic,fedavg,0.1,0.0,none,0.01,44.0,complete_or_exceeds_target,0,20.0,40
cic_simple_6449d76ea1_comp_fedavg_alpha0.1_adv0_dp0_pers0_mu0.01_seed44,comp_fedavg_alpha0.1_adv0_dp0_pers0_mu0.01_seed44_datasetcic,False,01b109254d92,2,cic,fedavg,0.1,0.0,none,0.01,44.0,complete_or_exceeds_target,0,20.0,20
dsedge-iiotset-full_comp_krum_alpha0.5_adv10_dp0_pers0_mu0.0_modesign_flip_topk_seed44_datasetedge-iiotset-full,dsedge-iiotset-full_comp_krum_alpha0.5_adv10_dp0_pers0_mu0.0_modesign_flip_topk_seed44_datasetedge-iiotset-full,True,01c06e384a27,1,edge-iiotset-full,krum,0.5,10.0,sign_flip_topk,0.0,44.0,complete_or_exceeds_target,0,20.0,20
