round,agg_method,n_clients,byzantine_f,l2_to_benign_mean,cos_to_benign_mean,coord_median_agree_pct,update_norm_mean,update_norm_std,t_aggregate_ms,t_round_ms,pairwise_cosine_mean,pairwise_cosine_std,l2_dispersion_mean,l2_dispersion_std
1,fedavg,6,,0.0029238217580681686,1.0,4.862041253683365,8.712617556254068,0.06205593703452596,0.16760399998361208,2290.3533189999907,0.8940090060234069,0.01731090408743302,2.5843685468037925,0.17719325433408625
2,fedavg,6,,0.001862560265782515,1.0,5.371015269220466,10.114972273508707,0.05143760060355532,0.1316270000017994,566.5298460000088,0.9651205023129781,0.004069289305247601,1.7237319747606914,0.07867273544667516
3,fedavg,6,,0.0017255976835132882,0.9999999403953552,5.277256897937316,11.10502322514852,0.04414962163896549,0.13680600000043341,599.4434259999935,0.9759053905804952,0.0028019772125826314,1.571380893389384,0.09492299803116112
4,fedavg,6,,0.0016577807069381694,0.9999998807907104,5.906777390838467,11.77973477045695,0.05493725919416509,0.12796000001458196,1118.32536,0.9777737935384114,0.0020241684739300677,1.602405567963918,0.07406972280528933
5,fedavg,6,,0.0016204779795911798,1.0,6.161264398607019,12.318484942118326,0.0667033673011309,0.12555500001099063,637.9821369999945,0.9808081944783529,0.0020649460704482967,1.5566621820131938,0.0867622943818996
6,fedavg,6,,0.0016802187623218127,1.0,5.839807125636217,12.80187209447225,0.03826781909493318,0.13009299999566792,515.2843799999971,0.9812745571136474,0.0023411920206625673,1.5963955521583557,0.10105115058545129
7,fedavg,6,,0.0017152591474030687,1.0,6.147870345566568,13.273296038309732,0.039566434151327,0.12447299999962524,637.426038000001,0.9805186986923218,0.0015083073108078818,1.6907036701838176,0.05741574173767588
8,fedavg,6,,0.0016510969096811938,1.0,5.531743905705866,13.680922031402588,0.06207401903845084,0.12563499998918815,525.7836279999992,0.980057160059611,0.002520696738759536,1.7609504063924153,0.11560663548174051
9,fedavg,6,,0.0015892118819472464,0.9999999403953552,5.960353603000268,14.090001265207926,0.08494200622992057,0.15128399999753128,708.0682280000019,0.9821899016698201,0.002076667403086389,1.7149441440900166,0.11503446499357593
10,fedavg,6,,0.0016217903358856712,1.0,5.638896330029467,14.445666948954264,0.06601036635038982,0.15503999998145446,580.8764559999986,0.9839892983436584,0.0017360682435601004,1.6667439142862956,0.0987786481205489
11,fedavg,6,,0.001790329198454951,1.0,5.612108223948567,14.83117421468099,0.043561397890249286,0.12368199998036289,781.1780239999848,0.9838830073674519,0.0016739543436378964,1.717085560162862,0.09095281452657643
12,fedavg,6,,0.001689521949202364,0.9999999403953552,5.585320117867667,15.143877188364664,0.07624213834061877,0.12780900001985174,561.5153299999918,0.9847621202468873,0.0020932053305329455,1.7023868759473164,0.14874887308072643
13,fedavg,6,,0.0015281041456596594,1.0,5.732654701312617,15.462481021881104,0.04590382331886233,0.12771900000529968,492.64363599999683,0.9872997721036275,0.0010364776535967556,1.589747150739034,0.07044014917415216
14,fedavg,6,,0.0016592557863722977,0.9999998807907104,5.893383337798018,15.776496092478434,0.034059349512104695,0.12686699997743744,549.8894609999923,0.9862842241923014,0.001396821887776121,1.6843134760856628,0.09295864628594742
15,fedavg,6,,0.0015397668856779426,1.0,5.625502276989017,16.13744354248047,0.04777200062604452,0.12371199997573967,445.56315300002325,0.9862731059392293,0.0013824614367230349,1.7237260341644287,0.10206835150038333
16,fedavg,6,,0.0016414382965104788,1.0,6.013929815162069,16.45942783355713,0.08109729931841089,0.13076499999442603,615.9396559999948,0.9884262204170227,0.0010307000542228181,1.6166281898816426,0.08157307976457778
17,fedavg,6,,0.0015352199879112524,0.9999998807907104,5.558532011786767,16.81720225016276,0.06200669500394581,0.12865000002193483,535.7296269999949,0.987880285580953,0.0014117083086363383,1.6878828406333923,0.1035058386950759
18,fedavg,6,,0.0016808365540395614,0.9999998807907104,5.759442807393517,17.108112335205078,0.058382441777568066,0.1248439999983475,732.4518610000155,0.9889655272165935,0.0008021689849241394,1.6406587362289429,0.05874852450966211
19,fedavg,6,,0.0016022730171635215,1.0,5.571926064827217,17.439889589945476,0.038037406060244985,0.1231599999869104,591.0740639999972,0.9887717525164287,0.0009144402089637998,1.6865458885828655,0.05050135263090083
20,fedavg,6,,0.00181372363437339,1.0,6.040717921242968,17.789297739664715,0.07819168122196074,0.1677839999842945,586.5026859999887,0.9886509696642558,0.0013440822582029305,1.727426787217458,0.12883589709788149
