round,agg_method,n_clients,byzantine_f,l2_to_benign_mean,cos_to_benign_mean,coord_median_agree_pct,update_norm_mean,update_norm_std,t_aggregate_ms,t_round_ms,pairwise_cosine_mean,pairwise_cosine_std,l2_dispersion_mean,l2_dispersion_std
1,krum,11,,3.206477694764117,0.9027063846588135,13.51459951781409,8.257962703704834,1.765106385750977,0.7559089999631396,4143.065958000079,0.6917378940365532,0.1690757416795011,4.487646558068016,2.0139430916523895
2,krum,11,,2.8791772023908533,0.9412344098091125,15.054915617465845,9.526501482183283,2.180934408270723,0.44444400009524543,811.2691329999961,0.793967960097573,0.14424405656796221,4.398360772566362,2.161522364874928
3,krum,11,,2.49268112966653,0.9616780281066895,13.273506563085991,9.990715460343795,1.568477902730532,0.4277370001091185,733.4667029999764,0.828233341737227,0.12566697388253076,3.9794195998798716,2.019310948155811
4,krum,11,,2.5308528966889954,0.9649798274040222,12.402893115456736,10.318927504799582,1.4891030537590397,0.4368309998881159,896.0477220000485,0.8485498796809804,0.11720230430128535,3.8234846591949463,1.9852389504734391
5,krum,11,,2.9474075177683994,0.9573475122451782,11.719796410393785,10.977721907875754,1.55229101074236,0.5169690000457194,793.7293149998368,0.8636813629757274,0.10487597125525848,3.917144775390625,1.8828540716929973
6,krum,11,,2.053194095716838,0.9798847436904907,14.626305920171445,11.003338033502752,1.143071762974938,0.46396900006584474,728.0606269998771,0.858186411857605,0.1122421134135268,3.8210939927534624,1.9144329537405067
7,krum,11,,2.369721696767368,0.9758826494216919,14.345030806321994,11.467123205011541,1.247091658865994,0.40216200000031677,836.5034770001785,0.868160407109694,0.10788428240709591,3.7908114303242075,2.1310681969137124
8,krum,11,,2.6091326014563876,0.9729750752449036,10.715242432360032,12.014640027826482,1.3952705886639858,0.634273000059693,733.0720200000087,0.88400301174684,0.09712603161121416,3.8075265017422764,2.0660706331701726
9,krum,11,,2.2594260592844604,0.9808879494667053,12.777926600589337,11.995636679909445,0.8788225257933832,0.4586399998061097,751.5395709999666,0.8882981874726036,0.08864094878159147,3.5660198385065254,1.9117205067723178
10,krum,11,,2.6564343924894307,0.9755793213844299,12.536833645861236,12.758922923694957,1.2943087399056494,0.4246519999924203,795.811816999958,0.8913387742909518,0.0923082138959191,3.893312757665461,2.0217972102288537
11,krum,11,,2.1777647170275256,0.9846561551094055,14.572729708009643,12.927505233071066,0.9587794311473531,0.43170499998268497,757.573635999961,0.8986495614051819,0.08203283708710052,3.673607176000422,1.9684437338443592
12,krum,11,,2.512870226515894,0.9806203842163086,11.920707206000536,13.432336460460316,1.028761027839323,0.4051250000429718,878.0352859998857,0.9055946187539534,0.07827421367147616,3.744177449833263,1.9098532884601758
13,krum,11,,2.6183031568819,0.9797468781471252,10.554513795874632,13.607953505082564,0.7903722888900763,0.38077599992902833,686.6095610000684,0.9075572859157216,0.07456784272123995,3.711262117732655,1.8037371127892958
14,krum,11,,2.319962291265917,0.984807550907135,14.371818912402892,13.997128226540305,0.9737749369788815,0.42528300014055276,836.502666999877,0.9005908391692422,0.08672916433341057,3.980904535813765,1.9884439307661919
15,krum,11,,2.3219757031445893,0.9856706261634827,14.103937851593892,14.183438907970082,0.8337102901148269,0.37661800001842494,630.5761470000562,0.913125461881811,0.07389600309170122,3.6681642207232388,2.023195130728006
16,krum,11,,2.5262202834691876,0.9837989211082458,12.523439592820788,14.657588611949574,1.0492825711440787,0.38724699993508693,790.1821600000858,0.917358684539795,0.07326534883209727,3.753778110850941,2.0881327867217276
17,krum,11,,2.166898054920942,0.9884945750236511,11.050093758371284,14.756164637478916,0.660858745856846,0.38563899988730554,762.5804189999599,0.9245702711018648,0.06474181752002256,3.4835871783169834,1.9902163793777903
18,krum,11,,2.4223103116654494,0.9862423539161682,13.474417358692738,15.140009273182262,0.9440071221816843,0.42794799992407206,677.9518849998567,0.9210429018194025,0.06948669558973831,3.806311997500333,1.971978249066009
19,krum,11,,2.3680334804359715,0.9873192310333252,11.840342887757835,15.413273464549672,0.8604177425220487,0.4273800000191841,711.9650280001224,0.9254739002747969,0.06605204620000527,3.7320940494537354,1.962167197833727
20,krum,11,,2.276551553795444,0.9887128472328186,14.130725957674791,15.641313986344771,0.8478526932360466,0.39925099986248824,789.345572000002,0.9300516887144609,0.060794622474128056,3.6779265945607964,1.8914579445974558
