client_id,round,dataset_size,n_classes,loss_before,acc_before,loss_after,acc_after,weight_norm_before,weight_norm_after,weight_update_norm,grad_norm_l2,t_fit_ms,epochs_completed,lr,batch_size
1,1,13722,2,0.7073446429053019,0.44153005464480877,0.0805332742977974,0.985792349726776,5.744162299729136,7.009258845034815,3.6331788002713696,363.3178829133617,3413.8120830175467,1,0.01,64
1,2,13722,2,0.013310558909853531,0.9981785063752276,0.04260733648241216,0.9978142076502732,6.700136967560504,7.161523135961319,1.4421719752943656,144.21720435098476,1076.1617910466157,1,0.01,64
1,3,13722,2,0.008511574469847865,0.9989071038251366,0.028901157867187787,0.9981785063752276,7.109485803516175,7.2906016726106335,0.8757364146127228,87.57364135753308,976.5155829954892,1,0.01,64
1,4,13722,2,0.014694440873680896,0.9985428051001821,0.010474740966158204,0.9970856102003643,7.3028803063722965,7.902796710869055,2.531941939060565,253.19419528430205,1041.2347500096075,1,0.01,64
1,5,13722,2,0.0030213077503546183,0.9996357012750455,0.0048208835055553465,0.9989071038251366,7.397241925815341,7.462650492882321,0.26043941758340095,26.043942260627578,1097.65154204797,1,0.01,64
1,6,13722,2,0.0048208835055553465,0.9989071038251366,0.00458068443507262,0.9989071038251366,7.462650492882321,7.489800564961843,0.07566640400242508,7.566640451087685,1058.774084027391,1,0.01,64
1,7,13722,2,0.0036449443259909966,0.9989071038251366,0.006606003398743734,0.9989071038251366,7.515338351955394,7.536187965494763,0.10348766526840159,10.348766933139732,1103.9889170206152,1,0.01,64
1,8,13722,2,0.006606003398743734,0.9989071038251366,0.0036463114270719773,0.9989071038251366,7.536187965494763,7.595945225430515,0.6192345898914048,61.923461246291005,1135.757541982457,1,0.01,64
1,9,13722,2,0.006474503527537901,0.9989071038251366,0.02623872256900054,0.9989071038251366,7.5539265567949645,7.678652883827133,0.8134834015139176,81.34834248815464,1097.1943750046194,1,0.01,64
1,10,13722,2,0.005495077268617109,0.9989071038251366,0.0056384864660791465,0.9989071038251366,7.569241617771922,7.579402201966168,0.03528122619478344,3.528122704222619,1053.5813329624943,1,0.01,64
1,11,13722,2,0.0056384864660791465,0.9989071038251366,0.02485856774441091,0.9967213114754099,7.579402201966168,7.993798492551495,1.9064322741369124,190.64322946653294,1060.166916984599,1,0.01,64
1,12,13722,2,0.006210087727637539,0.9989071038251366,0.002813799622852584,0.9989071038251366,7.587919002956117,7.608747409420911,0.20603990856683463,20.60399077407567,1103.0925830127671,1,0.01,64
1,13,13722,2,0.002813799622852584,0.9989071038251366,0.0065321919138896616,0.9978142076502732,7.608747409420911,8.142026573747449,1.6107500368036805,161.07500797178753,1080.9234589687549,1,0.01,64
1,14,13722,2,0.0007645387928531881,0.9996357012750455,0.06518596338600917,0.995264116575592,7.662613327534428,8.59855088904897,3.577355310632154,357.7355235254429,1062.8727080184035,1,0.01,64
1,15,13722,2,0.0016218188409681694,0.9989071038251366,0.005396666296863174,0.9989071038251366,7.66883387108783,7.675310365050585,0.14266049616675444,14.266049915788216,1079.3960419832729,1,0.01,64
1,16,13722,2,0.00629185579338471,0.9985428051001821,0.00880726162494136,0.9989071038251366,7.793706428299733,7.880856116198465,0.6597144033473501,65.971442073247,1031.7961249966174,1,0.01,64
1,17,13722,2,0.0012105335401936953,0.9996357012750455,0.0006332029624900315,1.0,7.779477708990816,7.797322872921195,0.3606996172746604,36.069964821345955,1060.8669590437785,1,0.01,64
1,18,13722,2,0.0008650142029415123,0.9992714025500911,0.0016307605123032306,0.9992714025500911,7.805186817494293,7.825492207712298,0.520512562020772,52.051258108162635,1039.7238750010729,1,0.01,64
1,19,13722,2,0.0005175149433980128,1.0,0.000641437352939203,0.9992714025500911,7.819306780523863,7.8294298765269605,0.08236133717396948,8.236133671519228,1059.6192920347676,1,0.01,64
1,20,13722,2,0.0014614497212341818,0.9992714025500911,0.002504491869500313,0.9992714025500911,7.834637732355149,7.84380944721522,0.04738191589323924,4.738191671381675,1049.3106250069104,1,0.01,64
