round,agg_method,n_clients,byzantine_f,l2_to_benign_mean,cos_to_benign_mean,coord_median_agree_pct,update_norm_mean,update_norm_std,t_aggregate_ms,t_round_ms,pairwise_cosine_mean,pairwise_cosine_std,l2_dispersion_mean,l2_dispersion_std
1,fedavg,6,,1.9614944327288735,0.9645807147026062,0.0774417233270101,8.29627792040507,0.5916031116135311,0.4239999980200082,25366.456250019837,0.7635862270991007,0.039227578896378644,3.7233882347742715,0.287838860283508
2,fedavg,6,,1.3887441818510182,0.9871336221694946,0.08099409595668947,8.815892855326334,0.6229909894643695,0.35758299054577947,22887.040250003338,0.9030537525812785,0.024241641692394594,2.5695335467656455,0.33993136315043115
3,fedavg,6,,1.224180047529423,0.9914175271987915,0.08596741763824058,9.27385171254476,0.5545633168645868,0.3725420101545751,22953.416375006782,0.9334982911745707,0.016964799098067217,2.2460790077845254,0.2811101795922203
4,fedavg,6,,1.0138479068572037,0.9945588111877441,0.08383599406043296,9.615925947825113,0.4598987866397607,0.3566659870557487,23194.119083025726,0.9496757388114929,0.015740144968710793,2.005441168944041,0.32943895619011226
5,fedavg,6,,0.9516463289729175,0.9955719113349915,0.11154450057193198,9.908283710479736,0.4360323196452263,0.5437909858301282,23143.90020800056,0.9634115338325501,0.014511945551002702,1.7578913768132527,0.3708504813268089
6,fedavg,6,,0.8779412678303824,0.9964507222175598,0.105860704364445,10.148507118225098,0.4256954971382092,0.35008302074857056,22997.586999990745,0.9663407246271769,0.013322158851203964,1.7231653730074565,0.3812870435695356
7,fedavg,6,,1.045856827844074,0.9949651956558228,0.10443975531257325,10.497711340586344,0.3410144417157652,0.36195898428559303,23013.325790991075,0.9512910127639771,0.01298686325974993,2.1186421513557434,0.3384145783290706
8,fedavg,6,,1.1303525325824901,0.9943493604660034,0.11296544962380373,10.76457945505778,0.35596590828238084,0.42141700396314263,23132.13683301001,0.961041533946991,0.013314955799247602,1.9389156103134155,0.3976512400816709
9,fedavg,6,,0.8173521577619686,0.997359037399292,0.11154450057193198,10.932744026184082,0.38025588838234997,0.2802500093821436,23190.97545798286,0.9729704101880391,0.01103848586908016,1.6478049953778584,0.40255421945090836
10,fedavg,6,,0.8984122281822116,0.9967013597488403,0.10443975531257325,11.038596630096436,0.31146861192089487,0.3432079975027591,22706.92358299857,0.974545168876648,0.011199206775413948,1.5974082350730896,0.3990128258661818
11,fedavg,6,,0.7338753705406833,0.9979090690612793,0.11154450057193198,11.148572444915771,0.3132243829553016,0.3539999888744205,22643.075416999636,0.979883873462677,0.008957610073931853,1.440400739510854,0.3603688183280611
12,fedavg,6,,0.7093816998028561,0.9980704188346863,0.1264644656165853,11.246783097585043,0.2629542713682899,0.5379170179367065,22726.254415989388,0.9823284188906352,0.00762750801640644,1.3581937750180562,0.3254697765658958
13,fedavg,6,,0.7839658987322874,0.9977930784225464,0.11225497509786786,11.525672594706217,0.4264787741876683,0.35799999022856355,22878.49429200287,0.9717973629633586,0.014388026573452575,1.7423222263654072,0.5808503869164665
14,fedavg,6,,0.7333608162420693,0.9980713725090027,0.105860704364445,11.606115182240805,0.3165505031429913,0.4937080084346235,22796.785874990746,0.9745366493860881,0.011744468543080717,1.6611640453338623,0.4887288514492515
15,fedavg,6,,0.7878448162960782,0.9977309703826904,0.11935972035722658,11.668030579884848,0.2804841787953659,0.45087499893270433,22801.748957979726,0.9799067258834839,0.00859756914768996,1.497221012910207,0.37684185034237044
