client_id,round,dataset_size,n_classes,loss_before,acc_before,loss_after,acc_after,weight_norm_before,weight_norm_after,weight_update_norm,grad_norm_l2,t_fit_ms,epochs_completed,lr,batch_size
4,1,10949,2,0.6412367446081979,0.8255707762557077,0.029609884401517256,0.9949771689497717,5.754567222933344,6.682504380380702,3.034753398506056,303.47535162104873,3650.9167079930194,1,0.01,64
4,2,10949,2,0.15562864882605418,0.9757990867579909,0.03742333450022021,0.9990867579908675,6.604438193209237,7.117039533497041,1.7585002706023378,175.8500289053591,997.0797080313787,1,0.01,64
4,3,10949,2,0.03941200556832233,0.9968036529680365,0.023529669935149804,0.997716894977169,6.9215248729232135,7.190415672178234,1.338371334065706,133.83713615664092,938.7793330242857,1,0.01,64
4,4,10949,2,0.050065599391070595,0.9968036529680365,0.030579915241105482,0.9986301369863013,7.068386306563818,7.692334570799417,2.2000170471091134,220.00170956676882,955.1545830327086,1,0.01,64
4,5,10949,2,0.03502473664619694,0.9981735159817352,0.011311772420802819,0.9981735159817352,7.151080693790254,7.585893378868517,1.9782145458122642,197.82145475635775,841.7056250036694,1,0.01,64
4,6,10949,2,0.04776044712551603,0.9972602739726028,0.0033202126851392677,0.9995433789954338,7.238062693870126,7.592903978875354,1.448136844869656,144.81368951592944,975.63124995213,1,0.01,64
4,7,10949,2,0.0447941895940208,0.997716894977169,0.027260405545738258,0.9968036529680365,7.270968598789066,7.55190026923258,1.44944092832057,144.9440975291468,1061.7094170302153,1,0.01,64
4,8,10949,2,0.045350219793077226,0.9981735159817352,0.026324061839009767,0.9981735159817352,7.311633322959863,7.363456732078018,0.9487120613661164,94.8712063995753,770.6578329671174,1,0.01,64
4,9,10949,2,0.04199980096351023,0.9986301369863013,0.05575360519396781,0.9986301369863013,7.330735586934584,7.791846981313944,1.7919987598176534,179.199874107389,1271.7206249944866,1,0.01,64
4,10,10949,2,0.03789177156847602,0.9990867579908675,0.02788942744893055,0.9990867579908675,7.401856006328121,7.580775994737499,1.2278982055233865,122.78982891851555,2789.4012079923414,1,0.01,64
4,11,10949,2,0.03421493378929361,0.9986301369863013,0.02472626526557308,0.9990867579908675,7.442156798453879,7.538538788668294,0.4146384005329466,41.46384035784021,1461.904332973063,1,0.01,64
4,12,10949,2,0.02472626526557308,0.9990867579908675,0.02145944558526805,0.9990867579908675,7.538538788668294,7.560678959094057,0.1515324988109958,15.153250591891219,803.7692500511184,1,0.01,64
4,13,10949,2,0.02145944558526805,0.9990867579908675,0.020408985144760142,0.9995433789954338,7.560678959094057,7.58812772117772,0.2111267357878429,21.11267474408451,834.9946250091307,1,0.01,64
4,14,10949,2,0.023056300050354497,0.9990867579908675,0.02411952024745655,0.9990867579908675,7.5902245067000065,7.624625702713505,0.16565681555688322,16.565681400117157,998.0960420216434,1,0.01,64
4,15,10949,2,0.02411952024745655,0.9990867579908675,0.04355638478175804,0.9995433789954338,7.624625702713505,7.773972774291939,1.4700206042646748,147.00206350318467,1058.3741249865852,1,0.01,64
4,16,10949,2,0.02398874530377465,0.9995433789954338,0.022220326738403986,0.9995433789954338,7.616398949399018,7.727674670471573,0.575298155370837,57.52981817565862,1124.2825000081211,1,0.01,64
4,17,10949,2,0.03342446676215331,0.9995433789954338,0.03385312280562565,0.9995433789954338,7.63728488740734,7.665828023182223,0.18624255553234662,18.62425649661617,1006.8850840325467,1,0.01,64
4,18,10949,2,0.03695284347897021,0.9990867579908675,0.03424657751857012,0.9990867579908675,7.654104759777104,7.691687650761322,0.24347956884027533,24.34795653116567,833.1835829885677,1,0.01,64
4,19,10949,2,0.03492230366479946,0.9990867579908675,0.026830458972004374,0.9986301369863013,7.665450290377954,7.848035145948236,0.9886857836778167,98.86858257393105,938.2668749894947,1,0.01,64
4,20,10949,2,0.040228470283260064,0.9990867579908675,0.04934463134559337,0.9981735159817352,7.678142123565688,7.922639247396243,1.505279858797468,150.52798754875016,897.5374169531278,1,0.01,64
