client_id,round,dataset_size,n_classes,loss_before,acc_before,loss_after,acc_after,macro_f1_before,macro_f1_after,macro_f1_argmax,benign_fpr_argmax,f1_per_class_after,precision_per_class,recall_per_class,confusion_matrix_counts,confusion_matrix_normalized,confusion_matrix_class_names,fpr_after,pr_auc_after,threshold_tau,f1_bin_tau,benign_fpr_bin_tau,tau_bin,seed,weight_norm_before,weight_norm_after,weight_update_norm,grad_norm_l2,t_fit_ms,epochs_completed,lr,batch_size,macro_f1_global,macro_f1_personalized,benign_fpr_global,benign_fpr_personalized,personalization_gain,dp_epsilon,dp_delta,dp_sigma,dp_clip_norm,dp_sample_rate,dp_total_steps,dp_enabled,secure_aggregation,secure_aggregation_seed,secure_aggregation_mask_checksum
4,1,15958,2,0.6823412179946899,0.5708020050125313,0.03385009086690843,0.9956140350877193,0.3673963120974476,0.9954632116903922,0.9954632116903922,0.0005316321105794941,"{""0"": 0.9962904080551139, ""1"": 0.9946360153256705}","{""0"": 0.9931325937665082, ""1"": 0.9992301770592764}","{""0"": 0.9994683678894205, ""1"": 0.9900839054157132}","[[1880.0, 1.0], [13.0, 1298.0]]","[[0.9994683678894205, 0.000531632110579479], [0.009916094584286803, 0.9900839054157132]]","[""0"", ""1""]",0.0962254120148857,0.9918484980205597,0.014422953128814697,0.9316147511636234,0.0962254120148857,0.014422953128814697,,5.744162299729136,6.710895837958692,3.0722540899449418,307.2254180075929,1967.9866660007974,1,0.01,64,,,,,,,,,,,,False,False,,
4,2,15958,2,0.04469296440482139,0.9993734335839599,0.004577101557515562,0.9987468671679198,0.9993527956914685,0.9987052915933188,0.9987052915933188,0.0005316321105794941,"{""0"": 0.9989373007438895, ""1"": 0.9984732824427481}","{""0"": 0.9984067976633032, ""1"": 0.9992360580595875}","{""0"": 0.9994683678894205, ""1"": 0.9977116704805492}","[[1880.0, 1.0], [3.0, 1308.0]]","[[0.9994683678894205, 0.000531632110579479], [0.002288329519450801, 0.9977116704805492]]","[""0"", ""1""]",0.0935672514619883,0.9991792684256255,0.0016982555389404297,0.9370979270907791,0.0935672514619883,0.0016982555389404297,,6.448948790112058,6.99898427114257,1.4464291312206747,144.64291684635552,956.4861249964451,1,0.01,64,,,,,,,,,,,,False,False,,
4,3,15958,2,0.011139572092797607,0.9987468671679198,0.012698867117869668,0.99968671679198,0.9987052915933188,0.9996764352080257,0.9996764352080257,0.0005316321105794941,"{""0"": 0.999734113267748, ""1"": 0.9996187571483035}","{""0"": 1.0, ""1"": 0.9992378048780488}","{""0"": 0.9994683678894205, ""1"": 1.0}","[[1880.0, 1.0], [0.0, 1311.0]]","[[0.9994683678894205, 0.000531632110579479], [0.0, 1.0]]","[""0"", ""1""]",0.09994683678894205,0.9948511481005244,0.0012439489364624023,0.9330960854092527,0.09994683678894205,0.0012439489364624023,,6.863813832830627,7.103040912174926,0.93415039966874,93.41504187508,884.7834170010174,1,0.01,64,,,,,,,,,,,,False,False,,
4,4,15958,2,0.011297881724894978,0.99968671679198,0.03479774200823158,0.9943609022556391,0.9996764352080257,0.9941844552805502,0.9941844552805502,0.008506113769271684,"{""0"": 0.9951974386339381, ""1"": 0.9931714719271624}","{""0"": 0.9989287627209427, ""1"": 0.9879245283018868}","{""0"": 0.9914938862307283, ""1"": 0.9984744469870328}","[[1865.0, 16.0], [2.0, 1309.0]]","[[0.9914938862307283, 0.008506113769271665], [0.0015255530129672007, 0.9984744469870328]]","[""0"", ""1""]",0.10951621477937268,0.9899966908175538,0.0033916234970092773,0.9267775026529891,0.10951621477937268,0.0033916234970092773,,7.042676836566451,7.711031217981452,2.2785025122928295,227.85026774320593,931.6583749896381,1,0.01,64,,,,,,,,,,,,False,False,,
4,5,15958,2,0.011442789311113302,0.99968671679198,0.029435712575213983,0.9953007518796992,0.9996764352080257,0.9951542576495781,0.9951542576495781,0.00797448165869219,"{""0"": 0.9959967974379503, ""1"": 0.9943117178612059}","{""0"": 1.0, ""1"": 0.9886877828054299}","{""0"": 0.9920255183413078, ""1"": 1.0}","[[1866.0, 15.0], [0.0, 1311.0]]","[[0.9920255183413078, 0.007974481658692184], [0.0, 1.0]]","[""0"", ""1""]",0.0962254120148857,0.9943582136531292,0.00045669078826904297,0.9354263289332858,0.0962254120148857,0.00045669078826904297,,7.258475257991133,7.369533318562067,0.9718460698944822,97.18461190866428,956.8696670030477,1,0.01,64,,,,,,,,,,,,False,False,,
4,6,15958,2,0.013827626775891985,0.99968671679198,0.01177796336589381,0.99968671679198,0.9996764352080257,0.9996764352080257,0.9996764352080257,0.0005316321105794941,"{""0"": 0.999734113267748, ""1"": 0.9996187571483035}","{""0"": 1.0, ""1"": 0.9992378048780488}","{""0"": 0.9994683678894205, ""1"": 1.0}","[[1880.0, 1.0], [0.0, 1311.0]]","[[0.9994683678894205, 0.000531632110579479], [0.0, 1.0]]","[""0"", ""1""]",0.0834662413609782,0.995060982402175,0.0001264810562133789,0.9435048578625405,0.0834662413609782,0.0001264810562133789,,7.551616463151677,7.713167035387282,0.6506842989343797,65.06842850966704,919.8343330062926,1,0.01,64,,,,,,,,,,,,False,False,,
4,7,15958,2,0.012546364972658921,0.99968671679198,0.010815569896512897,0.99968671679198,0.9996764352080257,0.9996764352080257,0.9996764352080257,0.0005316321105794941,"{""0"": 0.999734113267748, ""1"": 0.9996187571483035}","{""0"": 1.0, ""1"": 0.9992378048780488}","{""0"": 0.9994683678894205, ""1"": 1.0}","[[1880.0, 1.0], [0.0, 1311.0]]","[[0.9994683678894205, 0.000531632110579479], [0.0, 1.0]]","[""0"", ""1""]",0.09835194045720362,0.9950885430861931,0.00019913911819458008,0.934093338083363,0.09835194045720362,0.00019913911819458008,,7.6351745849205,7.741935474708956,0.9489019487306423,94.89019616499806,923.792792003951,1,0.01,64,,,,,,,,,,,,False,False,,
4,8,15958,2,0.010556531823749538,0.99968671679198,0.03604859279177617,0.9912280701754386,0.9996764352080257,0.9909596692980351,0.9909596692980351,0.012759170653907526,"{""0"": 0.9925173703901656, ""1"": 0.9894019682059046}","{""0"": 0.9978506179473401, ""1"": 0.9819684447783621}","{""0"": 0.9872408293460925, ""1"": 0.9969488939740656}","[[1857.0, 24.0], [4.0, 1307.0]]","[[0.9872408293460925, 0.012759170653907496], [0.0030511060259344014, 0.9969488939740656]]","[""0"", ""1""]",0.09835194045720362,0.9976976728200161,0.0016441941261291504,0.934093338083363,0.09835194045720362,0.0016441941261291504,,7.700422340486046,8.33370790588447,2.3520929297348245,235.20929821553221,926.029207999818,1,0.01,64,,,,,,,,,,,,False,False,,
4,9,15958,2,0.01496570350136608,0.9987468671679198,0.0064028495947059125,0.9987468671679198,0.9987058899844318,0.9987052915933188,0.9987052915933188,0.0005316321105794941,"{""0"": 0.9989373007438895, ""1"": 0.9984732824427481}","{""0"": 0.9984067976633032, ""1"": 0.9992360580595875}","{""0"": 0.9994683678894205, ""1"": 0.9977116704805492}","[[1880.0, 1.0], [3.0, 1308.0]]","[[0.9994683678894205, 0.000531632110579479], [0.002288329519450801, 0.9977116704805492]]","[""0"", ""1""]",0.10313662945241893,0.9995511332420672,0.00014221668243408203,0.9307282415630551,0.10313662945241893,0.00014221668243408203,,8.023268862700645,8.360597871303069,1.3910556888324315,139.1055701295787,864.92433300009,1,0.01,64,,,,,,,,,,,,False,False,,
4,10,15958,2,0.013026941329080728,0.99968671679198,0.010456091134765302,0.99968671679198,0.9996764352080257,0.9996764352080257,0.9996764352080257,0.0005316321105794941,"{""0"": 0.999734113267748, ""1"": 0.9996187571483035}","{""0"": 1.0, ""1"": 0.9992378048780488}","{""0"": 0.9994683678894205, ""1"": 1.0}","[[1880.0, 1.0], [0.0, 1311.0]]","[[0.9994683678894205, 0.000531632110579479], [0.0, 1.0]]","[""0"", ""1""]",0.11057947900053164,0.9952037614505406,0.00010156631469726562,0.9265017667844523,0.11057947900053164,0.00010156631469726562,,8.094790177354753,8.112982470319304,0.11109369919617165,11.109370059939117,938.8651670014951,1,0.01,64,,,,,,,,,,,,False,False,,
4,11,15958,2,0.01484951712336624,0.99968671679198,0.01400199333380442,0.9971804511278195,0.9996764352080257,0.9970905829498318,0.9970905829498318,0.004784688995215336,"{""0"": 0.9976019184652278, ""1"": 0.9965792474344356}","{""0"": 1.0, ""1"": 0.9931818181818182}","{""0"": 0.9952153110047847, ""1"": 1.0}","[[1872.0, 9.0], [0.0, 1311.0]]","[[0.9952153110047847, 0.004784688995215311], [0.0, 1.0]]","[""0"", ""1""]",0.09409888357256778,0.9949914635864632,0.0012059211730957031,0.9367631296891747,0.09409888357256778,0.0012059211730957031,,8.142005461065386,8.385386298501762,1.6389037047556976,163.89037778386393,946.2544999987585,1,0.01,64,,,,,,,,,,,,False,False,,
4,12,15958,2,0.012238048792642075,0.99968671679198,0.014010578115266981,0.99968671679198,0.9996764352080257,0.9996764352080257,0.9996764352080257,0.0005316321105794941,"{""0"": 0.999734113267748, ""1"": 0.9996187571483035}","{""0"": 1.0, ""1"": 0.9992378048780488}","{""0"": 0.9994683678894205, ""1"": 1.0}","[[1880.0, 1.0], [0.0, 1311.0]]","[[0.9994683678894205, 0.000531632110579479], [0.0, 1.0]]","[""0"", ""1""]",0.10685805422647528,0.9950363059518058,0.0001329183578491211,0.9287991498405951,0.10685805422647528,0.0001329183578491211,,8.227044154826798,8.259534243998102,0.2507755048376245,25.077551006272493,885.6348330009496,1,0.01,64,,,,,,,,,,,,False,False,,
4,13,15958,2,0.012838864424047643,0.99968671679198,0.013825937987858196,0.99968671679198,0.9996764352080257,0.9996764352080257,0.9996764352080257,0.0005316321105794941,"{""0"": 0.999734113267748, ""1"": 0.9996187571483035}","{""0"": 1.0, ""1"": 0.9992378048780488}","{""0"": 0.9994683678894205, ""1"": 1.0}","[[1880.0, 1.0], [0.0, 1311.0]]","[[0.9994683678894205, 0.000531632110579479], [0.0, 1.0]]","[""0"", ""1""]",0.10154173312068049,0.9950632676518958,0.00010275840759277344,0.9321009598293637,0.10154173312068049,0.00010275840759277344,,8.251732256038347,8.26347894698073,0.09095792370577913,9.095792815610137,931.7287500016391,1,0.01,64,,,,,,,,,,,,False,False,,
4,14,15958,2,0.012883806460340565,0.99968671679198,0.01492791557291639,0.99968671679198,0.9996764352080257,0.9996764352080257,0.9996764352080257,0.0005316321105794941,"{""0"": 0.999734113267748, ""1"": 0.9996187571483035}","{""0"": 1.0, ""1"": 0.9992378048780488}","{""0"": 0.9994683678894205, ""1"": 1.0}","[[1880.0, 1.0], [0.0, 1311.0]]","[[0.9994683678894205, 0.000531632110579479], [0.0, 1.0]]","[""0"", ""1""]",0.10101010101010101,0.9956561630301232,0.0002918839454650879,0.9324324324324325,0.10101010101010101,0.0002918839454650879,,8.268395864002759,8.302893878245495,0.44538439870338037,44.538441293529885,953.7012499931734,1,0.01,64,,,,,,,,,,,,False,False,,
4,15,15958,2,0.01718983424238104,0.99968671679198,0.009193921632831916,0.9978070175438597,0.9996764352080257,0.9977345228642955,0.9977345228642955,0.0015948963317384823,"{""0"": 0.998139782088759, ""1"": 0.9973292636398321}","{""0"": 0.997874601487779, ""1"": 0.9977099236641221}","{""0"": 0.9984051036682615, ""1"": 0.9969488939740656}","[[1878.0, 3.0], [4.0, 1307.0]]","[[0.9984051036682615, 0.001594896331738437], [0.0030511060259344014, 0.9969488939740656]]","[""0"", ""1""]",0.09569377990430622,0.9996917128645356,0.005473077297210693,0.935380221349518,0.09569377990430622,0.005473077297210693,,8.380558512578494,9.069193342198345,2.644984938169256,264.4985010748218,909.8106250021374,1,0.01,64,,,,,,,,,,,,False,False,,
4,16,15958,2,0.011217738407831348,0.99968671679198,0.007248686041639303,0.99968671679198,0.9996764352080257,0.9996764352080257,0.9996764352080257,0.0005316321105794941,"{""0"": 0.999734113267748, ""1"": 0.9996187571483035}","{""0"": 1.0, ""1"": 0.9992378048780488}","{""0"": 0.9994683678894205, ""1"": 1.0}","[[1880.0, 1.0], [0.0, 1311.0]]","[[0.9994683678894205, 0.000531632110579479], [0.0, 1.0]]","[""0"", ""1""]",0.09888357256778309,0.9951443067338317,9.02414321899414e-05,0.9337606837606838,0.09888357256778309,9.02414321899414e-05,,8.459526000632223,8.682053319092363,1.312466051256548,131.2466056857117,2042.403084007674,1,0.01,64,,,,,,,,,,,,False,False,,
4,17,15958,2,0.01653676784793788,0.99968671679198,0.015750955325293036,0.9990601503759399,0.9996764352080257,0.9990290812275553,0.9990290812275553,0.0005316321105794941,"{""0"": 0.9992027637523253, ""1"": 0.9988553987027852}","{""0"": 0.9989373007438895, ""1"": 0.999236641221374}","{""0"": 0.9994683678894205, ""1"": 0.9984744469870328}","[[1880.0, 1.0], [2.0, 1309.0]]","[[0.9994683678894205, 0.000531632110579479], [0.0015255530129672007, 0.9984744469870328]]","[""0"", ""1""]",0.10047846889952153,0.9954124031046898,3.933906555175781e-05,0.9327641408751334,0.10047846889952153,3.933906555175781e-05,,8.635678879599519,8.713387014909532,0.706696856703808,70.66968784831735,1535.2657500043279,1,0.01,64,,,,,,,,,,,,False,False,,
4,18,15958,2,0.015472766518469143,0.99968671679198,0.015904708437992666,0.99968671679198,0.9996764352080257,0.9996764352080257,0.9996764352080257,0.0005316321105794941,"{""0"": 0.999734113267748, ""1"": 0.9996187571483035}","{""0"": 1.0, ""1"": 0.9992378048780488}","{""0"": 0.9994683678894205, ""1"": 1.0}","[[1880.0, 1.0], [0.0, 1311.0]]","[[0.9994683678894205, 0.000531632110579479], [0.0, 1.0]]","[""0"", ""1""]",0.10366826156299841,0.9952687137488112,8.821487426757812e-05,0.9307774227902024,0.10366826156299841,8.821487426757812e-05,,8.675689731992875,8.717285258812856,0.8377746953937892,83.77746922955863,1027.1907499991357,1,0.01,64,,,,,,,,,,,,False,False,,
4,19,15958,2,0.017384784569076148,0.99968671679198,0.011340906276436725,0.9987468671679198,0.9996764352080257,0.998704990614022,0.998704990614022,0.0,"{""0"": 0.9989378651088688, ""1"": 0.998472116119175}","{""0"": 0.9978779840848806, ""1"": 1.0}","{""0"": 1.0, ""1"": 0.9969488939740656}","[[1881.0, 0.0], [4.0, 1307.0]]","[[1.0, 0.0], [0.0030511060259344014, 0.9969488939740656]]","[""0"", ""1""]",0.11270600744284955,0.9995338509689257,0.00010335445404052734,0.9248146840804801,0.11270600744284955,0.00010335445404052734,,8.685675804291273,8.912537152559333,1.255660565351831,125.56606497671484,1611.3604580023093,1,0.01,64,,,,,,,,,,,,False,False,,
4,20,15958,2,0.012449370429039845,0.99968671679198,0.03007289903492165,0.9993734335839599,0.9996764352080257,0.9993527956914685,0.9993527956914685,0.0005316321105794941,"{""0"": 0.9994683678894205, ""1"": 0.9992372234935164}","{""0"": 0.9994683678894205, ""1"": 0.9992372234935164}","{""0"": 0.9994683678894205, ""1"": 0.9992372234935164}","[[1880.0, 1.0], [1.0, 1310.0]]","[[0.9994683678894205, 0.000531632110579479], [0.0007627765064836003, 0.9992372234935164]]","[""0"", ""1""]",0.09197235513024987,0.9975673210826854,2.944469451904297e-05,0.9377236936292055,0.09197235513024987,2.944469451904297e-05,,8.835854489470304,9.202846874250714,2.0203405573928928,202.03405815527213,1820.424624995212,1,0.01,64,,,,,,,,,,,,False,False,,
