client_id,round,dataset_size,n_classes,loss_before,acc_before,loss_after,acc_after,macro_f1_before,macro_f1_after,macro_f1_argmax,benign_fpr_argmax,f1_per_class_after,precision_per_class,recall_per_class,fpr_after,pr_auc_after,threshold_tau,f1_bin_tau,benign_fpr_bin_tau,tau_bin,seed,weight_norm_before,weight_norm_after,weight_update_norm,grad_norm_l2,t_fit_ms,epochs_completed,lr,batch_size,macro_f1_global,macro_f1_personalized,benign_fpr_global,benign_fpr_personalized,personalization_gain,dp_epsilon,dp_delta,dp_sigma,dp_clip_norm,dp_sample_rate,dp_total_steps,dp_enabled,secure_aggregation,secure_aggregation_seed,secure_aggregation_mask_checksum
5,1,18306,2,0.671964655662405,0.7760786455488804,0.010904468443437383,0.9989077007099946,0.505866400745107,0.9957540896742754,0.9957540896742754,0.007905138339920903,"{""0"": 0.9920948616600791, ""1"": 0.9994133176884717}","{""0"": 0.9920948616600791, ""1"": 0.9994133176884717}","{""0"": 0.9920948616600791, ""1"": 0.9994133176884717}",0.09090909090909091,0.9999753847577183,0.10251760482788086,0.9963444948091826,0.09090909090909091,0.10251760482788086,,5.729227706392558,6.756869191279361,3.2926309914077874,329.26310542852434,2751.515207986813,1,0.01,64,,,,,,,,,,,,False,False,,
5,2,18306,2,0.24949670037062005,0.9385581649371928,0.022866138853213012,0.9959038776624796,0.583670821284403,0.9842789570706485,0.9842789570706485,0.015810276679841917,"{""0"": 0.9707602339181286, ""1"": 0.9977976802231684}","{""0"": 0.9576923076923077, ""1"": 0.9988242210464433}","{""0"": 0.9841897233201581, ""1"": 0.9967732472865943}",0.13438735177865613,0.9998305106160212,0.028174102306365967,0.9940102264426589,0.13438735177865613,0.028174102306365967,,6.619015361268102,7.071553373250407,1.4821588619967876,148.2158856051791,1088.0122080270667,1,0.01,64,,,,,,,,,,,,False,False,,
5,3,18306,2,0.20198043280056324,0.9511196067722556,0.008671031743970475,0.9980884762424904,0.713508497962648,0.9924731514310672,0.9924731514310672,0.02766798418972327,"{""0"": 0.9859719438877755, ""1"": 0.9989743589743589}","{""0"": 1.0, ""1"": 0.9979508196721312}","{""0"": 0.9723320158102767, ""1"": 1.0}",0.1225296442687747,0.9994345718005356,0.07498180866241455,0.9954737917944225,0.1225296442687747,0.07498180866241455,,7.379638176912113,7.759558746687226,2.252929681363848,225.29297224860815,1044.337125000311,1,0.01,64,,,,,,,,,,,,False,False,,
5,4,18306,2,0.2233255887203368,0.9571272528672856,0.008632769999919753,0.9975423265974878,0.763817152951084,0.9902865265417022,0.9902865265417022,0.035573122529644285,"{""0"": 0.9818913480885312, ""1"": 0.9986817049948733}","{""0"": 1.0, ""1"": 0.997366881217086}","{""0"": 0.9644268774703557, ""1"": 1.0}",0.08300395256916997,1.0,0.21093672513961792,0.9969293756397134,0.08300395256916997,0.21093672513961792,,8.068420524430085,8.208718908438973,1.0087726146593996,100.8772635780837,1007.6600839965977,1,0.01,64,,,,,,,,,,,,False,False,,
5,5,18306,2,0.3187716218857657,0.9541234298197706,0.0020006555376563357,0.9994538503549972,0.7394552418446361,0.9978692454498906,0.9978692454498906,0.007905138339920903,"{""0"": 0.996031746031746, ""1"": 0.9997067448680352}","{""0"": 1.0, ""1"": 0.999413661682791}","{""0"": 0.9920948616600791, ""1"": 1.0}",0.15810276679841898,1.0,0.0019597411155700684,0.9941673957421989,0.15810276679841898,0.0019597411155700684,,8.78900389418666,8.870443093909392,0.6205489488622012,62.05489593397855,1018.2972089969553,1,0.01,64,,,,,,,,,,,,False,False,,
5,6,18306,2,0.2138334887856437,0.9639541234298198,0.00019844690793967135,1.0,0.814033008887008,1.0,1.0,0.0,"{""0"": 1.0, ""1"": 1.0}","{""0"": 1.0, ""1"": 1.0}","{""0"": 1.0, ""1"": 1.0}",0.07114624505928854,1.0,9.059906005859375e-05,0.997366881217086,0.07114624505928854,9.059906005859375e-05,,9.569702008491465,9.689072768918448,1.1642872241922615,116.42872197354221,1028.7707920069806,1,0.01,64,,,,,,,,,,,,False,False,,
5,7,18306,2,0.28920927568375693,0.9606772255598034,0.003985029245462823,0.9994538503549972,0.7907631165871241,0.9978847824479686,0.9978847824479686,0.0,"{""0"": 0.9960629921259843, ""1"": 0.999706572769953}","{""0"": 0.9921568627450981, ""1"": 1.0}","{""0"": 1.0, ""1"": 0.9994133176884717}",0.09486166007905138,0.9999999139762006,1.0728836059570312e-06,0.9964922537269805,0.09486166007905138,1.0728836059570312e-06,,10.427018749426553,10.542453736329692,1.4702437214911814,147.02438250890233,1038.6609169945586,1,0.01,64,,,,,,,,,,,,False,False,,
5,8,18306,2,0.0974501874281157,0.9811578372474058,0.019766472217842702,0.9972692517749864,0.916043193507218,0.9891870759869229,0.9891870759869229,0.03952569169960474,"{""0"": 0.9798387096774194, ""1"": 0.9985354422964264}","{""0"": 1.0, ""1"": 0.9970751681778298}","{""0"": 0.9604743083003953, ""1"": 1.0}",0.06324110671936758,0.999108215492272,0.08186525106430054,0.9976587649985367,0.06324110671936758,0.08186525106430054,,11.288837842289844,11.457104649846771,1.1860792611002842,118.60793140443961,1020.4975410015322,1,0.01,64,,,,,,,,,,,,False,False,,
5,9,18306,2,0.8934970923590551,0.9451119606772256,0.030997670527211023,0.9986346258874932,0.658316076499186,0.9947406865486523,0.9947406865486523,0.0,"{""0"": 0.9902152641878669, ""1"": 0.9992661089094378}","{""0"": 0.9806201550387597, ""1"": 1.0}","{""0"": 1.0, ""1"": 0.9985332942211792}",0.09090909090909091,0.9999392010002116,2.396106719970703e-05,0.9961977186311787,0.09090909090909091,2.396106719970703e-05,,12.34690231681318,12.390442751557957,1.3002968545954832,130.029683766264,1052.2533339972142,1,0.01,64,,,,,,,,,,,,False,False,,
5,10,18306,2,0.06879550584021829,0.9863462588749318,0.00020448597530863983,1.0,0.9415353687071493,1.0,1.0,0.0,"{""0"": 1.0, ""1"": 1.0}","{""0"": 1.0, ""1"": 1.0}","{""0"": 1.0, ""1"": 1.0}",0.13043478260869565,1.0,5.960464477539062e-07,0.9951831849365056,0.13043478260869565,5.960464477539062e-07,,13.19430923120403,13.547161417433536,2.2604445765438115,226.04445908000915,1029.310957994312,1,0.01,64,,,,,,,,,,,,False,False,,
5,11,18306,2,0.8796902053105315,0.9467504096122338,5.388113190904199e-05,1.0,0.6725924248169339,1.0,1.0,0.0,"{""0"": 1.0, ""1"": 1.0}","{""0"": 1.0, ""1"": 1.0}","{""0"": 1.0, ""1"": 1.0}",0.09486166007905138,1.0,5.960464477539062e-07,0.9964922537269805,0.09486166007905138,5.960464477539062e-07,,14.361081673364636,14.488828383117212,1.3543178828921083,135.4317910998451,1002.4618330062367,1,0.01,64,,,,,,,,,,,,False,False,,
5,12,18306,2,0.19441154932422344,0.9770617149098854,0.002320779200488416,0.9986346258874932,0.8943887409515203,0.9947215707867338,0.9947215707867338,0.0039525691699604515,"{""0"": 0.9901768172888016, ""1"": 0.9992663242846662}","{""0"": 0.984375, ""1"": 0.9997064004697592}","{""0"": 0.9960474308300395, ""1"": 0.9988266353769434}",0.07905138339920949,0.9999993977576276,2.384185791015625e-07,0.9970751681778298,0.07905138339920949,2.384185791015625e-07,,15.32899861101602,15.329429520401831,3.2101174700598465,321.0117541252702,1082.0575410034508,1,0.01,64,,,,,,,,,,,,False,False,,
5,13,18306,2,0.3816175510479878,0.9680502457673402,0.03947011972510426,0.9983615510649918,0.8411789236446401,0.9935603751465416,0.9935603751465416,0.02371541501976282,"{""0"": 0.988, ""1"": 0.9991207502930832}","{""0"": 1.0, ""1"": 0.9982430453879941}","{""0"": 0.9762845849802372, ""1"": 1.0}",0.06324110671936758,0.9989928393531883,1.1920928955078125e-07,0.9976587649985367,0.06324110671936758,1.1920928955078125e-07,,16.40666662777098,16.859080294162503,2.350523325481457,235.0523383513564,1009.0599170071073,1,0.01,64,,,,,,,,,,,,False,False,,
5,14,18306,2,0.1270803590747803,0.9904423812124522,0.0017630703011161978,0.9994538503549972,0.9602913844665795,0.9978692454498906,0.9978692454498906,0.007905138339920903,"{""0"": 0.996031746031746, ""1"": 0.9997067448680352}","{""0"": 1.0, ""1"": 0.999413661682791}","{""0"": 0.9920948616600791, ""1"": 1.0}",0.03162055335968379,1.0,1.1920928955078125e-07,0.998828010547905,0.03162055335968379,1.1920928955078125e-07,,17.539042271260445,17.545385073055556,0.28116256088441244,28.11625573057742,991.1919999867678,1,0.01,64,,,,,,,,,,,,False,False,,
5,15,18306,2,0.5480381501752006,0.965592572364828,1.6108666227802163e-05,1.0,0.8260033395629607,1.0,1.0,0.0,"{""0"": 1.0, ""1"": 1.0}","{""0"": 1.0, ""1"": 1.0}","{""0"": 1.0, ""1"": 1.0}",0.003952569169960474,1.0,1.1920928955078125e-07,0.9998533509312216,0.003952569169960474,1.1920928955078125e-07,,18.76899373458827,18.870787810339113,0.8006861165489644,80.0686125037478,1028.4102090226952,1,0.01,64,,,,,,,,,,,,False,False,,
5,16,18306,2,0.11968720821145215,0.9868924085199344,1.000038917511785e-05,1.0,0.9441027682765656,1.0,1.0,0.0,"{""0"": 1.0, ""1"": 1.0}","{""0"": 1.0, ""1"": 1.0}","{""0"": 1.0, ""1"": 1.0}",0.011857707509881422,1.0,1.0728836059570312e-06,0.9995601817915262,0.011857707509881422,1.0728836059570312e-06,,19.842190139580183,20.178651102805603,1.5036486141270404,150.36485919476732,1051.3525840069633,1,0.01,64,,,,,,,,,,,,False,False,,
5,17,18306,2,1.1281175078069878,0.9549426542872748,0.0010851396066221962,0.9997269251774986,0.7462501097134515,0.9989365764557099,0.9989365764557099,0.0039525691699604515,"{""0"": 0.998019801980198, ""1"": 0.9998533509312216}","{""0"": 1.0, ""1"": 0.9997067448680352}","{""0"": 0.9960474308300395, ""1"": 1.0}",0.03162055335968379,1.0,1.0728836059570312e-06,0.998828010547905,0.03162055335968379,1.0728836059570312e-06,,21.143558493211216,21.18315625569893,0.36812240009034997,36.812239869940036,1008.3010829985142,1,0.01,64,,,,,,,,,,,,False,False,,
5,18,18306,2,0.41632637047265003,0.973784817039869,5.928223108546835e-06,1.0,0.8759843936304564,1.0,1.0,0.0,"{""0"": 1.0, ""1"": 1.0}","{""0"": 1.0, ""1"": 1.0}","{""0"": 1.0, ""1"": 1.0}",0.019762845849802372,1.0,2.384185791015625e-07,0.9992671845229372,0.019762845849802372,2.384185791015625e-07,,22.136455587502667,22.178753152255933,0.3356853562983967,33.56853641473423,999.4705420103855,1,0.01,64,,,,,,,,,,,,False,False,,
5,19,18306,2,0.24705718071480942,0.9830693610049154,3.7140076477554816e-06,1.0,0.9256743662266917,1.0,1.0,0.0,"{""0"": 1.0, ""1"": 1.0}","{""0"": 1.0, ""1"": 1.0}","{""0"": 1.0, ""1"": 1.0}",0.0,1.0,0.9965354800224304,0.9998533079067038,0.0,0.9965354800224304,,23.258801142291453,23.275369369024656,0.3493933602898367,34.93933756083761,1036.5819169965107,1,0.01,64,,,,,,,,,,,,False,False,,
5,20,18306,2,1.0217841345707037,0.9584926269797924,2.51635868414686e-05,1.0,0.7744068607186569,1.0,1.0,0.0,"{""0"": 1.0, ""1"": 1.0}","{""0"": 1.0, ""1"": 1.0}","{""0"": 1.0, ""1"": 1.0}",0.0,1.0,0.9901717901229858,0.9998533079067038,0.0,0.9901717901229858,,24.450984977277848,24.81016103502596,2.5392681668963673,253.9268189084444,1004.4614590005949,1,0.01,64,,,,,,,,,,,,False,False,,
