client_id,round,dataset_size,n_classes,loss_before,acc_before,loss_after,acc_after,macro_f1_before,macro_f1_after,macro_f1_argmax,benign_fpr_argmax,f1_per_class_after,fpr_after,pr_auc_after,threshold_tau,f1_bin_tau,benign_fpr_bin_tau,tau_bin,seed,weight_norm_before,weight_norm_after,weight_update_norm,grad_norm_l2,t_fit_ms,epochs_completed,lr,batch_size
9,1,1000,2,0.0638805041089654,0.985,0.03065217798575759,0.985,0.9849996249906248,0.9849996249906248,0.9849996249906248,0.020000000000000018,"{""0"": 0.01990049751243781, ""1"": 0.9850746268656716}",0.04,0.9998039215686274,0.06764143705368042,0.9803921568627451,0.04,0.06764143705368042,,6.363598967645831,6.501498726388708,0.0,0.0,2297.4524019999762,1,0.01,64
9,2,1000,2,0.03178393002599478,0.99,0.02316676522605121,0.99,0.99,0.9899989998999901,0.9899989998999901,0.0,"{""0"": 0.0, ""1"": 0.98989898989899}",0.02,0.9998039215686275,0.30413156747817993,0.9850746268656716,0.02,0.30413156747817993,,6.501722831420546,6.597534061781754,0.0,0.0,303.4068999999704,1,0.01,64
9,3,1000,2,0.021860847249627113,0.995,0.024131379439495504,0.985,0.9949998749968749,0.9849996249906248,0.9849996249906248,0.010000000000000009,"{""0"": 0.010050251256281407, ""1"": 0.9849246231155779}",0.01,0.9994097079610873,0.8183131814002991,0.9797979797979798,0.01,0.8183131814002991,,6.603116460850559,6.712895215128366,0.0,0.0,667.8397869999912,1,0.01,64
9,4,1000,2,0.022559912235010415,0.985,0.024820672813802958,0.985,0.9849996249906248,0.9849966242404541,0.9849966242404541,0.0,"{""0"": 0.0, ""1"": 0.9847715736040609}",0.03,0.9997039215686275,0.031198740005493164,0.9852216748768473,0.03,0.031198740005493164,,6.706320245993217,6.804830886974404,0.0,0.0,261.5901589999794,1,0.01,64
9,5,1000,2,0.024418397340923548,0.985,0.021065445500425994,0.995,0.9849966242404541,0.9949998749968749,0.9949998749968749,0.0,"{""0"": 0.0, ""1"": 0.9949748743718593}",0.02,0.9998039215686274,0.08923286199569702,0.9850746268656716,0.02,0.08923286199569702,,6.793738260441072,6.891752936026612,0.0,0.0,326.0724319999895,1,0.01,64
9,6,1000,2,0.020563065831083804,0.99,0.02211677108425647,0.985,0.9899989998999901,0.9849996249906248,0.9849996249906248,0.010000000000000009,"{""0"": 0.010050251256281407, ""1"": 0.9849246231155779}",0.02,0.9997039215686276,0.13931620121002197,0.9850746268656716,0.02,0.13931620121002197,,6.886164529188932,6.932311967116156,0.0,0.0,274.5050249999963,1,0.01,64
9,7,1000,2,0.02059977888711728,0.985,0.017092257941840217,0.99,0.9849996249906248,0.9899989998999901,0.9899989998999901,0.0,"{""0"": 0.0, ""1"": 0.98989898989899}",0.01,0.99980099009901,0.44399023056030273,0.9849246231155779,0.01,0.44399023056030273,,6.940690603802541,7.015977885336083,0.0,0.0,365.7995949999986,1,0.01,64
9,8,1000,2,0.018122879235306755,0.99,0.021186228004808072,0.99,0.9899989998999901,0.99,0.99,0.010000000000000009,"{""0"": 0.01, ""1"": 0.99}",0.04,0.9997039215686275,0.005026698112487793,0.9803921568627451,0.04,0.005026698112487793,,7.010804353831047,7.050877097414856,0.0,0.0,452.1751370000402,1,0.01,64
9,9,1000,2,0.020708376505353954,0.99,0.02427650043682661,0.985,0.99,0.9849996249906248,0.9849996249906248,0.010000000000000009,"{""0"": 0.010050251256281407, ""1"": 0.9849246231155779}",0.03,0.9995048916656372,0.05996227264404297,0.9852216748768473,0.03,0.05996227264404297,,7.060216596619364,7.080713700755216,0.0,0.0,424.9144639999827,1,0.01,64
9,10,1000,2,0.02402514019922819,0.985,0.022865646020363783,0.99,0.9849996249906248,0.99,0.99,0.010000000000000009,"{""0"": 0.01, ""1"": 0.99}",0.02,0.9996029114676173,0.48551398515701294,0.9850746268656716,0.02,0.48551398515701294,,7.085070782167472,7.109410598113597,0.0,0.0,309.37358599999243,1,0.01,64
